Burs Aliyor mu?,Burslu ise Burs Yuzdesi,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
0,0.0,1,basbakanlik bursu,480
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,tev,400
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
1,0.0,1,turk egitim vakfi,400
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,ank vakfi,200
0,0.0,0,Null,Null
0,0.0,1,devletten,300
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk kredili,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,geri odemeli burs,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,basbakanlik bursu,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,tev ustun basari bursiyer,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,1,basbakanlik bursu,300
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,1,kyk,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,basbakanlik bursu,300
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk kredisi,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,sanko holding,350
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,cydd,150
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,camlica vakfi,200
1,0.0,1,cydd,150
0,0.0,1,devlet kredisi,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk kredi,300
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,darussafaka cemiyeti,440
1,0.0,1,kyk,300
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,600
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,tc kyk bursu,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,ozdisan elektronik,200
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,istek vakfi,275
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,1,basbakanlik bursu,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
1,0.0,0,Null,Null
0,0.0,1,kyk/ kredi,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,imdat vakfi,150
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,selcuklu holding,100
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk ve tesyevengelli ogrenciler icin burs veren kurum,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,toplum gonulluleri vakfi,295
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,1,basbakanlik,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,meb,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,borusan kocabiyik vakfi,360
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,duduoglu fabrikasi,100
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,kyk,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,tev,380
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,rize vakfi,150
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,1,devlet bursu aliyorum,300
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,istanbul ticaret odasi,250
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,cagdas yasami destekleme dernegi,100
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,sanki vakfi,350
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,1,sani konukoglu vakfi,350
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,lions vakfi,100
0,0.0,0,Null,Null
0,0.0,0,kyk,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kredi ve yurtlar kurumu kyk basbakanlik bursu,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,devletten,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,vakiflar genel mudurlugu,75
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,basbakanlik,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,basbakanlik bursu,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,basbakanlik bursu,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,adiyamanlilar vakfi,200
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,mardav dernegi,100
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,anadolu vakfi,325
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,trabzon ticaret odasi,100
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,sadece iu hukuk fakultesinden ilk 1.000 ogrenci arasinda yerlestigim icin basari bursu aliyorum,500
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,tev,400
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,basbakanlik,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,sitki kocman vakfi,250
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,devlet,300
0,0.0,0,Null,Null
1,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,yasar egitim ve kultur vakfi,330
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,ytb,550
1,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,esenkent egitim ve kultur vakfi,100
0,0.0,1,kyk,300
0,0.0,1,istanbul noter odasi,300
0,0.0,0,Null,Null
0,0.0,1,kykdevlet,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
1,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,1,kyk,300
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
0,0.0,0,Null,Null
