Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
ingilizce ogretmenligi,3,3.0-3.5,0,Null
uluslararasi iliskiler,3,2.5-3.0,0,Null
isletme,4,2.5-3.0,1,Null
uluslararasi iliskiler,2,0.0-2.5,0,Null
bilgisayar muhendisligi,1,Null,0,Null
hukuk,4,3.0-3.5,0,Null
halkla iliskiler ve tanitim,4,3.0-4.0,1,Null
bilgisayar muhendisligi,1,3.0-4.0,0,Null
iletisim,4,0.0-2.5,0,Null
radyo televizyon ve sinema,hazirlik,Null,0,Null
matematik muhendisligi,4,3.0-3.5,0,Null
kimya muhendisligi,4,0.0-2.5,0,Null
calisma ekonomisi ve endustri iliskileri,4,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,3,2.5-3.0,0,Null
grafik tasarim,4,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,3,2.5-3.0,1,Null
maliye,2,3.0-3.5,0,Null
ingiliz dili ve egitimi,hazirlik,Null,0,Null
iktisat,4,3.0-3.5,0,Null
uluslararasi iliskiler,4,0.0-2.5,0,Null
isletme,4,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskiler bolumu,3,2.5-3.0,0,Null
ekonometri,4,0.0-2.5,0,Null
isletme,2,0.0-2.5,0,Null
sosyoloji,4,2.5-3.0,0,Null
eczacilik,2,2.5-3.0,0,Null
matematik,4,Null,0,Null
eczacilik fakultesi,4,0.0-2.5,0,Null
jeoloji muhendisligi,1,Null,0,Null
insaat mghendisligi,1,3.0-4.0,0,Null
ekonometri,3,2.5-3.0,0,Null
iktisat,3,2.5-3.0,0,Null
ingiliz dili ve edebiyati,4,3.0-3.5,0,Null
makine muhendisligi,4,0.0-2.5,0,Null
makina muhendisligi,1,3.0-3.5,1,Null
bankacilik ve finans,2,Null,0,Null
matematik,mezun,2.5-3.0,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
elektrik elektronik muhendisligi,2,Null,1,Null
kamu yonetimi,4,2.5-3.0,0,Null
makine muhendisligi,5,0.0-2.5,0,Null
insaat muhendisligi,3,3.0-3.5,0,Null
denizcilik isletmeleri yonetimiingilizce,2,3.0-3.5,0,Null
sosyal hizmet,2,0.0-2.5,0,Null
sut ve besi hayvanciligi,1,Null,0,Null
arap dili ve edebiyati,4,0.0-2.5,0,Null
tip,3,3.0-3.5,0,Null
isletme,3,2.5-3.0,0,Null
psikoloji,1,Null,0,Null
uluslararasi iliskiler,4,2.5-3.0,0,Null
beden egitimi spor yuksek okulu,2,2.5-3.0,0,Null
ziraat ouhendisligi,4,2.5-3.0,0,Null
turizm isletmeciligi,3,2.5-3.0,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
hemsirelik,2,3.0-3.5,0,Null
spor bilimleri fakultesi,1,Null,0,Null
sosyal hizmet,2,2.5-3.0,0,Null
insaat muhendisligi,2,3.0-3.5,0,Null
tip fakultesi,5,Null,1,Null
sosyal bilgiler ogretmenligi,2,2.5-3.0,0,Null
endustri muhendisligi,3,3.0-3.5,0,Null
iktisat,3,0.0-2.5,0,Null
ingilizce isletme,1,Null,0,Null
insan kaynaklari yonetimi,1,0.0-2.5,0,Null
kamu yonetimi,4,2.5-3.0,0,Null
ingilizce isletme,4,2.5-3.0,0,Null
matematik-bilgisayar,4,2.5-3.0,0,Null
isletme,1,Null,0,Null
iktisat,2,2.5-3.0,0,Null
matematik muhendisligi,3,0.0-2.5,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
gida muhendisligi,4,3.0-3.5,0,Null
calisma ekonomisi ve endustri iliskileri,2,0.0-2.5,0,Null
uluslararasi iliskiler ingilizce,3,2.5-3.0,0,Null
iktisat,3,2.5-3.0,0,Null
ekonometri,2,2.5-3.0,0,Null
endustri muhendisligi,4,3.0-3.5,0,Null
biyoloji,4,2.5-3.0,0,Null
isletme,4,0.0-2.5,1,Null
enerji sistemleri muhendisligi,4,0.0-2.5,0,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null
makina muhendisligi,2,2.5-3.0,0,Null
rehberlik ve psikolojik danismanlik,3,2.5-3.0,0,Null
istatistik,2,3.0-3.5,0,Null
psikolojik danismanlik ve rehberlik,2,0.0-2.5,0,Null
gida muhendisligi,2,3.0-3.5,0,Null
metalurji ve malzeme muhendisligi,hazirlik,Null,0,Null
mimarlik,2,3.0-4.0,0,Null
molekuler biyoloji ve genetik,2,2.5-3.0,0,Null
sosyoloji,4,0.0-2.5,0,Null
elektronik ve haberlesme muhendisligi,4,2.5-3.0,0,Null
matematik,2,0.0-2.5,0,Null
iktisat ingilizce,2,3.0-3.5,0,Null
ingilizce isletme,3,3.0-3.5,0,Null
beslenme ve diyetetik,3,3.0-3.5,0,Null
ingiliz dili ve edebiyati,3,2.5-3.0,0,Null
ekonometri,3,2.5-3.0,0,Null
makine muhendisligi,4,2.5-3.0,0,Null
beden egitimi ve spor ogretmenligi,2,2.5-3.0,0,Null
kimya ve surec muhendisligi,3,0.0-2.5,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
iktisat,3,2.5-3.0,0,Null
eczacilik,4,0.0-2.5,0,Null
bilgisayar muhendisligi,1,Null,0,Null
matematik muhendisligi,3,0.0-2.5,0,Null
iktisat,2,0.0-2.5,0,Null
ingilizce iktisat,3,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,3,2.5-3.0,0,Null
kamu yonetimi,4,2.5-3.0,1,Null
endustri muhendisligi,1,0.0-2.5,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
sosyolojiingilizce,1,Null,0,Null
matematik %30 ingilizce,2,2.5-3.0,0,Null
cevre muhendisligi,2,Null,0,Null
sosyoloji,4,2.5-3.0,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,2,2.5-3.0,0,Null
gastronomi ve mutfak sanatlari,4,2.5-3.0,0,Null
rehberlik ve psikolojik danismanlik,4,3.0-3.5,0,Null
gida muhendisligi,2,3.0-3.5,0,Null
isletme,3,2.5-3.0,0,Null
gorsel iletisim tasarimi,3,2.5-3.0,1,Null
elektrik-elektronik muh.,3,0.0-2.5,0,Null
bilgisayar muhendisligi,3,0.0-2.5,0,Null
elektrik elektronik muhendisligi,2,0.0-2.5,0,Null
makine muhendisligi,3,0.0-2.5,0,Null
kimya,4,0.0-2.5,0,Null
matematik,4,2.5-3.0,0,Null
uluslararasi iliskiler,3,2.5-3.0,0,Null
istanbul tip,5,3.0-3.5,0,Null
insaat muhendisligi,3,0.0-2.5,0,Null
isletme yonetimi,1,2.5-3.0,1,Null
sosyal bilgiler ogretmenligi,4,2.5-3.0,0,Null
iktisat,4,2.5-3.0,0,Null
"elektrik elektronik muhendisligi --- makine muhendisligi ciftanadal, orgun",3,3.0-4.0,0,Null
cografya,2,0.0-2.5,0,Null
elektronik ve haberlesme muhendisligi,4,2.5-3.0,0,Null
ingilizce ogretmenligi,3,2.5-3.0,0,Null
iktisadi ve idari bilimler fakultesi,Null,2.5-3.0,0,Null
isletme ingilizce,4,3.0-4.0,0,Null
maliye,4,0.0-2.5,0,Null
turizm fakultesi konaklama isletmeciligi,2,3.0-3.5,0,Null
insaat muhendisligi,3,3.0-3.5,0,Null
gazetecilik,2,2.5-3.0,0,Null
bilgisayar muhendisligi,2,0.0-2.5,0,Null
konaklama isl.i.o,1,2.5-3.0,0,Null
fizik muhendisligi,3,0.0-2.5,0,Null
iktisat,2,3.0-3.5,0,Null
evde hasta bakimi programi bolumu,2,2.5-3.0,0,Null
bilgisayar programciligi,2,2.5-3.0,0,Null
iktisat,mezun,2.5-3.0,0,Null
turizm isletmeciligi,4,2.5-3.0,0,Null
isletme ingilizce,1,Null,0,Null
siyaset bilimi ve kamu yonetimi,2,0.0-2.5,0,Null
hukuk,3,0.0-2.5,0,Null
elektrik muhendisligi,1,Null,0,Null
elektrik elektronik muhendisligi,1,Null,0,Null
isletme,4,0.0-2.5,1,Null
isletme,2,0.0-2.5,0,Null
yabanci dil,1,2.5-3.0,0,Null
uluslarasi iliskiler,3,2.5-3.0,0,Null
endustri urunleri tasarimi,2,3.0-3.5,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
gazetecilik,3,2.5-3.0,1,Null
isletme,Null,Null,0,Null
iktisat,3,0.0-2.5,0,Null
beden egitimi ve spor ogretmenligi,2,3.0-4.0,0,Null
almanca ogretmenligi,hazirlik,Null,0,Null
moda tasrarim,2,3.0-3.5,0,Null
ingilizce isletme,3,0.0-2.5,0,Null
ingiliz dili ve edebiyati,4,2.5-3.0,1,Null
isletme,2,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,4,0.0-2.5,0,Null
insaat muhendisligi,4,2.5-3.0,0,Null
bilgisayar muhendisligi,1,2.5-3.0,0,Null
isletme,2,0.0-2.5,0,Null
hukuk,3,2.5-3.0,0,Null
sinema televizyon bolumu,3,0.0-2.5,0,Null
sinema televizyon,3,0.0-2.5,0,Null
matematik,3,0.0-2.5,0,Null
makina muh,1,0.0-2.5,0,Null
eczacilik,2,2.5-3.0,0,Null
elektrik elektronik muhendisligi,4,0.0-2.5,0,Null
isletme,3,3.0-3.5,0,Null
endustri muhendisligi,3,0.0-2.5,0,Null
felsefe,4,3.0-3.5,0,Null
jeoloji muhendisligi,3,0.0-2.5,0,Null
tip fakultesi,2,3.0-3.5,0,Null
halkla iliskiler,1,Null,0,Null
antrenorluk egitimi,3,2.5-3.0,0,Null
elektronik ve haberlesme muhendisligi,3,2.5-3.0,0,Null
bilgisayar muhendisligi,1,Null,0,Null
makine muhendisligi,2,2.5-3.0,0,Null
molekuler biyoloji ve genetik,2,0.0-2.5,0,Null
iktisat,2,3.0-3.5,0,Null
isletme ana dal / endustri muhendisligi yan dal,3,3.0-3.5,0,Null
bilgisayar muhendisligi,1,Null,0,Null
sosyal hizmet,2,3.0-3.5,0,Null
elektrik-elektronik muhendislik,1,Null,0,Null
mimarlik,2,2.5-3.0,0,Null
cevre muhendisligi,3,0.0-2.5,0,Null
isletme,3,2.5-3.0,0,Null
isletme,4,Null,0,Null
insaat muhendisligi,2,3.0-4.0,0,Null
sosyal hizmet ve danismanlik,3,0.0-2.5,0,Null
isletme,2,0.0-2.5,0,Null
maden muhendisligi/cap insaat muhendisligi,4,3.0-3.5,0,Null
calisma ekonomisi ve endustri iliskileri,3,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,2,0.0-2.5,0,Null
menkul kiymetler ve sermaye piyasasi,2,Null,1,Null
hukuk,2,2.5-3.0,0,Null
siyaset bilimi ve uluslararasi iliskiler,1,Null,0,Null
cevher hazirlama muhendisligi,2,0.0-2.5,0,Null
isletme,2,2.5-3.0,0,Null
isletme,3,0.0-2.5,0,Null
hukuk,3,0.0-2.5,0,Null
isletme,3,0.0-2.5,0,Null
turk dili ve edebiyati,4,0.0-2.5,0,Null
endustri urunleri tasarimi,1,Null,0,Null
konaklama isletmeciligi,2,0.0-2.5,0,Null
sosyal hizmetler,2,0.0-2.5,0,Null
iktisat,2,0.0-2.5,0,Null
peyzaj mimarligi,2,3.0-3.5,0,Null
iktisat,2,0.0-2.5,0,Null
isletme ingilizce,2,0.0-2.5,0,Null
banka ve sigorta,mezun,0.0-2.5,1,Null
matematik-bilgisayar,4,0.0-2.5,0,Null
sanat tarihi,3,0.0-2.5,0,Null
iktisat,4,0.0-2.5,1,Null
fizik muhendisligi,3,2.5-3.0,0,Null
matematik,4,3.0-3.5,1,Null
isletme muhendisligi,3,2.5-3.0,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
sosyoloji,2,3.0-3.5,0,Null
elektronik haberlesme muhendisligi,mezun,0.0-2.5,0,Null
mekatronik muhendisligi,2,2.5-3.0,0,Null
yonetim bilisim sistemleri,4,3.0-3.5,0,Null
sehir ve bolge planlama,3,2.5-3.0,0,Null
bilgi ve belge yonetimi,3,0.0-2.5,0,Null
makine muhendisligi,4,2.5-3.0,0,Null
yazilim muhendisligi,4,3.0-3.5,0,Null
iktisat,3,0.0-2.5,0,Null
gida muh.,3,0.0-2.5,0,Null
mekatronik muhendisligi,4,2.5-3.0,0,Null
isletme,4,0.0-2.5,0,Null
uluslararasi iliskiler,3,3.0-3.5,0,Null
moda tasarim,2,2.5-3.0,1,Null
ispanyol dili ve edebiyati,3,2.5-3.0,0,Null
hemsirelik,2,2.5-3.0,0,Null
iktisat,3,0.0-2.5,0,Null
elektrik-elektronik muhendisligi,4,3.0-3.5,0,Null
bilgisayar ve ogretim teknolojileri ogretmenligi,4,3.0-3.5,0,Null
bilgisayar muhendisligi,2,2.5-3.0,0,Null
makine muhendisligi%100 ingilizce,4,0.0-2.5,0,Null
sosyal bilgiler ogretmenligi,3,0.0-2.5,0,Null
rekreasyon yonetimi,2,0.0-2.5,0,Null
felsefe,3,2.5-3.0,0,Null
iktisat,4,0.0-2.5,0,Null
karsilastirmali edebiyat,2,2.5-3.0,0,Null
uluslararasi iliskiler,3,3.0-3.5,0,Null
makine muhendisligi,1,Null,0,Null
halkla iliskiler ve tanitim,4,2.5-3.0,0,Null
iktisat,4,0.0-2.5,0,Null
elektronik ve haberlesme muhendisligi,4,2.5-3.0,0,Null
elektronik ve haberlesme muhendisligi,3,2.5-3.0,0,Null
isletme,4,2.5-3.0,0,Null
fen bilgisi ogretmenligi,3,0.0-2.5,0,Null
bilgisayar muhendisligi,4,3.0-3.5,0,Null
turizm konaklama isletmeciligi,2,2.5-3.0,0,Null
elektrik elektronik muhendisligi,3,2.5-3.0,0,Null
iktisat,3,Null,1,Null
ilahiyat,2,0.0-2.5,0,Null
isletme,3,2.5-3.0,0,Null
isletme,2,2.5-3.0,0,Null
uluslararasi ticaret ve finansman,2,0.0-2.5,0,Null
calisma ekonomisi ve endustri iliskileri,4,2.5-3.0,1,Null
matematik-bilgisayar,4,0.0-2.5,0,Null
kontrol ve otomasyon muhendisligi,1,Null,0,Null
metalurji ve malzeme muhendisligi,1,Null,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
bilgisayar muhendisligi,2,2.5-3.0,0,Null
reklamcilik,3,2.5-3.0,0,Null
kontrol ve otomasyon muhendisligi,3,3.0-3.5,0,Null
insan kaynaklari yonetimi,3,2.5-3.0,1,Null
imalat muhendisligi,3,2.5-3.0,0,Null
elektrik-elektronik muhendisligi,4,3.0-4.0,0,Null
kamu yonetimi,4,0.0-2.5,0,Null
elektrik - elektronik muhendisligi,4,0.0-2.5,0,Null
elektronik-haberlesme muhendisligi ing,3,3.0-3.5,0,Null
ekonometri,4,0.0-2.5,0,Null
isletme,3,0.0-2.5,1,Null
isletme,4,0.0-2.5,0,Null
hukuk fakultesi,4,3.0-3.5,0,Null
arkeoloji,3,2.5-3.0,1,Null
biyoloji,4,2.5-3.0,0,Null
iktisat fakultesi / isletme,3,0.0-2.5,0,Null
kamu yonetimi,2,3.0-3.5,0,Null
cevre muhendisligi,3,0.0-2.5,0,Null
sivil hava ulastirma isletmeciligi,4,3.0-3.5,0,Null
siyaset bilimi ve uluslararasi iliskiler,3,2.5-3.0,0,Null
bilgisayar muhendisligi,2,2.5-3.0,0,Null
makina muhendisligi,4,Null,0,Null
havacilik ve uzay muhendisligi,1,Null,0,Null
uluslararasi ticaret ve finansman,3,3.0-3.5,0,Null
makine muhendisligi,1,Null,1,Null
gida teknelojosi,2,2.5-3.0,1,Null
halkla iliskiler ve tanitim,4,2.5-3.0,0,Null
gazetecilik,3,Null,0,Null
isletme,2,0.0-2.5,0,Null
hukuk fakultesi,4,2.5-3.0,0,Null
uluslararasi iliskiler,3,0.0-2.5,0,Null
turizm isletmeciligi,2,3.0-3.5,0,Null
isletme,hazirlik,Null,0,Null
hemsirelik,3,0.0-2.5,0,Null
bilgisayar ve ogretim teknolojileri ogretmenligi,1,2.5-3.0,0,Null
endustri muhendisligi,3,3.0-4.0,0,Null
isletmesuny-uolp,2,3.0-3.5,0,Null
gazetecilik,4,0.0-2.5,0,Null
cografya,yuksek lisans,3.0-3.5,0,Null
endustri muhendisligi,4,2.5-3.0,0,Null
sosyoloji,4,2.5-3.0,0,Null
uluslararasi iliskiler,3,3.0-3.5,0,Null
tarih,2,2.5-3.0,0,Null
iktisat,3,3.0-3.5,0,Null
isletme,3,0.0-2.5,0,Null
gida muhendisligi,2,3.0-3.5,0,Null
reklamcilik,2,2.5-3.0,0,Null
siyaset bilimi ve kamu yonetimi,1,Null,0,Null
iktisat,1,2.5-3.0,0,Null
uluslararasi iliskiler,4,3.0-4.0,0,Null
uluslararasi iliskiler,2,3.0-4.0,0,Null
mimarlik,4,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,4,Null,0,Null
radyo televizyon sinema,3,2.5-3.0,0,Null
matematik,4,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,2,3.0-3.5,0,Null
sanat tarihi,4,2.5-3.0,0,Null
isletme,4,0.0-2.5,0,Null
hukuk fakultesi,4,2.5-3.0,0,Null
sosyoloji,4,2.5-3.0,0,Null
halkla iliskiler tanitim,4,2.5-3.0,0,Null
iktisat,2,2.5-3.0,0,Null
biyoloji,3,2.5-3.0,0,Null
elektrik elektronik muhendisligi,2,3.0-3.5,0,Null
matematik,mezun,2.5-3.0,0,Null
maliye,2,2.5-3.0,0,Null
makine muhendisligi,2,0.0-2.5,0,Null
isletme,3,3.0-3.5,0,Null
bilgisayar muhendisligi ingilizce,1,Null,0,Null
elektronik ve haberlesme muhendisligi,4,0.0-2.5,0,Null
kamu yonetimi,3,2.5-3.0,0,Null
iktisat,3,2.5-3.0,0,Null
sosyal hizmet,2,3.0-4.0,0,Null
insaat muhendisligi,2,0.0-2.5,0,Null
kimya muhendisligi,3,2.5-3.0,0,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null
elektronik ve haberlesme muhendisligiingilizce,3,2.5-3.0,0,Null
isletme,3,2.5-3.0,0,Null
kontrol ve otomasyon mugendisligi,3,0.0-2.5,0,Null
bilgisayar muhendisligi,mezun,2.5-3.0,0,Null
isletme,4,2.5-3.0,0,Null
elektronik ve haberlesme muhendisligi,3,2.5-3.0,0,Null
makine muhendisligi,3,0.0-2.5,0,Null
uluslararasi iliskiler,2,2.5-3.0,0,Null
insaat teknolojisi,2,3.0-3.5,0,Null
elektrik/ elektronik muhendisligi,5,0.0-2.5,0,Null
isletme,2,2.5-3.0,0,Null
hemsirelik,3,2.5-3.0,0,Null
gumruk isletme,2,2.5-3.0,0,Null
makina programi,2,2.5-3.0,0,Null
bilgi ve belge yonetimi,2,Null,0,Null
imalat muhendisligi,1,Null,0,Null
yonetim bilisim sistemleri,3,0.0-2.5,0,Null
kamu yonetimi,3,2.5-3.0,0,Null
hukuk fakultesi,2,0.0-2.5,0,Null
hukuk,2,2.5-3.0,0,Null
beslenme ve diyetetik,2,2.5-3.0,0,Null
bilgisayar teknolojileri ve bilisim sistemleri,4,2.5-3.0,0,Null
ikdisat,3,0.0-2.5,1,Null
eczacilik,1,3.0-3.5,0,Null
matematik muhendisligi,1,Null,0,Null
uluslararasi ticaret ve finansman,3,2.5-3.0,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
insaat muhendisligi,2,3.0-4.0,0,Null
elektrik elektronik muhendisligi,3,3.0-3.5,0,Null
elektrik muhendisligi,3,3.0-3.5,0,Null
psikoloji,1,Null,0,Null
insan kaynaklari yonetimi,1,Null,0,Null
ekonometri,4,2.5-3.0,0,Null
endustri muhendisligi,4,0.0-2.5,0,Null
malzeme ve bilimi muhendisligi,2,2.5-3.0,0,Null
bankacilik ve sigortacilik,2,2.5-3.0,0,Null
kimya muhendisligi,mezun,Null,0,Null
matematik,2,Null,0,Null
maliye,3,0.0-2.5,0,Null
harita muhendisligi,2,0.0-2.5,0,Null
elektronik ve haberlesme muhendisligi,3,2.5-3.0,0,Null
uluslararasi iliskiler,hazirlik,Null,0,Null
kimya muhendisligi,3,2.5-3.0,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
calisma ekonomisi ve endustri iliskileri,5,2.5-3.0,0,Null
elektronik haberlesme muhendisligi,1,3.0-3.5,0,Null
tip fakultesi,Null,Null,0,Null
isletme,2,3.0-3.5,0,Null
gida muhendisligi,3,0.0-2.5,0,Null
isletme,4,3.0-3.5,0,Null
insaat muhendisligi,2,2.5-3.0,0,Null
sosyal hizmetler,2,3.0-4.0,0,Null
gida muhendisligi,2,2.5-3.0,0,Null
iktisat,4,0.0-2.5,0,Null
fransiz dili ve edebiyati,1,Null,1,Null
geomatik muhendisligi,3,2.5-3.0,0,Null
kimya,1,Null,0,Null
tip fakultesi,4,0.0-2.5,0,Null
sosyoloji,1,3.0-3.5,0,Null
hukuk,4,2.5-3.0,0,Null
iletisim fakultesi - radyo tv ve sinema,3,3.0-3.5,1,Null
ingiliz dil bilimi,4,2.5-3.0,0,Null
kimya muhendisligi,1,2.5-3.0,0,Null
kimya muhendisligi,3,3.0-3.5,0,Null
bilgisayar muhendisligi %100 ingilizce,2,2.5-3.0,0,Null
almanca ogretmenligi,1,Null,0,Null
makine muhendisligi,3,0.0-2.5,0,Null
isletme,3,2.5-3.0,0,Null
elektrik muhendisligi,4,3.0-4.0,0,Null
endustri muhendisligi,3,2.5-3.0,0,Null
isletme,3,3.0-3.5,0,Null
elektrik muhendisligi,4,3.0-4.0,0,Null
kimya,4,2.5-3.0,0,Null
almanca ogretmenligi,3,0.0-2.5,0,Null
sosyal hizmet,2,3.0-3.5,0,Null
elektronik ve haberlesme muhendisligi,5,Null,0,Null
denizcilik isletmeleri yonetimi,3,0.0-2.5,0,Null
isletme,4,2.5-3.0,0,Null
yonetim bilisim sistemleri,3,0.0-2.5,0,Null
iktisat,3,Null,0,Null
mailye,mezun,3.0-3.5,0,Null
ekonometri,3,0.0-2.5,0,Null
iktisat,4,2.5-3.0,0,Null
maliye,4,2.5-3.0,1,Null
elektrik elektronik muhendisligi,1,0.0-2.5,0,Null
tekstil muhendisligi ingilizce,3,0.0-2.5,0,Null
ingilizce maliye,2,0.0-2.5,0,Null
turizm isletmeciligi ve otelcilik,4,2.5-3.0,0,Null
ebelik,2,2.5-3.0,0,Null
insaat muhendisligi,2,3.0-4.0,0,Null
cevre muhendisligi,3,0.0-2.5,0,Null
cevre muhendisligi,3,0.0-2.5,0,Null
ingilizce iktisat,4,3.0-3.5,0,Null
maliye,4,0.0-2.5,0,Null
makine muhendisligi,4,Null,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
tekstil muhendisligi,2,0.0-2.5,0,Null
bilgisayar muhendisligi,4,2.5-3.0,0,Null
bilgisayar muhendisligi,3,3.0-3.5,0,Null
tip fakultesi,2,3.0-3.5,0,Null
otomotiv muhendisligi,3,0.0-2.5,0,Null
turk dili ve edebiyati,4,2.5-3.0,0,Null
jeofizik muhendisligi,4,0.0-2.5,0,Null
makine muhendisligi,4,2.5-3.0,0,Null
isletme,4,0.0-2.5,0,Null
makine muhendisligi,4,3.0-3.5,0,Null
imalat muhendisligi,4,0.0-2.5,0,Null
mekatronik muhendisligi,3,0.0-2.5,0,Null
gemi makineleri isletme muhendisligi,mezun,2.5-3.0,0,Null
elektrik muhendisligi,3,0.0-2.5,0,Null
elektronik ve haberlesme muhendisligi,3,2.5-3.0,1,Null
isletme,hazirlik,Null,0,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,0,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null
kamu yonetimi,4,3.0-3.5,0,Null
matematik,4,0.0-2.5,0,Null
iktisat,2,3.0-3.5,0,Null
amerikan kulturu ve edebiyati,3,2.5-3.0,0,Null
iktisat,3,3.0-3.5,0,Null
felsefe,4,0.0-2.5,0,Null
bilgisayar muhendisligi,3,0.0-2.5,0,Null
fizik ogretmenligi,3,0.0-2.5,0,Null
mimarlik,1,Null,0,Null
isletme,2,0.0-2.5,0,Null
dogu dilleri edebiyatlari,Null,0.0-2.5,0,Null
endustri muhendisligi,3,0.0-2.5,0,Null
mekatronik muhendisligi,3,0.0-2.5,0,Null
kontrol ve otomasyon muhendisligi,3,0.0-2.5,0,Null
hukuk,2,2.5-3.0,0,Null
turk dili ve edebiyati,1,Null,0,Null
halkla iliskiler ve tanitim,3,2.5-3.0,0,Null
iktisat,2,0.0-2.5,0,Null
isletme,2,2.5-3.0,0,Null
metalurji ve malzeme muhendisligi,1,Null,0,Null
kimya muhendisligi,4,2.5-3.0,0,Null
uluslararasi ticaret ve lojistik,hazirlik,Null,0,Null
endustri muhendisligi,4,3.0-3.5,0,Null
iktisat,2,2.5-3.0,0,Null
uluslararasi iliskiler,4,3.0-3.5,0,Null
isletme,3,0.0-2.5,0,Null
muhasebe,1,0.0-2.5,0,Null
endustri muhendisligi,2,2.5-3.0,0,Null
uluslararasi iliskiler,4,2.5-3.0,0,Null
isletme,4,2.5-3.0,1,Null
ilkogretim din kulturu ve ahlak bilgisi ogretmenligi,4,2.5-3.0,0,Null
metalurji ve malzeme muhendisligi,3,0.0-2.5,0,Null
kimya,2,2.5-3.0,0,Null
isletme,3,Null,0,Null
endustri muhendisligi,4,2.5-3.0,1,Null
rus dili ve edebiyati,3,2.5-3.0,0,Null
kamu yonetimi,4,2.5-3.0,0,Null
elektrik - elektronik muhendisligi,4,2.5-3.0,0,Null
tip fakultesi,4,2.5-3.0,1,Null
elektrik muhendisligi,1,3.0-4.0,0,Null
endustri muhendisligi,2,0.0-2.5,0,Null
ekonometri,3,2.5-3.0,0,Null
isletme,4,3.0-4.0,0,Null
metalurji ve malzeme muhendisligi,hazirlik,Null,0,Null
insaat muhendisligi,3,Null,0,Null
istatistik,4,2.5-3.0,0,Null
bilgisayar muhendisligi,3,0.0-2.5,0,Null
biyosistem muhendisligi,4,0.0-2.5,0,Null
yonetim bilisim sistemleri management information systems,2,3.0-3.5,0,Null
elektrik-elektronik muhendisligi,1,Null,0,Null
isletme,4,2.5-3.0,0,Null
cevre muhendisligi,mezun,2.5-3.0,1,Null
matematik lisans,3,2.5-3.0,0,Null
iktisat,4,2.5-3.0,0,Null
makine muhendisligi,4,0.0-2.5,0,Null
isletme,4,3.0-3.5,0,Null
makina muhendisligi,4,0.0-2.5,0,Null
uluslararasi iliskiler,3,2.5-3.0,0,Null
siyaset bilimi ve uluslararasi iliskiler,2,0.0-2.5,0,Null
ekonometri,3,0.0-2.5,0,Null
tekstil muhendisligi,1,Null,0,Null
alman dili ve edebiyati,2,3.0-3.5,0,Null
biyoloji ogretmenligi,3,0.0-2.5,0,Null
tip muhendisligi,1,Null,0,Null
mekatronik muhendisligi,3,2.5-3.0,0,Null
halkla iliskiler ve tanitim,3,2.5-3.0,0,Null
iktisat,4,0.0-2.5,0,Null
bilgisayar muhendisligi,1,0.0-2.5,0,Null
elektrik muhendisligi,3,0.0-2.5,0,Null
bilgi ve belge yonetimi,4,2.5-3.0,0,Null
elektronik ve haberlesme muhendisligi,2,2.5-3.0,0,Null
eczacilik,4,2.5-3.0,0,Null
isletme,4,0.0-2.5,0,Null
ekonometri,4,0.0-2.5,1,Null
isletme,3,3.0-3.5,0,Null
hemsirelik,2,2.5-3.0,0,Null
sosyal bilgiler ogretmenligi,3,2.5-3.0,1,Null
dis ticaret,2,2.5-3.0,0,Null
isletme,3,0.0-2.5,1,Null
kamu yonetimi,3,3.0-4.0,0,Null
hukuk,4,2.5-3.0,0,Null
sosyal hizmet,2,3.0-3.5,0,Null
uluslararasi ticaret,4,0.0-2.5,0,Null
istatistik,4,2.5-3.0,1,Null
edebiyat fakultesi,Null,0.0-2.5,0,Null
bankacilik,4,3.0-4.0,0,Null
