Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi
universite,hayir,calismiyor,universite,evet,ozel sektor,4
ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,2
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2
ilkokul,emekli,calismiyor,lise,emekli,calismiyor,2
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,7
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,8
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3
lise,hayir,calismiyor,lise,emekli,calismiyor,1
ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,universite,evet,kamu,4
ilkokul,hayir,calismiyor,Null,emekli,calismiyor,1
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,4
lise,emekli,calismiyor,lise,emekli,calismiyor,3
lise,hayir,calismiyor,lise,hayir,calismiyor,3
lise,emekli,calismiyor,lise,emekli,calismiyor,2
Null,hayir,calismiyor,Null,evet,diger,9
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,9
ilkokul,hayir,calismiyor,ilkokul,evet,kamu,1
lise,hayir,calismiyor,lise,hayir,calismiyor,1
universite,evet,ozel sektor,lise,evet,ozel sektor,2
lise,emekli,calismiyor,lise,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
Null,hayir,calismiyor,Null,evet,kamu,1
lise,hayir,calismiyor,ortaokul,evet,diger,2
universite,evet,kamu,Null,evet,kamu,1
lise,hayir,calismiyor,lise,emekli,calismiyor,1
universite,emekli,calismiyor,Null,hayir,calismiyor,2
universite,evet,kamu,universite,evet,ozel sektor,0
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,3
ortaokul,hayir,calismiyor,ortaokul,evet,kamu,2
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2
universite,evet,kamu,lise,emekli,calismiyor,1
lise,evet,kamu,universite,evet,kamu,2
universite,evet,kamu,lise,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
lise,emekli,calismiyor,universite,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1
lise,hayir,calismiyor,universite,evet,ozel sektor,4
lise,hayir,calismiyor,universite,evet,kamu,2
Null,emekli,calismiyor,Null,evet,kamu,0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4
universite,evet,kamu,universite,evet,kamu,3
ilkokul,hayir,calismiyor,lise,evet,kamu,1
lise,evet,kamu,universite,evet,kamu,1
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3
lise,hayir,calismiyor,universite,evet,ozel sektor,2
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1
lise,hayir,calismiyor,lise,hayir,calismiyor,9
lise,evet,diger,lise,evet,diger,2
universite,emekli,calismiyor,universite,emekli,calismiyor,1
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,5
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3
universite,emekli,calismiyor,universite,emekli,calismiyor,1
ilkokul,hayir,calismiyor,ilkokul,evet,diger,2
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,universite,evet,kamu,3
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,3
universite,emekli,calismiyor,universite,emekli,calismiyor,3
ilkokul,hayir,ozel sektor,ilkokul,evet,ozel sektor,3
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,1
egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,2
ilkokul,evet,ozel sektor,ilkokul,hayir,calismiyor,1
ilkokul,hayir,calismiyor,ortaokul,evet,kamu,1
lise,hayir,calismiyor,lise,emekli,calismiyor,1
lise,hayir,calismiyor,universite,evet,kamu,1
ilkokul,evet,diger,ilkokul,evet,diger,2
lise,hayir,calismiyor,lise,emekli,calismiyor,2
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,3
egitimi yok,hayir,calismiyor,ortaokul,emekli,calismiyor,7
universite,hayir,calismiyor,lise,hayir,calismiyor,1
lise,hayir,calismiyor,lise,emekli,calismiyor,4
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,3
lise,evet,ozel sektor,universite,evet,ozel sektor,1
ilkokul,evet,ozel sektor,lise,evet,diger,2
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2
lise,evet,ozel sektor,ilkokul,emekli,calismiyor,1
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,5
universite,evet,kamu,universite,evet,kamu,1
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2
lise,emekli,calismiyor,universite,evet,ozel sektor,2
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,8
universite,evet,kamu,lise,evet,kamu,3
lise,hayir,calismiyor,universite,evet,ozel sektor,1
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3
ilkokul,hayir,calismiyor,ilkokul,evet,diger,1
ilkokul,hayir,diger,ilkokul,emekli,calismiyor,1
ortaokul,hayir,calismiyor,universite,evet,kamu,1
lise,hayir,calismiyor,ilkokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,universite,evet,kamu,3
egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,10
ortaokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,4
ortaokul,hayir,calismiyor,ilkokul,evet,diger,1
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,4
egitimi yok,hayir,calismiyor,egitimi yok,evet,ozel sektor,10
Null,evet,kamu,universite,evet,ozel sektor,1
ilkokul,emekli,calismiyor,ilkokul,hayir,calismiyor,3
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4
ortaokul,hayir,calismiyor,universite,evet,kamu,2
ortaokul,evet,ozel sektor,lise,evet,ozel sektor,3
ilkokul,evet,ozel sektor,lise,evet,ozel sektor,0
ortaokul,hayir,calismiyor,universite,evet,kamu,1
universite,emekli,calismiyor,Null,evet,kamu,1
ilkokul,hayir,calismiyor,universite,evet,kamu,1
lise,emekli,calismiyor,lise,emekli,calismiyor,1
ilkokul,evet,diger,ilkokul,evet,ozel sektor,1
lise,hayir,calismiyor,lise,emekli,calismiyor,5
universite,emekli,calismiyor,universite,evet,kamu,2
lise,emekli,ozel sektor,lise,emekli,calismiyor,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1
lise,evet,ozel sektor,universite,emekli,calismiyor,1
lise,emekli,calismiyor,lise,emekli,calismiyor,1
universite,evet,kamu,universite,hayir,calismiyor,1
universite,emekli,calismiyor,ortaokul,evet,kamu,2
universite,evet,kamu,universite,evet,kamu,1
universite,evet,kamu,lise,emekli,calismiyor,1
lise,hayir,calismiyor,universite,emekli,calismiyor,1
universite,hayir,calismiyor,universite,evet,ozel sektor,1
lise,hayir,calismiyor,universite,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ortaokul,evet,diger,3
lise,hayir,calismiyor,ilkokul,evet,diger,3
universite,evet,kamu,universite,evet,kamu,4
universite,evet,kamu,universite,evet,kamu,2
egitimi yok,hayir,calismiyor,egitimi yok,evet,diger,4
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2
universite,evet,kamu,lise,evet,kamu,2
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2
universite,evet,kamu,universite,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
ilkokul,hayir,calismiyor,ilkokul,evet,diger,2
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1
universite,emekli,calismiyor,ortaokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,0
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,4
universite,emekli,calismiyor,universite,evet,kamu,1
universite,emekli,calismiyor,Null,emekli,calismiyor,1
ortaokul,hayir,calismiyor,ortaokul,evet,diger,3
Null,evet,kamu,Null,evet,kamu,0
ilkokul,hayir,calismiyor,ilkokul,evet,diger,5
universite,emekli,calismiyor,universite,emekli,calismiyor,3
universite,hayir,calismiyor,universite,evet,ozel sektor,3
universite,evet,ozel sektor,universite,evet,ozel sektor,2
egitimi yok,hayir,calismiyor,egitimi yok,hayir,calismiyor,8
ortaokul,hayir,calismiyor,lise,evet,kamu,1
ortaokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
universite,evet,ozel sektor,lise,evet,ozel sektor,1
ortaokul,evet,ozel sektor,ilkokul,hayir,calismiyor,1
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,4
lise,hayir,calismiyor,universite,evet,diger,1
egitimi yok,hayir,calismiyor,ilkokul,evet,diger,3
universite,emekli,calismiyor,lise,emekli,calismiyor,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,3
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1
ilkokul,evet,diger,lise,emekli,calismiyor,1
lise,hayir,calismiyor,universite,evet,kamu,4
universite,evet,kamu,universite,evet,ozel sektor,1
universite,evet,kamu,universite,emekli,calismiyor,0
ortaokul,hayir,calismiyor,universite,evet,kamu,2
ilkokul,hayir,calismiyor,universite,evet,kamu,2
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3
universite,emekli,calismiyor,universite,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
universite,emekli,calismiyor,universite,evet,ozel sektor,1
ilkokul,hayir,calismiyor,lise,evet,diger,4
lise,hayir,calismiyor,universite,evet,kamu,1
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3
lise,hayir,calismiyor,universite,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1
ilkokul,hayir,calismiyor,egitimi yok,evet,ozel sektor,4
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,8
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor,2
lise,hayir,calismiyor,universite,evet,kamu,1
ilkokul,emekli,calismiyor,ilkokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,egitimi yok,hayir,calismiyor,5
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,8
ilkokul,hayir,calismiyor,ilkokul,evet,diger,1
lise,hayir,calismiyor,ilkokul,emekli,calismiyor,3
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,5
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,2
ortaokul,hayir,calismiyor,lise,evet,diger,1
lise,evet,kamu,universite,hayir,calismiyor,4
universite,evet,kamu,Null,evet,kamu,2
egitimi yok,emekli,calismiyor,lise,hayir,calismiyor,3
universite,emekli,calismiyor,Null,emekli,calismiyor,2
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,4
ilkokul,hayir,calismiyor,ilkokul,evet,diger,8
ilkokul,evet,diger,egitimi yok,hayir,calismiyor,1
lise,hayir,calismiyor,Null,evet,kamu,2
universite,emekli,calismiyor,universite,evet,kamu,5
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,4
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,3
ilkokul,hayir,ozel sektor,ilkokul,evet,ozel sektor,2
lise,evet,ozel sektor,lise,evet,ozel sektor,3
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
egitimi yok,hayir,calismiyor,ilkokul,evet,diger,2
ilkokul,hayir,calismiyor,universite,evet,kamu,1
ilkokul,evet,ozel sektor,ortaokul,evet,ozel sektor,0
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2
egitimi yok,hayir,calismiyor,ortaokul,hayir,calismiyor,4
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2
ilkokul,hayir,calismiyor,lise,evet,kamu,3
egitimi yok,hayir,calismiyor,lise,evet,kamu,6
ilkokul,emekli,calismiyor,lise,evet,ozel sektor,1
lise,emekli,calismiyor,ortaokul,evet,ozel sektor,1
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,0
universite,evet,kamu,universite,evet,kamu,1
ortaokul,evet,kamu,lise,hayir,calismiyor,1
lise,hayir,calismiyor,universite,evet,kamu,3
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
lise,evet,kamu,lise,evet,kamu,2
ortaokul,emekli,calismiyor,ortaokul,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
lise,emekli,calismiyor,egitimi yok,Null,calismiyor,1
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,5
egitimi yok,hayir,calismiyor,egitimi yok,emekli,calismiyor,7
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,3
lise,hayir,calismiyor,lise,emekli,calismiyor,2
lise,evet,ozel sektor,lise,evet,ozel sektor,3
universite,evet,kamu,lise,emekli,calismiyor,1
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1
ilkokul,hayir,calismiyor,lise,evet,diger,2
universite,evet,kamu,universite,emekli,calismiyor,2
lise,hayir,calismiyor,lise,emekli,calismiyor,1
lise,hayir,calismiyor,lise,evet,kamu,2
ilkokul,hayir,calismiyor,universite,evet,kamu,3
ortaokul,hayir,calismiyor,egitimi yok,Null,calismiyor,0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,3
lise,hayir,calismiyor,universite,emekli,calismiyor,2
lise,hayir,calismiyor,ilkokul,emekli,calismiyor,1
ilkokul,hayir,calismiyor,lise,evet,diger,5
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1
ortaokul,emekli,calismiyor,lise,evet,ozel sektor,1
lise,evet,ozel sektor,lise,hayir,calismiyor,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,3
lise,emekli,calismiyor,lise,emekli,calismiyor,0
lise,hayir,calismiyor,lise,emekli,calismiyor,3
Null,hayir,calismiyor,lise,evet,ozel sektor,3
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1
ilkokul,evet,ozel sektor,lise,evet,ozel sektor,1
ilkokul,hayir,calismiyor,universite,evet,kamu,2
lise,hayir,calismiyor,universite,evet,kamu,2
universite,hayir,calismiyor,universite,evet,kamu,1
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,0
ilkokul,hayir,calismiyor,universite,evet,kamu,3
universite,emekli,calismiyor,universite,emekli,calismiyor,2
ortaokul,evet,diger,egitimi yok,hayir,calismiyor,2
Null,emekli,calismiyor,Null,emekli,calismiyor,1
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,2
lise,hayir,calismiyor,universite,evet,kamu,1
ilkokul,hayir,calismiyor,ilkokul,evet,kamu,4
ilkokul,hayir,calismiyor,ilkokul,evet,diger,6
lise,emekli,calismiyor,lise,emekli,calismiyor,1
ortaokul,hayir,calismiyor,lise,evet,kamu,1
universite,evet,kamu,universite,emekli,calismiyor,2
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,3
universite,evet,ozel sektor,universite,evet,kamu,2
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,4
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1
ilkokul,evet,diger,ilkokul,evet,diger,2
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1
universite,evet,kamu,universite,emekli,calismiyor,1
universite,evet,ozel sektor,Null,evet,kamu,0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,3
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,3
lise,emekli,calismiyor,universite,evet,kamu,0
ilkokul,evet,ozel sektor,ilkokul,emekli,calismiyor,2
ilkokul,evet,diger,ilkokul,evet,diger,2
universite,hayir,calismiyor,universite,evet,kamu,2
lise,emekli,calismiyor,lise,emekli,calismiyor,2
universite,hayir,calismiyor,universite,hayir,calismiyor,4
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1
egitimi yok,hayir,calismiyor,ortaokul,emekli,calismiyor,4
lise,hayir,calismiyor,ilkokul,evet,kamu,1
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1
egitimi yok,hayir,calismiyor,lise,evet,ozel sektor,9
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,4
ortaokul,hayir,calismiyor,universite,evet,diger,1
lise,hayir,calismiyor,universite,emekli,calismiyor,1
universite,emekli,calismiyor,universite,emekli,calismiyor,0
Null,evet,kamu,Null,evet,ozel sektor,1
lise,hayir,calismiyor,lise,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ilkokul,evet,diger,2
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,2
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,2
lise,hayir,calismiyor,universite,evet,kamu,1
lise,hayir,calismiyor,lise,emekli,calismiyor,1
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,3
universite,evet,kamu,universite,evet,kamu,1
universite,emekli,calismiyor,universite,emekli,calismiyor,2
lise,hayir,calismiyor,lise,evet,kamu,2
ilkokul,hayir,calismiyor,universite,evet,kamu,3
lise,hayir,calismiyor,universite,evet,kamu,3
lise,hayir,calismiyor,lise,emekli,calismiyor,4
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,1
lise,evet,ozel sektor,universite,evet,ozel sektor,1
lise,hayir,calismiyor,universite,evet,ozel sektor,1
universite,emekli,calismiyor,lise,emekli,calismiyor,1
ilkokul,hayir,calismiyor,ortaokul,evet,diger,1
lise,hayir,calismiyor,universite,emekli,calismiyor,1
universite,evet,kamu,universite,emekli,calismiyor,0
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,4
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,3
ilkokul,evet,ozel sektor,ilkokul,evet,ozel sektor,2
ilkokul,hayir,calismiyor,universite,evet,kamu,4
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,2
universite,evet,kamu,universite,evet,ozel sektor,1
lise,emekli,calismiyor,universite,emekli,calismiyor,2
lise,hayir,calismiyor,lise,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,2
ortaokul,hayir,calismiyor,lise,evet,kamu,2
universite,emekli,calismiyor,ilkokul,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
egitimi yok,hayir,calismiyor,ortaokul,evet,ozel sektor,3
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
egitimi yok,hayir,calismiyor,ilkokul,evet,diger,2
ilkokul,hayir,calismiyor,lise,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ilkokul,evet,diger,1
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,0
Null,evet,kamu,Null,hayir,calismiyor,1
ilkokul,hayir,calismiyor,universite,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,1
lise,hayir,calismiyor,universite,emekli,calismiyor,3
lise,evet,diger,lise,evet,diger,1
universite,evet,kamu,lise,evet,diger,1
ilkokul,hayir,calismiyor,universite,evet,kamu,1
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,5
lise,hayir,calismiyor,universite,evet,kamu,2
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,4
lise,hayir,calismiyor,universite,hayir,calismiyor,1
lise,hayir,calismiyor,universite,emekli,calismiyor,1
universite,evet,ozel sektor,universite,evet,ozel sektor,1
lise,hayir,calismiyor,ortaokul,hayir,calismiyor,2
universite,evet,ozel sektor,ilkokul,hayir,calismiyor,3
ilkokul,hayir,calismiyor,ilkokul,evet,diger,1
lise,hayir,calismiyor,lise,hayir,calismiyor,1
lise,evet,ozel sektor,universite,evet,ozel sektor,4
egitimi yok,hayir,calismiyor,ilkokul,hayir,calismiyor,6
ilkokul,hayir,calismiyor,lise,hayir,calismiyor,4
egitimi yok,hayir,calismiyor,lise,evet,ozel sektor,5
ilkokul,hayir,calismiyor,ortaokul,hayir,calismiyor,1
ortaokul,hayir,calismiyor,ortaokul,hayir,calismiyor,2
lise,hayir,calismiyor,ortaokul,emekli,calismiyor,2
universite,evet,kamu,lise,hayir,calismiyor,1
egitimi yok,hayir,calismiyor,egitimi yok,evet,diger,1
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1
lise,evet,diger,lise,evet,diger,2
ilkokul,hayir,calismiyor,ilkokul,evet,diger,4
lise,emekli,calismiyor,universite,evet,ozel sektor,1
lise,hayir,calismiyor,lise,emekli,calismiyor,1
lise,evet,diger,universite,evet,diger,1
universite,emekli,calismiyor,universite,evet,kamu,1
ortaokul,hayir,calismiyor,lise,evet,ozel sektor,2
ilkokul,evet,ozel sektor,egitimi yok,emekli,calismiyor,2
egitimi yok,evet,ozel sektor,universite,emekli,calismiyor,2
ortaokul,hayir,calismiyor,universite,emekli,calismiyor,5
ortaokul,evet,ozel sektor,lise,emekli,calismiyor,1
ilkokul,evet,diger,lise,evet,diger,2
universite,hayir,calismiyor,universite,evet,diger,1
Null,emekli,calismiyor,Null,evet,kamu,5
universite,hayir,calismiyor,universite,evet,ozel sektor,1
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2
lise,hayir,calismiyor,universite,evet,kamu,2
lise,hayir,calismiyor,ilkokul,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,6
universite,evet,kamu,universite,evet,diger,1
universite,evet,kamu,lise,evet,ozel sektor,1
universite,evet,kamu,universite,evet,kamu,2
lise,hayir,calismiyor,universite,emekli,calismiyor,2
egitimi yok,hayir,ozel sektor,egitimi yok,evet,ozel sektor,6
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ortaokul,emekli,calismiyor,3
egitimi yok,hayir,calismiyor,ilkokul,emekli,calismiyor,1
ilkokul,evet,diger,ortaokul,hayir,calismiyor,2
ilkokul,hayir,calismiyor,ilkokul,evet,diger,2
universite,evet,kamu,universite,evet,kamu,1
egitimi yok,hayir,calismiyor,ilkokul,evet,ozel sektor,5
universite,evet,kamu,Null,emekli,calismiyor,1
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,2
ortaokul,hayir,calismiyor,lise,emekli,calismiyor,1
lise,hayir,calismiyor,lise,emekli,calismiyor,2
ortaokul,hayir,calismiyor,universite,emekli,calismiyor,9
lise,hayir,calismiyor,universite,evet,ozel sektor,1
Null,evet,kamu,universite,evet,kamu,0
lise,emekli,calismiyor,universite,emekli,calismiyor,2
ilkokul,hayir,calismiyor,ortaokul,evet,ozel sektor,2
lise,hayir,calismiyor,lise,emekli,calismiyor,1
lise,hayir,calismiyor,universite,evet,diger,0
ilkokul,hayir,calismiyor,lise,emekli,calismiyor,1
Null,evet,ozel sektor,universite,emekli,calismiyor,2
universite,evet,kamu,universite,emekli,calismiyor,4
universite,evet,ozel sektor,universite,evet,ozel sektor,3
universite,evet,kamu,universite,emekli,calismiyor,1
ortaokul,evet,ozel sektor,universite,hayir,calismiyor,2
universite,evet,kamu,universite,evet,kamu,2
ilkokul,hayir,calismiyor,lise,evet,kamu,2
ortaokul,hayir,calismiyor,universite,emekli,ozel sektor,1
ortaokul,hayir,calismiyor,lise,evet,kamu,1
ilkokul,hayir,calismiyor,ilkokul,emekli,calismiyor,1
lise,hayir,calismiyor,ortaokul,evet,ozel sektor,3
ilkokul,evet,ozel sektor,lise,hayir,calismiyor,3
universite,evet,kamu,universite,evet,kamu,1
lise,hayir,calismiyor,lise,emekli,calismiyor,1
ilkokul,hayir,calismiyor,lise,evet,kamu,3
ortaokul,hayir,calismiyor,ilkokul,evet,ozel sektor,1
ilkokul,hayir,calismiyor,ilkokul,evet,ozel sektor,3
lise,hayir,calismiyor,lise,Null,calismiyor,1
universite,evet,kamu,universite,evet,kamu,2
universite,evet,kamu,universite,evet,kamu,1
lise,hayir,calismiyor,universite,hayir,calismiyor,1
universite,evet,kamu,universite,evet,kamu,1
lise,emekli,calismiyor,universite,evet,kamu,1
lise,hayir,calismiyor,ilkokul,emekli,calismiyor,5
ilkokul,hayir,calismiyor,ilkokul,hayir,calismiyor,1
