Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
erkek,1992/07/21,trabzon,trabzon
erkek,1996/08/31,manisa,manisa
erkek,1995/04/26,istanbul,istanbul
kadin,1996/02/01,Null,Null
erkek,1994/02/01,kutahya,eskisehir
kadin,1995/01/09,ankara,ankara
erkek,1991/03/08,manisa,istanbul
kadin,1996/08/12,ankara,ankara
erkek,1993/12/28,kocaeli,istanbul
erkek,1993/09/10,istanbul,erzincan
kadin,1995/07/19,Null,ankara
kadin,1996/06/12,gaziantep,gaziantep
kadin,1996/08/09,izmir,izmir
erkek,1994/10/01,hatay,antalya
erkek,1992/02/11,izmir,izmir
erkek,1994/01/18,izmir,aydin
erkek,1992/06/11,ankara,ankara
erkek,1991/10/04,malatya,Null
kadin,1996/01/01,karaman,karaman
kadin,1995/07/25,istanbul,istanbul
erkek,1992/01/13,sanliurfa,isparta
erkek,1993/10/17,rize,istanbul
erkek,1995/12/11,konya,istanbul
kadin,1995/02/02,diyarbakir,konya
kadin,1994/04/09,malatya,kocaeli
erkek,1996/01/01,kars,kars
erkek,1993/11/15,siirt,siirt
erkek,1994/10/12,hatay,hatay
kadin,1995/09/25,tekirdag,tekirdag
erkek,1994/01/11,hakkari,hakkari
erkek,1994/06/18,konya,kocaeli
erkek,1994/01/01,igdir,samsun
kadin,1995/01/01,sanliurfa,izmir
kadin,1995/02/04,antalya,antalya
kadin,1994/02/09,burdur,burdur
erkek,1994/12/23,samsun,kocaeli
erkek,1995/12/31,istanbul,istanbul
kadin,1993/01/01,batman,hakkari
erkek,1995/09/07,hatay,izmir
erkek,1995/01/15,gaziantep,gaziantep
kadin,1995/07/15,Null,Null
erkek,1991/01/15,bitlis,ankara
erkek,1994/07/28,mus,agri
kadin,1995/03/27,Null,Null
kadin,1995/05/15,edirne,aydin
kadin,1994/08/11,kayseri,istanbul
erkek,1994/02/01,sirnak,antalya
kadin,1996/10/09,hatay,erzurum
kadin,1995/12/29,kilis,gaziantep
erkek,1992/07/13,izmir,izmir
erkek,1995/06/14,bingol,istanbul
erkek,1995/09/05,mardin,bingol
kadin,1996/06/28,samsun,kocaeli
kadin,1996/06/10,erzurum,manisa
erkek,1993/05/20,van,tekirdag
erkek,1994/10/24,van,van
kadin,1995/04/27,isparta,isparta
kadin,1992/03/11,sanliurfa,sanliurfa
kadin,1993/06/09,ankara,ankara
erkek,1994/01/01,van,van
kadin,1996/03/31,karabuk,kastamonu
kadin,1996/06/30,mersin,mersin
kadin,1995/03/14,tunceli,tunceli
erkek,1996/01/01,batman,batman
kadin,1995/01/11,corum,ankara
erkek,1994/01/12,kastamonu,kastamonu
erkek,1994/06/01,adiyaman,bursa
kadin,1996/08/15,hakkari,hakkari
kadin,1994/03/15,izmir,izmir
kadin,1994/02/04,adana,adana
erkek,1995/06/18,sakarya,istanbul
erkek,1993/02/27,Null,istanbul
kadin,1995/04/28,mersin,mersin
erkek,1995/04/16,aydin,aydin
erkek,1994/11/11,erzurum,adana
kadin,1995/05/26,burdur,burdur
kadin,1996/08/03,istanbul,kirikkale
kadin,1996/01/01,van,van
kadin,1995/03/15,burdur,bitlis
erkek,1996/11/12,mus,istanbul
erkek,1993/08/16,adiyaman,hatay
kadin,1994/09/08,balikesir,izmir
kadin,1992/05/27,sivas,istanbul
erkek,1993/11/21,istanbul,istanbul
kadin,1994/01/10,mardin,zonguldak
erkek,1991/10/10,izmir,aydin
erkek,1993/01/10,istanbul,istanbul
erkek,1992/09/25,izmir,izmir
kadin,1990/06/22,izmir,izmir
erkek,1994/03/27,diyarbakir,diyarbakir
erkek,1996/11/15,Null,manisa
kadin,1990/03/03,batman,adana
erkek,1995/09/29,balikesir,balikesir
erkek,1996/02/06,ardahan,istanbul
kadin,1994/08/07,adana,adana
kadin,1996/06/08,aksaray,kocaeli
kadin,1990/11/05,kutahya,kutahya
erkek,1996/02/13,burdur,burdur
erkek,1993/06/11,van,van
erkek,1992/05/23,isparta,antalya
kadin,1994/03/04,trabzon,istanbul
erkek,1994/01/01,kayseri,kayseri
erkek,1993/01/01,Null,bingol
kadin,1994/08/26,adiyaman,gaziantep
kadin,1994/12/15,adana,adana
erkek,1993/01/01,denizli,denizli
erkek,1995/08/25,sivas,samsun
erkek,1993/09/15,adana,izmir
erkek,1995/09/25,adana,mardin
erkek,1995/03/21,sanliurfa,bursa
kadin,1994/07/20,adiyaman,elazig
kadin,1994/02/14,canakkale,canakkale
kadin,1995/06/12,izmir,izmir
kadin,1997/01/01,istanbul,istanbul
kadin,1995/09/28,sanliurfa,sivas
erkek,1994/02/01,istanbul,istanbul
kadin,1996/02/16,yozgat,sivas
kadin,1994/11/05,istanbul,Null
erkek,1991/10/20,tokat,istanbul
kadin,1993/09/15,antalya,antalya
erkek,1995/02/25,bingol,sakarya
kadin,1996/12/14,ordu,ordu
erkek,1995/06/01,mersin,mersin
erkek,1996/07/05,tokat,bursa
erkek,1994/08/24,konya,istanbul
erkek,1993/10/12,izmir,izmir
kadin,1990/12/21,malatya,balikesir
kadin,1995/08/05,manisa,istanbul
erkek,1994/07/20,adiyaman,adiyaman
erkek,1995/02/02,adana,mersin
kadin,1995/11/27,istanbul,istanbul
kadin,1995/01/01,duzce,kirklareli
erkek,1994/04/23,konya,konya
erkek,1996/05/14,tokat,antalya
erkek,1996/11/18,izmir,denizli
kadin,1996/11/11,kayseri,isparta
kadin,1994/02/19,bolu,sakarya
erkek,1996/07/11,mus,kocaeli
erkek,1995/02/17,trabzon,trabzon
erkek,1995/07/05,istanbul,istanbul
erkek,1995/10/19,diyarbakir,diyarbakir
erkek,1995/04/17,tekirdag,istanbul
erkek,1996/02/20,gaziantep,gaziantep
erkek,1995/01/25,istanbul,istanbul
erkek,1992/09/22,sanliurfa,gaziantep
kadin,1996/03/11,canakkale,ankara
erkek,1992/07/26,batman,kirsehir
erkek,1993/10/17,Null,samsun
kadin,1994/01/15,kastamonu,tekirdag
erkek,1994/09/13,kutahya,istanbul
kadin,1996/11/24,antalya,eskisehir
erkek,1995/10/21,sanliurfa,sanliurfa
erkek,1995/01/07,osmaniye,osmaniye
erkek,1993/10/17,osmaniye,konya
erkek,1993/09/20,hatay,antalya
erkek,1990/12/14,siirt,batman
erkek,1995/10/05,adana,adana
erkek,1993/09/18,karabuk,kocaeli
kadin,1996/04/05,istanbul,istanbul
erkek,1995/09/19,hatay,istanbul
kadin,1995/02/21,ankara,ankara
kadin,1996/01/18,mus,kastamonu
erkek,1992/06/14,istanbul,istanbul
kadin,1994/08/20,ankara,gumushane
erkek,1990/01/01,diyarbakir,antalya
erkek,1993/10/10,diyarbakir,mugla
kadin,1997/02/07,adana,adana
kadin,1993/11/18,kayseri,kayseri
kadin,1994/06/20,ankara,ankara
erkek,1994/12/26,zonguldak,istanbul
erkek,1996/02/22,istanbul,istanbul
erkek,1994/02/25,istanbul,istanbul
kadin,1997/08/19,kastamonu,kirklareli
erkek,1995/05/15,mardin,mardin
erkek,1991/12/27,adana,adana
erkek,1995/01/01,kars,aksaray
erkek,1993/09/16,Null,gaziantep
kadin,1993/07/16,rize,bursa
kadin,1996/07/19,konya,istanbul
erkek,1996/07/31,istanbul,edirne
erkek,1994/06/20,zonguldak,bursa
erkek,1990/06/17,aydin,aydin
kadin,1990/07/17,batman,karabuk
erkek,1993/08/16,istanbul,tekirdag
kadin,1997/01/01,bursa,bursa
kadin,1996/08/30,istanbul,istanbul
kadin,1996/08/01,osmaniye,gaziantep
kadin,1990/10/27,yozgat,yozgat
kadin,1993/05/19,canakkale,canakkale
erkek,1996/01/05,diyarbakir,batman
kadin,1994/05/20,antalya,nigde
erkek,1995/07/16,amasya,ankara
erkek,1994/04/03,istanbul,istanbul
erkek,1994/04/24,adana,adana
kadin,1993/01/20,Null,Null
erkek,1995/08/28,mersin,mersin
kadin,1994/11/26,nigde,nigde
erkek,1993/04/28,diyarbakir,duzce
kadin,1993/10/05,agri,manisa
kadin,1994/01/12,antalya,antalya
kadin,1995/07/11,istanbul,istanbul
erkek,1994/03/05,sanliurfa,izmir
erkek,1994/02/24,kayseri,kayseri
erkek,1994/04/22,istanbul,istanbul
erkek,1996/08/27,kars,karabuk
erkek,1996/06/19,istanbul,edirne
kadin,1994/08/24,trabzon,trabzon
kadin,1995/07/06,mardin,ordu
kadin,1995/03/08,mersin,mersin
kadin,1995/01/16,istanbul,istanbul
erkek,1993/02/20,ordu,istanbul
erkek,1993/06/02,manisa,izmir
erkek,1996/08/28,artvin,artvin
kadin,1995/04/25,hatay,hatay
erkek,1990/09/10,agri,agri
erkek,1998/01/20,erzurum,istanbul
kadin,1994/01/13,istanbul,igdir
erkek,1995/06/21,istanbul,istanbul
erkek,1994/10/04,istanbul,istanbul
kadin,1996/01/02,konya,mersin
erkek,1993/10/12,ankara,ankara
erkek,1996/11/13,istanbul,istanbul
kadin,1996/06/11,gaziantep,canakkale
erkek,1994/08/25,sanliurfa,eskisehir
erkek,1995/07/15,istanbul,istanbul
kadin,1994/11/30,istanbul,erzincan
erkek,1994/04/20,van,istanbul
kadin,1996/05/15,ankara,kastamonu
erkek,1995/10/16,igdir,igdir
erkek,1994/01/01,denizli,izmir
kadin,1996/08/29,canakkale,izmir
kadin,1996/07/25,hakkari,denizli
erkek,1995/11/19,ankara,ankara
erkek,1993/06/17,bursa,bursa
kadin,1993/07/24,adana,adana
erkek,1995/03/23,rize,kocaeli
erkek,1992/05/26,kirikkale,istanbul
erkek,1994/08/05,ankara,ankara
erkek,1991/09/03,elazig,istanbul
kadin,1996/09/26,duzce,istanbul
kadin,1994/04/21,kayseri,kayseri
kadin,1995/01/31,Null,gumushane
kadin,1996/04/07,istanbul,istanbul
erkek,1994/12/25,istanbul,istanbul
erkek,1994/11/30,kirklareli,istanbul
erkek,1995/09/05,izmir,istanbul
kadin,1995/01/10,adana,adana
kadin,1996/03/06,istanbul,kayseri
erkek,1995/04/05,isparta,Null
kadin,1992/04/01,elazig,izmir
kadin,1995/08/11,malatya,malatya
erkek,1990/01/01,Null,Null
erkek,1993/02/11,manisa,izmir
kadin,1990/01/01,adana,adana
kadin,1993/02/05,sanliurfa,isparta
erkek,1995/07/26,kocaeli,istanbul
kadin,1993/09/07,sivas,istanbul
kadin,1995/08/09,aydin,aydin
erkek,1996/06/05,samsun,samsun
erkek,1995/05/11,batman,istanbul
erkek,1996/07/09,hatay,denizli
kadin,1995/04/03,istanbul,istanbul
erkek,1993/04/01,bingol,istanbul
kadin,1996/10/10,istanbul,istanbul
kadin,1996/03/26,ankara,ankara
erkek,1996/01/01,kirsehir,istanbul
erkek,1995/03/30,yozgat,manisa
erkek,1996/07/01,corum,corum
kadin,1992/04/08,siirt,istanbul
kadin,1996/04/02,ankara,ankara
kadin,1995/03/16,ankara,ankara
kadin,1995/07/28,ankara,ankara
erkek,1993/10/20,amasya,amasya
kadin,1996/08/26,balikesir,balikesir
erkek,1996/05/24,denizli,denizli
erkek,1996/03/01,nigde,karabuk
erkek,1996/01/12,diyarbakir,diyarbakir
kadin,1996/01/01,nigde,eskisehir
kadin,1995/07/10,sanliurfa,mersin
kadin,1995/06/22,izmir,izmir
kadin,1995/09/17,kayseri,kayseri
kadin,1996/04/29,istanbul,istanbul
kadin,1993/06/05,kayseri,kayseri
erkek,1995/05/15,yozgat,ankara
kadin,1995/03/14,istanbul,trabzon
kadin,1995/11/30,eskisehir,konya
erkek,1995/03/20,osmaniye,osmaniye
kadin,1995/02/15,mersin,mersin
erkek,1994/04/01,aydin,aydin
kadin,1995/12/19,kirsehir,kirsehir
erkek,1991/10/07,istanbul,istanbul
kadin,1993/08/20,mersin,eskisehir
kadin,1995/08/08,kayseri,kayseri
kadin,1994/02/24,istanbul,istanbul
erkek,1991/01/01,diyarbakir,canakkale
kadin,1997/01/16,ankara,ankara
kadin,1993/07/20,ankara,ankara
erkek,1994/03/05,elazig,elazig
kadin,1994/01/25,diyarbakir,ankara
erkek,1993/06/06,samsun,isparta
kadin,1993/01/15,kayseri,kayseri
erkek,1994/06/05,sivas,konya
erkek,1992/01/10,mardin,mardin
erkek,1996/03/11,Null,sakarya
kadin,1995/10/15,yozgat,ankara
kadin,1996/12/25,kirikkale,kirikkale
erkek,1996/06/12,erzurum,konya
kadin,1990/01/01,amasya,adiyaman
kadin,1996/09/06,Null,Null
erkek,1996/07/09,mardin,mardin
kadin,1994/08/26,batman,batman
kadin,1995/07/01,igdir,karabuk
kadin,1995/02/05,tunceli,tunceli
kadin,1995/04/01,ordu,ordu
kadin,1995/02/16,kirsehir,kirsehir
kadin,1996/05/05,konya,konya
kadin,1996/09/23,aydin,konya
erkek,1994/04/23,Null,Null
erkek,1990/02/05,Null,antalya
erkek,1994/09/24,Null,tekirdag
kadin,1994/05/05,eskisehir,ankara
erkek,1995/08/27,sanliurfa,gaziantep
erkek,1993/02/03,aydin,izmir
erkek,1995/10/24,erzurum,bursa
erkek,1995/01/16,istanbul,istanbul
kadin,1993/04/27,kayseri,istanbul
kadin,1995/10/10,samsun,izmir
kadin,1990/12/23,sivas,ankara
kadin,1994/04/25,bursa,bursa
kadin,1991/08/28,istanbul,istanbul
erkek,1994/02/08,kocaeli,kocaeli
kadin,1994/10/28,sakarya,sakarya
erkek,1994/10/11,istanbul,istanbul
kadin,1996/04/18,antalya,antalya
erkek,1995/04/24,yozgat,yozgat
kadin,1993/03/10,istanbul,canakkale
erkek,1996/06/14,karabuk,mugla
erkek,1992/09/11,van,van
erkek,1995/01/31,agri,trabzon
erkek,1993/09/15,sivas,sivas
erkek,1996/12/13,manisa,istanbul
kadin,1995/03/03,mardin,sanliurfa
kadin,1995/10/01,istanbul,izmir
erkek,1995/08/28,erzurum,istanbul
erkek,1994/09/01,kayseri,ankara
erkek,1992/06/30,sinop,eskisehir
erkek,1994/04/10,trabzon,ankara
erkek,1994/02/17,kayseri,ankara
erkek,1994/06/13,samsun,kayseri
erkek,1991/10/26,trabzon,istanbul
erkek,1996/01/27,izmir,bursa
erkek,1995/03/10,hakkari,istanbul
erkek,1994/01/19,izmir,izmir
erkek,1995/02/22,van,istanbul
erkek,1993/10/31,balikesir,istanbul
erkek,1994/10/11,batman,batman
erkek,1993/01/16,antalya,istanbul
erkek,1990/01/01,manisa,istanbul
erkek,1990/08/01,kirikkale,ankara
erkek,1996/01/15,siirt,bursa
erkek,1991/06/14,konya,konya
erkek,1993/05/17,konya,isparta
erkek,1992/01/16,Null,ankara
erkek,1993/08/01,mardin,bursa
erkek,1993/05/11,duzce,ankara
erkek,1995/08/21,karabuk,istanbul
erkek,1996/04/11,balikesir,balikesir
erkek,1991/02/25,eskisehir,eskisehir
erkek,1990/10/28,nigde,konya
erkek,1992/01/16,sakarya,sakarya
erkek,1992/03/24,van,ankara
erkek,1994/06/05,kastamonu,kocaeli
erkek,1993/07/05,istanbul,istanbul
erkek,1996/04/04,hatay,denizli
erkek,1994/07/27,istanbul,Null
erkek,1995/06/21,kastamonu,samsun
erkek,1992/06/19,konya,istanbul
erkek,1996/09/22,istanbul,istanbul
erkek,1995/01/01,konya,konya
erkek,1992/04/25,mus,elazig
erkek,1994/08/24,mardin,van
erkek,1993/10/03,bursa,istanbul
erkek,1993/08/15,adiyaman,istanbul
erkek,1994/04/10,samsun,kocaeli
erkek,1994/03/28,usak,van
erkek,1995/06/02,agri,istanbul
erkek,1996/08/19,hatay,canakkale
erkek,1994/09/26,gaziantep,istanbul
erkek,1993/01/05,konya,konya
erkek,1994/08/17,hatay,izmir
erkek,1994/01/31,Null,erzurum
erkek,1996/01/20,isparta,istanbul
erkek,1994/10/17,istanbul,sakarya
erkek,1995/03/05,istanbul,istanbul
erkek,1996/08/31,adiyaman,adiyaman
erkek,1995/02/21,kayseri,kayseri
erkek,1995/08/17,kayseri,kayseri
erkek,1996/05/17,tokat,istanbul
erkek,1995/05/05,sirnak,bolu
erkek,1995/11/13,hatay,hatay
erkek,1991/03/01,mardin,manisa
erkek,1995/06/01,ankara,karabuk
erkek,1994/10/20,agri,istanbul
erkek,1994/10/20,manisa,denizli
erkek,1993/01/02,antalya,antalya
erkek,1993/07/01,hakkari,edirne
erkek,1992/02/26,rize,ankara
erkek,1994/04/21,izmir,ankara
erkek,1996/03/11,denizli,cankiri
erkek,1996/06/20,konya,konya
erkek,1991/09/08,diyarbakir,diyarbakir
erkek,1994/09/01,van,antalya
erkek,1994/11/24,batman,kirikkale
erkek,1993/08/15,yozgat,istanbul
erkek,1993/05/15,elazig,kirikkale
erkek,1996/04/16,gumushane,denizli
erkek,1996/02/21,istanbul,istanbul
erkek,1996/02/01,mersin,mersin
erkek,1990/01/11,siirt,siirt
erkek,1993/08/24,samsun,samsun
erkek,1994/04/24,sanliurfa,gaziantep
erkek,1994/05/12,sirnak,tunceli
erkek,1995/02/21,bursa,bursa
erkek,1996/02/28,bolu,bolu
erkek,1994/10/05,ordu,edirne
erkek,1994/10/13,istanbul,istanbul
erkek,1994/11/17,sivas,sivas
erkek,1993/02/11,rize,erzurum
erkek,1993/01/12,mardin,istanbul
erkek,1993/01/27,bursa,bursa
erkek,1995/06/11,hatay,hatay
erkek,1991/10/10,van,van
erkek,1996/06/01,mus,istanbul
erkek,1994/01/12,mardin,edirne
erkek,1994/12/18,samsun,samsun
erkek,1993/07/15,adiyaman,adiyaman
erkek,1991/11/12,adiyaman,malatya
erkek,1992/12/28,kirsehir,ankara
erkek,1993/06/23,corum,ankara
erkek,1994/01/11,samsun,bayburt
erkek,1995/07/01,Null,elazig
erkek,1994/11/15,hatay,hatay
erkek,1994/04/18,Null,elazig
erkek,1996/01/12,agri,agri
erkek,1995/04/17,ardahan,istanbul
erkek,1992/12/30,hatay,antalya
erkek,1992/10/05,van,van
erkek,1994/11/11,bursa,istanbul
erkek,1993/07/04,bursa,bursa
erkek,1995/02/19,hatay,istanbul
kadin,1995/10/15,amasya,amasya
erkek,1994/04/13,van,kocaeli
erkek,1994/10/11,hatay,hatay
erkek,1994/09/09,sirnak,denizli
erkek,1991/09/05,sanliurfa,sanliurfa
erkek,1990/08/20,bursa,balikesir
erkek,1996/10/01,bursa,bursa
erkek,1994/03/03,erzurum,malatya
erkek,1993/12/20,adana,adana
erkek,1992/08/06,hatay,adana
erkek,1994/04/01,istanbul,giresun
erkek,1995/04/25,antalya,antalya
erkek,1991/11/15,sanliurfa,yalova
erkek,1993/04/16,aydin,canakkale
erkek,1992/03/06,aydin,kocaeli
erkek,1995/02/01,giresun,giresun
erkek,1996/02/05,bursa,antalya
erkek,1991/02/15,mardin,amasya
erkek,1995/01/01,denizli,denizli
erkek,1993/10/21,izmir,ankara
erkek,1995/04/10,izmir,aydin
erkek,1992/12/28,bursa,bursa
erkek,1995/07/30,duzce,bursa
erkek,1996/05/15,agri,van
erkek,1994/04/20,istanbul,istanbul
erkek,1992/01/20,osmaniye,osmaniye
erkek,1993/07/12,trabzon,erzurum
erkek,1994/12/05,konya,konya
erkek,1994/10/10,istanbul,bursa
erkek,1991/09/28,istanbul,istanbul
erkek,1994/09/11,ankara,ankara
erkek,1993/01/01,mardin,mardin
erkek,1994/08/20,tokat,istanbul
erkek,1994/05/26,samsun,diyarbakir
erkek,1993/09/15,istanbul,istanbul
erkek,1995/06/07,mugla,izmir
erkek,1992/01/13,sanliurfa,gaziantep
erkek,1993/11/11,istanbul,istanbul
erkek,1996/11/28,igdir,igdir
erkek,1998/11/15,mersin,diyarbakir
erkek,1990/01/01,istanbul,istanbul
erkek,1993/01/17,manisa,manisa
erkek,1993/09/01,gaziantep,gaziantep
erkek,1994/08/10,mardin,bingol
erkek,1991/06/05,malatya,istanbul
kadin,1995/06/01,batman,Null
erkek,1994/08/27,agri,agri
erkek,1990/07/06,hakkari,hakkari
erkek,1996/03/31,balikesir,giresun
erkek,1993/04/25,istanbul,istanbul
erkek,1991/12/20,adiyaman,gumushane
erkek,1993/09/08,bursa,bursa
erkek,1993/02/14,istanbul,istanbul
erkek,1995/01/01,bitlis,eskisehir
erkek,1994/12/12,bingol,bingol
erkek,1996/06/18,istanbul,bursa
erkek,1995/01/05,konya,konya
erkek,1995/06/25,bursa,bursa
erkek,1994/07/16,istanbul,bursa
erkek,1995/01/01,mersin,istanbul
erkek,1994/01/25,van,mersin
erkek,1993/04/07,bingol,bingol
erkek,1993/09/15,ankara,konya
erkek,1993/08/10,batman,bursa
erkek,1992/06/09,canakkale,canakkale
erkek,1993/02/12,istanbul,istanbul
erkek,1995/01/15,izmir,canakkale
erkek,1996/02/17,corum,corum
erkek,1992/07/03,mardin,istanbul
erkek,1995/08/22,konya,istanbul
erkek,1994/07/05,siirt,istanbul
erkek,1995/06/13,istanbul,istanbul
erkek,1995/09/01,kocaeli,bursa
erkek,1992/08/01,sirnak,sanliurfa
erkek,1997/05/25,kars,izmir
erkek,1995/06/17,izmir,izmir
erkek,1994/01/05,bingol,istanbul
erkek,1992/06/12,batman,tunceli
erkek,1996/07/02,hatay,denizli
erkek,1997/02/11,kocaeli,kocaeli
erkek,1993/06/06,bursa,bursa
erkek,1995/04/04,istanbul,bursa
erkek,1996/08/11,eskisehir,denizli
erkek,1992/04/21,ankara,ankara
erkek,1996/10/01,mardin,tekirdag
erkek,1993/04/08,kutahya,ankara
erkek,1994/09/03,van,hakkari
erkek,1993/01/05,van,istanbul
erkek,1995/08/12,kutahya,kutahya
erkek,1992/02/05,kastamonu,karabuk
erkek,1992/02/07,gaziantep,gaziantep
erkek,1994/09/11,bitlis,istanbul
erkek,1994/10/05,izmir,izmir
erkek,1996/08/29,istanbul,istanbul
erkek,1994/11/28,istanbul,bursa
erkek,1994/02/02,istanbul,istanbul
erkek,1995/02/26,malatya,trabzon
erkek,1995/04/11,adana,adana
erkek,1995/09/25,konya,balikesir
erkek,1996/05/11,izmir,kayseri
erkek,1995/07/05,hatay,hatay
erkek,1996/06/07,burdur,konya
erkek,1994/04/04,batman,batman
erkek,1998/01/11,van,van
erkek,1994/04/19,malatya,malatya
erkek,1995/08/20,aksaray,aksaray
erkek,1994/05/13,samsun,antalya
erkek,1995/04/24,konya,konya
erkek,1994/06/05,hatay,hatay
erkek,1996/08/19,kutahya,konya
erkek,1994/10/05,istanbul,istanbul
erkek,1993/08/13,adiyaman,antalya
erkek,1991/01/20,sirnak,sirnak
erkek,1995/07/26,agri,kocaeli
erkek,1994/09/11,hatay,hatay
erkek,1994/04/30,konya,konya
erkek,1995/02/11,yozgat,balikesir
erkek,1996/01/16,balikesir,konya
erkek,1992/12/12,konya,konya
erkek,1995/02/15,bitlis,istanbul
erkek,1996/02/23,diyarbakir,diyarbakir
erkek,1994/10/05,konya,konya
erkek,1997/05/25,adana,adana
erkek,1993/08/02,batman,batman
erkek,1995/10/10,van,van
erkek,1995/09/05,kayseri,kayseri
erkek,1994/08/01,antalya,antalya
erkek,1995/09/02,adana,adana
erkek,1995/01/13,istanbul,antalya
erkek,1992/02/01,diyarbakir,adiyaman
erkek,1996/06/04,tokat,edirne
erkek,1996/10/08,giresun,kocaeli
erkek,1994/06/14,osmaniye,adana
erkek,1995/05/19,karaman,ankara
erkek,1994/05/05,sirnak,ankara
erkek,1996/10/22,adana,mersin
erkek,1994/01/11,trabzon,giresun
erkek,1992/07/05,samsun,izmir
erkek,1994/06/27,kocaeli,istanbul
erkek,1996/01/11,mardin,izmir
erkek,1993/06/21,tokat,sakarya
erkek,1995/08/31,izmir,malatya
erkek,1993/04/12,istanbul,istanbul
erkek,1993/08/21,adiyaman,mersin
erkek,1992/12/25,kayseri,kayseri
erkek,1995/01/15,mardin,istanbul
erkek,1992/03/31,izmir,ankara
erkek,1992/07/22,siirt,batman
erkek,1995/10/12,istanbul,kocaeli
erkek,1993/11/27,kirsehir,kirikkale
erkek,1995/01/03,ankara,ankara
erkek,1994/02/28,istanbul,konya
erkek,1994/01/01,ordu,ordu
erkek,1996/10/25,hatay,hatay
erkek,1990/10/27,adana,izmir
erkek,1994/03/22,kayseri,ankara
erkek,1994/08/08,konya,konya
erkek,1996/08/03,kayseri,istanbul
erkek,1995/03/14,trabzon,istanbul
erkek,1993/02/20,sivas,istanbul
erkek,1992/01/14,istanbul,kirklareli
erkek,1992/10/23,adana,erzurum
erkek,1993/04/18,osmaniye,istanbul
erkek,1994/06/12,izmir,bursa
erkek,1994/09/25,ankara,istanbul
erkek,1991/04/11,antalya,istanbul
erkek,1996/01/26,istanbul,istanbul
erkek,1994/01/19,elazig,kutahya
erkek,1994/01/25,sanliurfa,gaziantep
erkek,1992/01/12,diyarbakir,mersin
erkek,1991/02/13,gaziantep,istanbul
erkek,1996/08/25,sanliurfa,ankara
erkek,1995/08/12,balikesir,ankara
erkek,1992/03/04,hatay,hatay
erkek,1992/10/05,agri,van
erkek,1992/08/20,mersin,ankara
erkek,1994/01/26,gaziantep,gaziantep
erkek,1995/01/01,gaziantep,gaziantep
erkek,1994/06/25,istanbul,istanbul
erkek,1997/09/25,ankara,ankara
erkek,1993/08/22,adana,adana
erkek,1994/12/22,erzurum,sakarya
erkek,1991/01/15,bolu,duzce
erkek,1995/07/11,istanbul,istanbul
erkek,1993/10/28,adiyaman,malatya
erkek,1993/08/11,tokat,tokat
erkek,1997/01/01,giresun,rize
erkek,1992/02/11,balikesir,balikesir
erkek,1994/07/12,hatay,karabuk
erkek,1993/09/06,antalya,konya
erkek,1993/06/05,zonguldak,isparta
erkek,1996/11/20,kutahya,manisa
erkek,1994/01/01,Null,Null
erkek,1997/04/18,agri,agri
erkek,1993/11/24,ordu,ankara
erkek,1991/01/06,diyarbakir,erzincan
erkek,1995/01/07,nevsehir,konya
erkek,1993/08/21,mardin,mardin
erkek,1996/02/05,gaziantep,rize
erkek,1996/08/16,Null,konya
erkek,1994/02/01,mus,nigde
erkek,1994/03/14,mersin,hatay
erkek,1994/06/30,istanbul,istanbul
erkek,1997/01/25,agri,agri
erkek,1995/02/12,trabzon,trabzon
erkek,1996/08/20,izmir,bursa
erkek,1995/03/04,adiyaman,adiyaman
erkek,1994/11/20,kars,kars
erkek,1995/09/09,gaziantep,istanbul
erkek,1995/09/01,aksaray,aksaray
erkek,1992/02/05,kayseri,Null
erkek,1994/06/23,adiyaman,ankara
erkek,1994/03/10,siirt,kirikkale
erkek,1994/04/24,konya,konya
erkek,1994/05/22,aydin,izmir
erkek,1996/05/05,aydin,ankara
erkek,1994/08/06,giresun,istanbul
erkek,1994/05/18,istanbul,balikesir
erkek,1993/09/01,diyarbakir,istanbul
erkek,1995/12/05,aksaray,aksaray
erkek,1993/06/12,kayseri,kayseri
erkek,1993/03/03,hatay,samsun
erkek,1993/03/07,agri,agri
erkek,1992/07/05,konya,konya
erkek,1996/01/14,istanbul,balikesir
erkek,1993/10/10,kocaeli,kocaeli
erkek,1994/10/30,sanliurfa,antalya
erkek,1992/01/01,ankara,ankara
erkek,1994/03/09,adana,Null
erkek,1995/07/26,malatya,tekirdag
erkek,1994/04/04,mardin,mugla
erkek,1997/01/11,mardin,antalya
erkek,1993/08/11,adiyaman,adiyaman
erkek,1994/01/10,adana,izmir
erkek,1990/09/20,balikesir,canakkale
erkek,1996/05/30,adana,ankara
erkek,1994/05/18,istanbul,rize
erkek,1994/03/12,karabuk,kocaeli
erkek,1994/12/05,sakarya,sakarya
erkek,1995/02/18,zonguldak,bursa
erkek,1994/04/30,samsun,samsun
erkek,1994/07/02,nigde,nigde
erkek,1996/12/29,ordu,bursa
erkek,1994/07/11,ankara,ankara
erkek,1991/01/01,gaziantep,gaziantep
erkek,1993/11/26,mardin,adiyaman
erkek,1995/05/20,ankara,ankara
erkek,1996/05/14,adana,adana
erkek,1992/12/23,adana,bursa
erkek,1996/01/25,van,edirne
erkek,1996/07/11,giresun,bursa
erkek,1995/03/03,sanliurfa,kars
erkek,1990/01/15,hatay,kocaeli
erkek,1992/11/28,erzincan,erzincan
