Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Turu,Lise Bolumu,Lise Bolum Diger,Lise Mezuniyet Notu,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
sosyoloji,2,3.0-3.5,0,kadir has anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,Null,Null
elektronik ve haberlesme muhendisligi,Null,3.0-3.5,0,izmir fen lisesi,Null,izmir,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve finans ingilizce,3,0.0-2.5,0,bursa degistir,imkb gursu anadolu lisesi,bursa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
genetics and bioengineering,2,3.0-3.5,0,yusuf kalkavan anadolu lisesi,Null,mersin,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
hukuk fakultesi,3,2.5-3.0,0,samanyolu egitim kurumlari,Null,ankara,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
psikoloji,3,3.0-3.5,0,nazilli anadolu ogretmen lisesi,Null,aydin,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,2,0.0-2.5,0,Null,afyonkarahisar suleyman demirel fen lisesi,Null,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ekonomi,1,Null,0,ataturk lisesi,Null,antalya,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,hazirlik,3.0-4.0,0,ankara milli piyango anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,3,2.5-3.0,0,Null,ozel basaksehir burc fen lisesi/ozel basaksehir fatih fen lisesi,istanbul,fen lisesi,sayisal,Null,3.5-4.0,1,orta,Null
ergoterapi,3,3.0-3.5,0,Null,samiha ayverdi anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
elektrik elektronik muhendisligi,3,3.0-3.5,0,doktor binnaz ege-doktor ridvan ege anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,3,0.0-2.5,0,kirikkale fen lisesi,Null,kirikkale,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
yonetim bilisim sistemlerimis ing. tam burslu,1,Null,0,Null,gumushane lisesi,gumushane,duz lise,sayisal,Null,3.5-4.0,1,Null,Null
hukuk fakultesi,3,2.5-3.0,0,istanbul prof. dr. mumtaz turhan sosyal bilimler lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
tarihingilizce,3,2.5-3.0,0,Null,kirimli fazilet olcay anadolu lisesi,istanbul,anadolu lisesi,sozel,Null,3.5-4.0,1,ileri,Null
fizik,4,2.5-3.0,0,Null,lutfi ege anadolu lisesi,denizli,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme,1,Null,0,Null,karsiyaka cihat kora anadolu lisesi,izmir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
rehberlik ve psikolojik danismanlik,3,3.0-3.5,0,Null,akcakoca anadolu lisesi,duzce,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
anestezi,2,Null,0,ataturk lisesi,Null,sirnak,anadolu lisesi,esit agirlik,Null,3.0-3.5,0,Null,Null
bankacilik ve finans,4,2.5-3.0,0,mamak anadolu lisesi,Null,ankara,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
makine muhendisligi,2,0.0-2.5,0,aydin adnan menderes anadolu lisesi,Null,aydin,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve isletmecilik,4,2.5-3.0,0,samsun ataturk anadolu lisesi,Null,samsun,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
eczacilik,hazirlik,Null,0,Null,gonen anadolu lisesi,balikesir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
endustri muhendisligi,3,2.5-3.0,0,cagribey lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
hukuk,2,2.5-3.0,0,saime salih konca lisesi,Null,antalya,anadolu lisesi,esit agirlik,Null,3.0-3.5,0,Null,Null
tip fakultesi,2,2.5-3.0,0,Null,fetih fen lisesi,istanbul,fen lisesi,sayisal,Null,3.5-4.0,1,orta,Null
bilgisayar muhendisligi,4,2.5-3.0,0,salih zeki anadolu lisesi,Null,eskisehir,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
biyomedikal muh.,1,Null,0,Null,izmir cengiz aytmatov sosyal bilimler lisesi,izmir,Özel,esit agirlik,Null,3.5-4.0,1,ileri,Null
ingilizce matematik,1,Null,0,Null,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
endustri muhendisligi,1,3.0-3.5,0,metin nuran cakallikli anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
isletme,2,2.5-3.0,0,gulnar anadolu lisesi,ozel gunduzalp anadolu lisesi,manisa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve finans,3,2.5-3.0,0,pertevniyal anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,ileri,Null
isletmeingilizce,1,Null,0,yalova anadolu ogretmen lisesi,yahya kemal anadolu lisesi,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
makine muhendisligi,3,2.5-3.0,0,fatih koleji,Null,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,1,Null,0,Null,emlak konut mimar sinan anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
girisimcilik,3,2.5-3.0,0,ovacik sehit mustafa kizilkaya lisesi,ozel dogus koleji,istanbul,Özel,sayisal,Null,2.5-3.0,1,ileri,Null
hukuk fakultesi,3,2.5-3.0,0,Null,siirt turk telekom fen lisesi,siirt,fen lisesi,sayisal,Null,3.5-4.0,1,baslangic,Null
elektronik ve haberlesme muhendisligi,4,0.0-2.5,0,Null,corum anadolu lisesi,corum,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ulastirma ve lojistik,hazirlik,Null,0,Null,seymen koleji,kocaeli,Özel,sayisal,Null,3.5-4.0,1,orta,Null
peyzaj mimarligi cift anadal mimarlik,3,3.0-4.0,0,Null,uskudar halide edip adivar lisesi,istanbul,duz lise,sayisal,Null,3.0-3.5,1,orta,Null
bilgisayar muhendisligi,3,3.0-4.0,0,galatasaray lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
hemsirelik,2,Null,0,pertevniyal anadolu lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
mimarlik,1,Null,0,prof. dr. necati ersen anadolu ogretmen lisesi,Null,sivas,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
psikoloji,3,2.5-3.0,0,Null,akhisar caglak anadolu lisesi,manisa,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,orta,Null
insaat muhendisligi,3,2.5-3.0,0,antalya ataturk anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve pazarlama%100 ingilizce ve tam burslu,2,3.0-3.5,0,Null,nevzat karalp anadolu lisesi,denizli,anadolu lisesi,esit agirlik,esit agirlik devlet lisesi,3.5-4.0,1,orta,Null
bilisim sistemleri ve teknolojileri,3,3.0-4.0,0,Null,tuzla imkb kiz teknik ve meslek lisesi,istanbul,meslek lisesi,sayisal,Null,3.5-4.0,1,orta,Null
muhendislik ve doga bilimleri fakultesi,1,Null,0,kemal hasoglu lisesi,Null,istanbul,duz lise,sayisal,Null,3.0-3.5,1,orta,Null
endustri muhendisligi-uluslararasi ticaret,4,3.0-3.5,0,Null,cemal bozkurt anadolu lisesi,kayseri,anadolu lisesi,esit agirlik,Null,3.0-3.5,0,Null,Null
isletme,2,2.5-3.0,0,Null,konya turk telekom erol gungor sosyal bilimler,konya,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
girisimcilik,2,0.0-2.5,0,Null,samiha ayverdi anadolu lisesi,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
isletme-ekonomi,1,0.0-2.5,0,malatya fatih lisesi,Null,malatya,duz lise,sayisal,Null,3.0-3.5,1,orta,Null
enerji sistemleri muhendisligi,4,0.0-2.5,0,eregli anadolu lisesi,Null,zonguldak,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
iletisim tasarimi,1,Null,0,bahcelievler anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
isletme muhendisligi,3,0.0-2.5,0,Null,manavgat anadolu lisesi,antalya,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
avrupa birligi iliskileri,1,Null,0,Null,sehremini anadolu lisesi,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
uluslararasi finans,4,3.0-3.5,0,bursa erkek lisesi,Null,bursa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
hukuk,2,3.0-3.5,0,icel anadolu lisesi,Null,mersin,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi lojistik ve tasimacilikingilizce,1,3.0-3.5,0,Null,mehmet sam anadolu ticaret meslek lisesi,istanbul,meslek lisesi,Null,bilgisayarli muhasebe,3.0-3.5,1,orta,Null
sabanci universitesi,3,3.0-3.5,0,adem tolunay anadolu lisesi,Null,antalya,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
hukuk,4,0.0-2.5,0,konak anadolu lisesi,Null,izmir,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,orta,Null
isletme,3,3.0-3.5,0,kayseri lisesi,Null,kayseri,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
uluslararasi ticaret ve lojistik,3,3.0-3.5,0,Null,gaziantep turk telekom lisesi,gaziantep,duz lise,esit agirlik,Null,3.5-4.0,1,Null,Null
muhasebe ve denetim,4,3.0-3.5,0,Null,bayrampasa tuna lisesi,istanbul,duz lise,esit agirlik,Null,2.5-3.0,0,Null,Null
hukuk,5,2.5-3.0,0,Null,izmir kiz lisesi,izmir,anadolu lisesi,sayisal,Null,2.5-3.0,1,ileri,Null
bilgisayar muhendisligi,4,Null,0,suleyman demirel anadolu lisesi,Null,izmir,duz lise,sayisal,Null,0.0-2.5,1,ileri,Null
elektronik ve haberlesme muhendisligi,4,0.0-2.5,0,Null,alparslan anadolu lisesi,ankara,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
halkla iliskiler ve tanitim,2,2.5-3.0,0,ankara bahcelievler deneme lisesi,Null,ankara,anadolu lisesi,sozel,Null,3.0-3.5,1,orta,Null
isletme,4,3.0-3.5,0,Null,ozel derya oncu lisesi,istanbul,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
mekatronik muhendisligi,3,0.0-2.5,0,Null,yasar acar fen lisesi,istanbul,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
mimarlik,4,3.0-3.5,0,Null,eflatun lisesi,diyarbakir,Özel,sayisal,Null,3.5-4.0,1,orta,Null
lise ogrencisiyim,hazirlik,3.0-3.5,0,istanbul erkek lisesi,Null,istanbul,anadolu lisesi,sayisal,alman bolumu,3.5-4.0,1,Null,Null
uluslararasi ticaret ve isletmecilik,2,3.0-3.5,0,gazipasa anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,4,0.0-2.5,0,etimesgut anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
isletme ingilice,3,3.0-3.5,1,karsiyaka anadolu lisesi,karsiyaka necip demir ticaret meslek lisesi,izmir,meslek lisesi,esit agirlik,muhasebe,3.0-3.5,1,ileri,Null
isci sagligi ve guvenligi bolumu,3,3.0-3.5,0,Null,fusun yonder lisesi,istanbul,duz lise,esit agirlik,Null,2.5-3.0,1,orta,Null
cocuk gelisimi,2,3.0-3.5,0,kiz tek. ve meslek lisesi,Null,izmir,meslek lisesi,esit agirlik,Null,3.5-4.0,0,Null,Null
ekonomi finans - uluslararasi iliskiler ikinci anadal,3,3.0-3.5,0,babaeski anadolu lisesi,Null,kirklareli,anadolu lisesi,esit agirlik,Null,2.5-3.0,0,Null,Null
beslenme ve diyetetik,2,3.0-3.5,0,Null,muammer dereli anadolu ogretmen lisesi,kocaeli,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
elektrik - elektronik muhendisligi,hazirlik,3.0-4.0,0,nigde fen lisesi,Null,nigde,fen lisesi,sayisal,Null,3.5-4.0,1,orta,Null
uluslararasi ticaret ve isletmecilik,1,2.5-3.0,0,Null,denizli servergazi anadolu lisesi,denizli,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
endustri muhendisligi,3,3.0-4.0,0,antalya koleji lisesi,Null,antalya,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
uluslararasi ticaret ve finans,2,2.5-3.0,0,kenan evren anadolu lisesi,Null,izmir,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,orta,Null
siyaset bilimi ve kamu yonetimi,3,3.0-4.0,0,izzet baysal anadolu lisesi,Null,bolu,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
bilgisayar muhendisligi,3,3.0-4.0,0,hasan ali yucel anadolu ogretmen lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ingilizce isletme,4,3.0-4.0,0,kadikoy anadolu lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,1,3.0-4.0,0,Null,yahyali mustafa koyuncu anadolu ogretmen lisesi,kayseri,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
siyaset bilimi ve kamu yonetimi/sosyoloji cap,3,3.0-4.0,0,fatih koleji,Null,duzce,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
tam burslu inglizce insaat muhendisligi,hazirlik,Null,0,ana madde: samsundaki liseler listesi,carsamba ali fuat basgil anadolu liseli,samsun,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ingilizce ogretmenligi,2,3.0-4.0,0,Null,adiyaman anadolu ogretmen lisesi,adiyaman,anadolu lisesi,dil,Null,3.5-4.0,1,Null,Null
isletme,3,2.5-3.0,0,Null,bilkent erzurum laboratuvar lisesi,erzurum,Özel,sayisal,Null,3.5-4.0,1,ileri,Null
girisimcilik,3,2.5-3.0,0,aydin adnan menderes anadolu lisesi,Null,aydin,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
hukuk,1,Null,0,bursa anadolu lisesi,Null,bursa,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,ileri,Null
turk dili ve edebiyati,1,Null,1,kayseri fen lisesi,Null,kayseri,fen lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,3,0.0-2.5,0,konya anadolu ogretmen lisesi,aksehir anadolu ogretmen lisesi,konya,anadolu lisesi,sayisal,anadolu ogretmen lisesi,2.5-3.0,1,orta,Null
orman muhendisligi,4,2.5-3.0,0,Null,karacasu anadolu lisesi,aydin,anadolu lisesi,sayisal,Null,2.5-3.0,1,orta,Null
"radyo, televizyon ve sinema// sosyolojicift anadal",4,3.0-4.0,0,Null,izmir karsiyaka behcet uz anadolu lisesi,izmir,anadolu lisesi,sozel,Null,3.0-3.5,1,ileri,Null
isletme ingilizce,4,2.5-3.0,0,atasehir lisesi,Null,istanbul,anadolu lisesi,esit agirlik,Null,2.5-3.0,1,orta,Null
isletme,2,0.0-2.5,0,salih zeki anadolu lisesi,Null,eskisehir,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
isletme,4,2.5-3.0,0,Null,ozel aydin anadolu koleji,ankara,Özel,esit agirlik,Null,2.5-3.0,1,ileri,Null
psikoloji,2,3.0-3.5,0,tokat anadolu ogretmen lisesi,erbaa anadolu ogretmen lisesi,tokat,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,0,koy hizmetleri anadolu lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,2.5-3.0,1,orta,Null
hemsirelik,3,2.5-3.0,0,Null,bahcelievler cumhuriyet anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,Null,Null
isletme,3,2.5-3.0,1,mehmet akif ersoy lisesi,Null,kirsehir,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,orta,Null
iktisat,1,Null,0,vefa lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ascilik,1,2.5-3.0,0,Null,tuzla asim kibar otelcilik ve turizm anadolu meslek lisesi,istanbul,meslek lisesi,Null,turizm ve otelcilik,3.0-3.5,1,ileri,Null
kontrol ve otomasyon muhendisligi,2,0.0-2.5,0,mardin lisesi,malatya imam hatip lisesi,malatya,imam hatip lisesi,sayisal,Null,3.0-3.5,1,orta,Null
isletmeingilizce,2,0.0-2.5,0,malatya anadolu lisesi,Null,malatya,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
isletme enformatigi,4,Null,0,Null,bafra anadolu lisesi,samsun,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,orta,Null
halkla iliskiler ve reklamcilik ingilizce,1,3.0-4.0,0,Null,izmir karsiyaka merkez anadolu lisesi,izmir,anadolu lisesi,dil,Null,3.5-4.0,1,orta,Null
elektrik ve elektronik muhendisligi,hazirlik,Null,0,Null,bucak adem tolunay fen lisesi,burdur,fen lisesi,sayisal,Null,3.5-4.0,1,orta,Null
ekonomi,4,2.5-3.0,0,Null,kadriye calik anadolu lisesi,Null,anadolu lisesi,esit agirlik,Null,3.0-3.5,1,ileri,Null
biyomedikal muhendisligi ing,1,Null,0,aydin adnan menderes anadolu lisesi,Null,aydin,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
tip,2,Null,0,ataturk lisesi,Null,izmir,anadolu lisesi,sayisal,Null,3.5-4.0,1,orta,Null
"radyo, televizyon ve sinema / siyaset bilimi ve uluslararasi iliskiler",3,3.0-4.0,0,tevfik serdar anadolu lisesi,Null,trabzon,anadolu lisesi,sayisal,Null,3.0-3.5,1,orta,Null
beslenme ve diyetetik,2,3.0-3.5,0,Null,dr. ismet birgul lisesi,istanbul,duz lise,sayisal,Null,3.0-3.5,1,baslangic,Null
matematik,3,3.0-4.0,0,buca anadolu lisesi,Null,izmir,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
matematik,1,Null,0,75. yil anadolu ogretmen lisesi,Null,mersin,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
elektrik elektronik muhendisligi,1,Null,0,Null,sivas imkb anadolu lisesi,sivas,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
siyaset bilimi%100 ingilizce,2,3.0-4.0,0,Null,polatli anadolu ogretmen lisesi,ankara,anadolu lisesi,esit agirlik,Null,3.5-4.0,1,Null,Null
bilgisayar muhendisligi,1,3.0-4.0,0,Null,biga ataturk anadolu lisesi,canakkale,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri ve sistem muhendisligi,1,Null,0,Null,bahcelievler adnan menderes anadolu lisesi,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,Null,Null
elektrik elektronik muhendisligi,1,Null,0,19 mayis anadolu lisesi,Null,eskisehir,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,1,3.0-3.5,0,ankara ataturk anadolu lisesi,Null,ankara,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,1,Null,0,sakip sabanci anadolu lisesi,Null,istanbul,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
isletme,4,3.0-3.5,0,borsa lisesi,Null,adana,duz lise,sayisal,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,3,0.0-2.5,0,luleburgaz anadolu lisesi,Null,kirklareli,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,1,3.0-3.5,0,erzurum ibrahim hakki fen lisesi,Null,erzurum,fen lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,4,0.0-2.5,0,bornova anadolu lisesi,Null,izmir,anadolu lisesi,sayisal,Null,3.0-3.5,1,ileri,Null
endustri muhendisligi,4,0.0-2.5,0,samsun anadolu lisesi,Null,samsun,anadolu lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
ingilizce isletme,4,0.0-2.5,0,ted kayseri koleji,Null,kayseri,Özel,esit agirlik,Null,2.5-3.0,1,orta,Null
ingilizce mutercim tercumanlik,3,3.0-3.5,0,Null,bergama 13 nisan anadolu lisesi,izmir,anadolu lisesi,dil,dil bolumu,3.5-4.0,1,ileri,Null
bilgisayar muhendisligi,2,3.0-3.5,0,Null,ozel ahmet ulusoy fen lisesi,ankara,fen lisesi,sayisal,Null,3.5-4.0,1,ileri,Null
muhasebe ve denetim,3,0.0-2.5,0,yunus emre lisesi,Null,mugla,duz lise,esit agirlik,Null,3.0-3.5,1,orta,Null
kentsel tasarim ve peyzaj mimarligi,4,2.5-3.0,0,Null,ozel cagri lisesi,ankara,duz lise,sayisal,Null,2.5-3.0,1,ileri,Null
