Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
1,koc universitesi girisimcilik kulubu,0,kaptan,0,Null,0,1,"insanlarin kendi yasam tarzini en iyi sekilde yansitabilecegi, kalabalik kullanici kitlesine sahip uygulamalarda yapilamayan kisisel disavurumun on planda oldugu yeni bir fotograf paylasim uygulamasi fikrimi gelistirmekteyim. is gelistirme, grafik tasarim, yazilim gibi konularda kendi alanlarinda oldukca tecrubeli bir ekip kurdum ve ekibim ile birlikte suan bu fikri hayata gecirmeye calisiyorum. aralik-ocak aylarinda cikmasini planladigimiz uygulama icin odak gruplari ile yaptigim gorusmelerde olumlu geri donusler aldim ve bu geri donuslerin verdigi sevk ile calismalarimi devam ettirmekteyim."
1,bilkent universitesi iktisadi arastirmalar kulubu,0,yok,0,Null,1,0,Null
1,avrasya universitesi sosyallesme kulubu,0,bireysel,1,tema vakfi,1,1,universitemiz en buyuk kulubunun baskanligini yaptigim icin universitede yapilan tum projelerin ilkini gerceklestirdim.
1,"sabanci universitesi genc girisimciler kulubu, dans kulubu, erasmus student networkesn kulubu, ekonomi ve isletme kulubu",0,yok,0,Null,1,1,"genc girisimciler kulubunde aktif olarak calistigim icin yapilan konferanslara, seminerlere, case studylere katiliyorum."
1,"genc futuristler toplulugu, koc universitesi kufuture kulubu, koc universitesi cevre kulubu, koc universitesi endustri muhendisler kulubu, koc universitesi hayvanseverler kulubu",0,yok,1,tema ve deniz temiz dernegi,1,0,Null
1,bilgi universitesi munazara kulubu,0,yok,0,Null,1,0,Null
1,halic universitesi girisimcilik ve pazarlama kulubu - kulup baskani,0,bireysel,0,Null,1,1,"henuz aklimdaki firikleri tam olarak gerceklestiremesem de dekorasyon alaninda ufak projeler gerceklestiriyorum. ileriki zamanlarda da bu isi ilerletmek, ayrica egitim ve danismanlik uzerine hizmet vermek planlarim arasinda."
1,operational research klubu,1,bireysel,0,Null,0,1,3 ortak arkadas olarak internet sitemiz vardi ve blog yazarak para kazaniyorduk. suanda inaktif
0,Null,0,yok,1,toplum gonulluleri vakfi,1,0,Null
0,Null,1,bireysel,1,"tema vakfi, losev",0,0,Null
1,mn english class,0,yok,0,Null,0,0,Null
1,"yeditepe tiyatro ve sinema klubu , dafdevrimci anarsist faliyet",0,yok,0,Null,1,1,"tiyatrocu arkadaslarimla sokak tiyatrosu kurmaya calismak, sanat galerilerinde eglence amacli kutlamalarda organizatorluk yapmaya calismak"
0,Null,0,yok,1,tsm-toplum gonulluleri,0,1,gecen sene bu programa basvurduktan sonra daha da cok yaptigim atastirma ve katildigim seminerler.okulumuzdaki inovasyon haftasinda ve itu gibiuniversitelerin girisimcilik ve inovasyon haftasini takip ettim
1,halkla iliskiler ve tanitim kulubu,0,yok,0,Null,0,0,Null
0,Null,0,bireysel,0,Null,1,1,lise de babamin ortagi oldugu 2 isyerinin kontrolu ve buyumesi calismalarin da onder olarak yer aldim.
1,basketbol toplulugu,1,kaptan,0,Null,0,1,kuzenimin actigi lokantada epey kafa ve bunyemizi yormustuk.
1,koc universitesi liderlik enstitusu klubu / kule,0,yok,1,istanbul genclik platformu dernegi,1,1,"acikcasi ben girisimciligin daha cok sosyal girisimcilik kismindayim. kurucu baskani oldugum istanbul genclik platformu dernegi turkiyenin ilk 18 yas alti derneklerinden birisi ve kuruldugu gunden bu yana muhtesem bir ivmeyle calismalarina devam ediyor. su anda agirlikli olarak kurumsallasmasina ve bizlerden sonra devam etmesini istedigimiz kuleyi de cok onemli bir sosyal girisim olarak goruyorum. butun inancim sudur ki girisimcilik bir kisilik meselesidir. ben gorduklerime sessiz kalmayi degil cozum olmayi istiyorum. hayattaki en buyuk sansim hayrettin karaca gibi bir kahramanim ve hocamin olmasiydi. ama gitmek istedigim yolda daha cok gelismeye ve ogrenmeye ihtiyacim var. bu bursu da istememenin en onemli nedeni sadece projelerimin finansina destek olmak degil, gitmeyi tercih ettigim yolda hali hazirda basarilara imza atmis insanlarin tecrubelerinden faydanlanmaktir. umarim vakfiniz bana bu sansi sunar."
1,ar-ge teknoloji ve inovasyon kulubu,0,bireysel,0,Null,1,0,Null
0,Null,1,kaptan,0,Null,0,1,lise zamani 3 defa tubitak projesi yapip ikincilikler kazandim. ekip yonetme konusunda ilk tecrubelerimi o zaman kazandim. universitenin ilk yilinda da dayimla birlikte hong kong merkezli bir yat turizm sirketi kurduk. staj gordugum bir bilisim firmasinda ticari yazilimlara entegre olan ucuncu patti bir yazilim projesinde tasarim ve is gelistirme direktorlugu yaptim. son olarak da universite bunyesinde kurdugum bir ekip ile birlikte socirest adinda bir mobil uygulama girisimi yurutmekteyim
1,yeditepe lojistik kulubu,0,yok,0,Null,0,0,Null
1,ipek universitesi i-help klubu,1,bireysel,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,educon,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,"amator film ve fotografcilik klubu , uluslararasi ticaret klubu",0,yok,0,Null,0,0,Null
1,koc universitesi dagcilik kulubu,0,yok,0,Null,1,1,"brandeval adli bir start-upda uzun donemli staj yapma imkani buldum. sucool adli onkulucka programi dahilindeki egitimlerde sirketi temsil ettim. egitimlerin sonunda brandevalin, amerikaya yatirim almak amacli gidecek 4 sirketten biri olarak secilmesine katkida bulundum. ayni zamanda brandevalde oldugum sure boyunca start-up ekosistemini yakindan tanima sansi buldum. bu da benim girisimcilige olan ilgimin cok daha artmasina sebep oldu."
1,"manecmanagers and economists club organizasyon direktoru,impr okul gonullusu",0,yok,0,Null,0,0,Null
1,erasmus student network,1,bireysel,0,Null,1,1,finans alaninda bir kariyer dusundugumden bit coin borsasindayim. kucuk bir sey olsada bahsettigim gibi erasmus klubunde yaptigimiz partilerden elde ettgimiz paralar ile daha buyuk etkinlikler duzenledik.
1,uluslararasi genc girisimciler platformu international platform for young entrepreneurs-ipfye,0,bireysel,0,Null,1,1,ozellikle hayatimin son donemlerinde edindigim deneyim ve bilgilerimden de yararlanarak hayatlari boyunca serbest meslekle ugrasan aileme fikir ve uygulama alaninda destek olmaya hatta olabildigince elimi tasin altina sokmaya calisiyorum. su anda manisada birinci elden topladigimiz zeytinyaglarinin basta ege ve marmara bolgesine olmak uzere toptan ve perakende olarak satisiyla ilgili bir is plani uzerinde somut adimlar atiyoruz.
1,"ieu fotograf klubu, ieu bisiklet klubu, ieu logistics management klubu",0,yok,0,Null,1,1,kendi web adresim var. gunluk yaklasik 4bin kisi giriyor. www.surprizim.net
1,1. istanbul kultur universitesi- wib woman in business club 2.istanbul kultur universitesi- kariyer klubu 3.istanbul kultur universitesi- dans klubu 4.elaetik lider akademisi,0,yok,0,Null,0,0,Null
1,"isik universitesi halk oyunlari kulubu, besik turizm folklor egitim arastirma genclik ve spor kulubu, pendik halk danslari toplulugu",0,yok,0,Null,1,0,Null
1,istanbul ticaret universitesi dagcilik klubu,0,yok,1,turkiye dil ve edebiyat dernegi,0,1,itu cekirdekte halen yurutmekte oldugumuz bir projemiz bulunmaktadir.
1,genc girisimciler kulubu,1,bireysel,0,Null,0,1,business talks etkinligini duzenlenirken bir cok sirket calisaniyla aktif olarak iletisimdi bulundum. bunlart arasinda baincompany micrasoft pg alcatel lucent bnp paribas christian dior gibi sirketler bulunmaktaydi.
0,Null,0,yok,0,Null,1,0,Null
1,"koc model united nations, koc mizah kulubu, kufuture",0,yok,1,turkiye futuristler dernegi,0,0,Null
1,turkmsic,0,yok,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,istanbul sehir universitesi-isletme ve ekonomi kulubu,0,yok,1,munbit-mutesebbis universiteliler bilgi iletisim toplulugu,1,1,iki yil once mekanium adinda bir uygulama yaparak bunu istanbulda bulunan birkac isletmeye sattim. uygulama mekanda check-in yapan musterilere twitter uzerinden promosyon mesajlar atiyordu. yardimkulubu.com adindan sosyal sorumluluk projesi kurmak icin katildigim bir yarismada yari finale kadar geldim. daha sonrasinda maddi kaynak bulamadigim icin devam ettiremedim. bu site ise unlulerin esyalarini acik arttirma ile satarak geliri losev gibi kuruluslara bagisliyordu. bunlarin yani sira kendim cogu zaman cinden bir takim urunler getirerek turkiyede satiyorum. 2015 yilinda ise gunes enerjisi sistemlerinin farkli alanlara entegrasyonu ile gelistirdigim bir urun uzerinde calisiyorum.
1,ozyegin university entrepreneurship club,0,yok,0,Null,1,1,www.visabook.net
1,fatih universitesi hukuk kulubu,0,yok,0,Null,1,1,ulkemizde azinlik sorunlari ve cozum onerileri konulu bir program olusturmayi dusunuyorum. okul ozellikle kurt ve ermeni konularinda hassas oldugundan daha cabalamam gerekiyor anlasilan.
0,Null,1,bireysel,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,0,0,Null
1,operational research,1,bireysel,0,Null,1,0,Null
1,felsefe ve dusunce kulubu,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,1,2014-2015 egitim yili icerisinde ilk donem okulumuzda duzenlenen girisimcilik dersini aldim. her hafta carsamba gunu saat 13.00-16.00 arasi duzenlenen bu ders kapsaminda okulumuza kendini girisimci olarak nitelendiren ya da bu ruhu tasidigi baskalari tarafindan ispatlanmis olan kisiler geliyordu ve bizimle deneyimlerini paylasiyordu. dersin sonunda da bu dersten neler anladigimizi paragraflar halinde aciklamamiz isteniyordu. gercekten kisiligimi bulmamda bana cok yarari olan bu ders en sevdiklerim icinde yer almisti.
1,dusler otesi tiyatro grubu ve politik platform adli okul gruplari,0,yok,0,Null,1,1,e-ticaret girisiminde bulundum ve universite de girisimcilik dersi aliyorum.
0,Null,1,kaptan,0,Null,0,0,Null
1,educon,0,yok,0,Null,0,0,Null
1,robotik kulubu,0,yok,0,Null,0,0,Null
1,"sehir universitesi munazara ve hitabet kulubu, sosyoloji kulubu, meridyen dernegi munazara kulubu",0,yok,0,Null,1,1,16 yasimdayken genc bir girisimci olarak yaz tatili boyunca bir is yerinin isletmesini yaptim ve yanimda 2 kisi calisti.
1,ieee ekonomi ogrenci kolu,0,yok,0,Null,1,0,Null
1,girisimci inovatif liderler takimi,0,yok,0,Null,1,1,masaj uzerine booking yapan mutlumasaj.com adresli girisimimi hayata gecirme asamasindayim.
1,biyoteknoloji kulubu tiyatro kulubu,0,yok,0,Null,0,0,Null
1,"sosyal latin ve tango dans klupleri, ataturkcu dusunce klubu",0,bireysel,0,Null,0,1,sinirli sermaye ile giristigim ticaret faaliyetleri sayesinde kisa sureli esya alim satimi ile uzun sure harcligimi cikardim.
1,turk psikoloji ogrencileri calisma grubutpocg,0,yok,0,Null,1,1,universitemde dersini alma sansina sahip oldum. benim icin eglenceli bir aniydi.
1,inovatif internet toplulugu,0,yok,0,Null,1,1,2 girisimim basarisizlikla sonuclandi.
1,economics society,1,bireysel,1,tema,0,0,Null
1,tobb ekonomi ve teknoloji universitesi endustri ve verimlilik toplulugu,0,yok,0,Null,0,1,"liderlik kampi15 organizasyon takim uyeligi,vaka analizi yarismasi juri gorevlisi,tecktalks sponsorluk takimi koordinatoru"
1,sehir muhendislik kulubu,0,yok,0,Null,1,1,"sozlukus.com, kisitli bir kitle icin yapilan eksisozluk benzeri bir web sitesi. programlama kismi ve genel olarak idare edilmesi benim sorumlulugumda."
1,hayatin ritimleri kulubu,0,yok,0,Null,1,1,"lisedeyken ve halen yaptigim organizatorluk. uygun bir turizm sirketiyle cok cazip fiyatlara otobus kiraliyorum. etkinliklerdir, gezilerdir bu tur faliyetlerde onculuk ediyorum. okulda bolum temsilcisi olmam ve okulun kurumsal iletisimiyle bazi fuar ve etkinliklerde calismam bana ek avantaj sagliyor."
1,etu ieee ogrenci kolu - uluslararasi girisimcilik toplulugu,0,yok,0,Null,1,1,"-2012de okulumuz garajda bulunan viveka sayesinde girisimcilik ekosistemiyle tanismis oldum. daha sonra bir cok organizasyonda bulunma firsatim oldu. bu organizasyonlarda girisimcilik hakkinda bircok sey ogrendim. daha sonra edindigim bu deneyimlerden ilk girisimcilik deneyimimi gerceklestirip, uzerinde calistigim bir proje uzerinde turkiye ihracatcilar meclisinin duzenledigi yarismada finalistlere kaldim2013. bu yarismada sektorden bircok profesyonel kisiyle tanisma imkanim oldu. daha sonra tim tarafinda turkiye inovasyon haftasina davet edildim.halen benzer bir konu uzerinde calismalar yapmaktayim. -7. bilisim teknolojileri zirvesinin duzenledigi dijifikir yarismasinda parttimer adli proje ile ucunculuk odulu almistik. bu girisimizde takimimizla beraber katilip fikir asamasindan uygulama asamasina gecirmek icin onemli bir olcude firsat yakalamis olduk."
0,Null,0,kaptan,1,young guru academy,0,1,kucuklugumden beri maket ucak cizimleri yapmaktaydim. universiteye gecmeden bir tanidigin destegiyle bunlarin uretimini yapip satmayi planladik. satis yapacak kisilere de cizimleri gosterdik ve satis konusunda anlastik. maalesef yillardir yanimda olan bu defteri kaybettim ve projemiz iptal oldu.
1,isik univ. itmis klubu/ isik univ. inavasyon ve grisimcilik klubu,0,yok,1,panda org. / losev,0,1,cocukken bilezik yapip satip extra dondurma parami cikariyordum.
1,ozyegin hukuk kulubu,0,yok,0,wwf,1,0,Null
1,istanbul gezginleri,0,yok,0,Null,0,0,Null
1,bilkent universitesi ataturkcu dusunce topluluguadt yonetim kurulu baskanligi ve bilkent universitesi uluslarasi ogrenci toplulugubih kurucu yonetim kurulu baskan yardimciligi,0,yok,0,Null,1,1,"www.bilkentburada.com adiyla bir web site acip, kucuk bir bilkent dunyasi kurmayi amacladim. bu sitedeki her sey sosyal medya,dersler,tavsiyeler,haberler vb sadece bilkent iceriklerinden olusacakti. sitenin acilisini bilkent mezunu bir unlu ya da basarili isimle canli yayin yapip, sorular alarak yapmayi planliyorduk. siteyi tasarladik ancak yeterince vaktimiz olmadigindan acilisi erteledik.bu fikri daha sonra her universiteye yaymayi amacliyorduk. boylece bir universiteli kimligi olusturup, okullar arasindaki ogrenci profilindeki farki gorebilecek, herhangi bir universitedeki ogrencilerin en cok hangi haberi okudugu,sosyal medyada neyi paylastigi,nelerden hoslandigi gibi veriler elde edebilecektik."
1,mec,1,bireysel,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,sirnak badminton kulubu,1,bireysel,0,Null,1,1,daha once bir cok websitesi ve blog acmiis olsamda yeterli bilgi ve tecrube sahibi olmadigim icin kapattim.
1,bilkent university investment club,0,yok,0,Null,0,0,Null
1,sinema kulubu ve elini uzat yardimlasma kulubu,0,yok,0,Null,1,1,bir melek yatirimciyla yakamoz yapim ve reklamcilik ltd. sirketinde kurucu ortagim. yaptigim bu girisimin diger bi amaci henuz fikir asamisinda olan buyuk capli bir internet girisimi icin maddi kaynak olusturmak.
1,sehir tea and talk,0,yok,0,Null,1,0,Null
1,yeditepe women in business,0,yok,0,Null,0,0,Null
1,"ieee, bilkent toplumsal duyarlilik projeleri",0,yok,0,Null,0,0,Null
1,"ataturkcu dusunce dernegi,cumhuriyet halk partisi,ataturkcu dusunce kulubu,beykent hukuk kulubu",0,bireysel,0,ataturkcu dusunce dernegi,0,1,makul bir fiyatla borsada hisse senedi alip satiyorum
1,fotografcilik,0,yok,0,Null,1,1,lisede sinif temsilciligi ve tubitak projesibiyoloji
1,brand club,0,yok,0,Null,1,1,global cleantech innovation program gcip http://turkey.cleantechopen.org/ girisimci hizlandirma programinda yari final asamasina gecmis bulunuyoruz. takim olarak yenilikci bir cop takip ve toplama sistemi uzerine calisiyoruz. eylul ayindaki final asamasina hazirlaniyoruz.
1,isletme muh. kulubu,0,yok,0,Null,1,1,tubitak vb yarismalarda alinmis derecelerim mevcut.
0,Null,0,yok,1,"tog,greenpeace,unicef",1,0,Null
1,sabanci universitesi genc girisimciler kulubu,0,yok,0,Null,1,1,bir internet girisimi denemem oldu. http://mysabancinotebook.wix.com/mysabancinotebook bu internet sitesi uzerinden universitede ders notlarinin satisini gerceklestirmeye calistim.
1,young ceo kulubu,0,yok,0,Null,1,1,"uluslararasi antalya universitesinin 2014 yilinda duzenlemis oldugu start-up an idea can change the world yarismasina 2 takim arkadasimla birlikte 3 farkli inovatif proje ile katildik. projelerimizin birinci olmamasi uzerine kendi imkanlarimiz dahilinde projelerimizin birisini hayata gecirmeye calistik. bu asamada ilerleme kat edebildik fakat bu calismalar projemizin hayata gecmesi icin yeterli olmadi. daha sonra alternatif bir cozum yoluna adim attik. bir sure boyunca universitemizin proje ve is gelistirme biriminde kismi zamanli olarak calistik. bu calisma sureci icinde antalyada melek yatirimci olmaya yonelik egitim ve tesvik temali bir projeyi de bati akdeniz kalkinma ajansina baka teknik destek programi talebi olarak gonderdik. bakadan yapmis oldugumuz bu projenin cevabini beklerken; bir yandan start-upin ikinci yarismasina, bir yandan da kendi imkanlarimizla kurmus oldugumuz baglantilari daha da kuvvetlendirmeye calisiyoruz."
1,girisimci inovatif liderler takimi,1,bireysel,0,Null,0,1,"arama ve kurtarma calismalarinda kullanilmak uzere tasarlanacak ihalar uretecek bir muhendislik sirketi icin girisim calismalarim oldu kosgeb egitimleri, tubitak basvurulari."
0,Null,1,kaptan,0,Null,1,0,Null
1,"kariyer ve gelisim toplulugu, makine toplulugu",0,yok,0,Null,1,1,"ilk katildigim kapsamli etkinlik bogazici enterprize girisimcilik yarismasi idi. daha sonra turkiye inovasyon haftasi nin istanbul etkinligine katildim. ayrica odtu tekno jummp girisimcilik programi kapsaminda amerikaya giden girisimcilerin tecrubelerini paylastigi seminere katildim. bunlarin disinda istanbul, ankara ve bursa basta olmak uzere girisimcilikle alakali kucuk buyuk tum etkinliklere katilmaya calisiyorum."
1,toros universitesi uluslararasi ogrenci ofisinde aktiif olarak gorev aliyorum,1,bireysel,0,Null,1,1,okumus oldugum lisede kurmus oldugumuz bir sirket yapilanmasinda hisse sahibiydim ve bizler bu yapilanma ile ticari bircok faaliyet te etkin rol oynadik.daha sonra universite sinavlari nedeni ile ticari faaliyetleri durdurarak olusuma son verdik.o olusumda cesitli deterjan ve gida maddesini hatta bazen taki malzemesini yurtdisindan internet yolu ile getirip burada piyasaya surduk.
1,kultur ve sanat klubu,0,yok,0,Null,1,0,Null
1,hukuk klubu,0,yok,0,Null,1,1,7 bolge 7 proje adli projeye guneydogu anadoluyu temsilen katildim ve sosyal girisimcilik uzerine seminer aldik sosyal bir sorumluluk projesi olusturduk
1,ieee,0,yok,1,ekonomi rotaract,0,1,"arkadasim ile birlikte suanda bir uygulama uzerine calismaktayiz. gun icinde her insanin kullandigi bir alan uzerinde online, mobil rezarvasyon imkani saglayan uygulamanin temellerini attik. destek aramadan once yeterli calisip, konumuza hakim olmak istiyoruz. daha sonra destek arayip, projemizi genisletmek istiyoruz."
0,Null,1,bireysel,0,Null,1,0,Null
0,Null,0,yok,1,turkiye yesilay cemiyeti,0,0,Null
1,masaustu oyunlari kulubu,1,bireysel,0,Null,0,1,2014 ankara start-up zirvesinde ilk onda yer aldim
0,Null,0,yok,1,losev,1,0,Null
1,tiyatro,0,yok,0,Null,0,0,Null
1,psikoloji kulubu,0,yok,0,Null,0,0,Null
1,"civil engineering society cesa,aiu dance club ,young ceo club",0,yok,0,tema,1,1,belki komik olacak ama lisede oldugum zamanlarda mahalle muhtarimizi sponsor yaparak kendi mahallemizden bir takim kurup cesitli futbol turnuvalarina katildik nike gibi.
0,Null,0,yok,0,Null,1,0,Null
1,okan universitesi siir kulubu ve okan universitesi bilisim ve sosyal medya kulubu. bununla beraber okan universitesi others olusumunun yonetimindeyim,0,yok,0,Null,0,1,universitede others olusumunu kurdum. sosyal medyanin gucunu ogrenciler ile paylasmaya basladim.
1,leo,1,bireysel,0,Null,1,0,Null
1,business management club,0,yok,0,Null,1,1,finans muhendisligi alaninda yatirimci psikolojisinin tahliline yonelik dijital programin gelistirilmesi ve patentin alinmasi
1,aiesec,0,yok,0,Null,0,1,kendime ait bir adet fargo as250 kamyonetim var
1,ozu girisimcilik kulubu,0,yok,0,Null,1,1,bir start-up projesinde yer aldim ve aklimda olan 3 tane olan proje bulunmaktadir.
1,bilgili girisimciler,0,yok,0,Null,1,1,kucuk yastan beri ticaret icerisinde yetistim ve internet uzerinden kucuk yaslarda mal alim satimi yapmaya basladim. su anda egitimim nedeniyle bu durumu biraz azalttim fakat yetistigim isin de bana verdigi katkilarla daha iyisini yapacagimi dusunuyorum.
0,Null,0,yok,0,Null,1,0,Null
1,ozyegin universitesi fotografcilik munazara duyarli ozu ve oztog,0,yok,0,Null,1,0,engellilerle ilgili sosyal girisimcilik planlarim var onlari daha iyi anlayabilmek icin 2015-2016 donemi icin uskudar halk egitim kurslarindan braille alfabesi icin basvuruda bulundum
0,Null,0,yok,0,Null,1,0,Null
1,istanbul bilgi universitesi avrupa birligi kulubu,0,yok,0,Null,1,1,okulumuzdaki birtakim girisimcilik kuluplerinin icinde bulunup etkinliklerine katildim ve sektorde kendini kanitlamis kisileri dinleme firsati buldum.
0,Null,0,yok,0,Null,0,1,tayt tasarlayip internet uzerinden satis
0,Null,0,yok,0,Null,1,0,Null
0,Null,0,yok,1,semerkand vakfi,1,0,Null
1,sabanci universite radyo kulubu,0,yok,0,Null,1,1,akbank dusunce kulubunde gelistirdigimiz proje vardi. genc girisimciler ile bankaciliki bulusturmak icin 3 kisi bir proje hazirladik ve birinci secildik.
1,hukuk klubu,0,yok,0,Null,1,1,ailem gida sektorunde isletmecilik yapiyor. bu husustan girisimcilikle ilgili deneyimim bulunmaktadir.
1,isletme ve girisimcilik kulubu,0,yok,0,Null,1,0,Null
0,Null,0,yok,1,gaziantep genclik ve kultur evi,1,0,Null
1,isletmecilik kulubu,0,yok,0,Null,0,1,girimcsilik semirenire katilmistim
0,Null,0,yok,0,Null,1,0,Null
1,"masa tenisi klubu, vucut gelistirme klubu",1,bireysel,0,Null,1,0,Null
1,cankaya universitesi turk halk muzigi ve turk sanat muzigi korosu,0,yok,0,Null,0,0,Null
1,halkla iliskiler ve tanitim kulubu,0,yok,0,Null,1,0,Null
1,serbest kursu toplulugu,0,yok,0,Null,1,1,"startup duzeyine gecmemis olsa da, universitemizde aldigim entrpreneurship business model design dersi kapsaminda, uzerinde calistigimiz bir proje bulunmakta. projemiz saglik turizmi icin online pazaryeri olarak tanimlanabilir."
0,Null,0,yok,0,Null,1,1,isportacilik
1,"mimarlik klubu ,muzik klubu",0,yok,0,Null,1,0,Null
1,istanbul lisesi ekonomi kulubu,0,yok,1,losev,0,1,farkli sektor ve sirketlerde stajyerlik yaptim. 2015 mart ayinda girisimcilik sertifikami aldim
1,yeditepe women in business,0,yok,0,Null,0,0,Null
1,brand club,0,yok,0,Null,1,1,baskent universitesi on kulucka merkezinin yapmis oldugu yarismaya anestezi alaninda yazilimsal bakis adli proje ile on elemeleri gecip finallere katilmis bulunuyorum.
0,Null,0,yok,0,Null,1,0,Null
1,ultraslan uni taraftr klubune uyeyim,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,eko-finans kulubu,0,yok,0,Null,1,1,emlak sektoru uzerinden bir girisimim var.
1,"tiyatro, beslenme ve diyetetik, okanli galatasaraylilar",0,yok,0,Null,0,0,Null
1,ieee ve girisimcilik kulubu,0,yok,0,Null,0,0,Null
1,yeditepe isletme kulubu,1,bireysel,0,Null,0,0,Null
1,turkiye endustri muhendisligi topluluklari birligi,0,yok,0,losev,0,0,Null
1,istanbul arel universitesi uluslararasi ticaret ve finans kulubu,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,1,1,"okudugum lise 20 yilli askin tarihi olan fakat kurumsal kulturunu kaybetmis bir liseydi. okudugum yillarda 2. siniftan itibaren bu kurumsal kultur meselesi kafama takilmisti. bende okulun 25ci yilinda bir kurumsallasmaya gitme teklifi sundum. ogrenci temsilciligi secimlerini kazandim. devlet okulundan bir marka yaratmayi denedim. okul logosunu kullanarak cesitli urunler urettik ve bunlari talebe sunduk. zamaninda bu girisimimi okul aile birligine kaptirmam ise ilk girisimcilik basarisizligim olmustur. okulda bir talep olusturup, bu talebi il disindan sirketlerle bir lise ogrencisi olarak karsilamaya calismistim. talep dogrultusunda donen para buyuyunce ne yazik ki 18 yasindan kucuk olmanin dezavantajiyla karsilastik. okul aile birligi kendi capimizda resmi olmayan sirketimize el koydu ve kendileri bu girisimi yurutmeye calisti. ne yazik ki kendileri devraldiktan bir sene sonra isi yurutemediler, kaybeden yine bizim emegimiz oldu. ama bu deneyim bana daha o yillarda cok sey ogretti. girisimcilik eger ayaga kalkmak ise dusmeyi bilmek gerekiyormus. dusmekten korkmak ayaga kalkmak ve yol almak icin bir insanin onundeki en buyuk engeldir. bu yuzden bu basarisizligimla gurur duyarim. cunku bu surecte para kazanmamis olabilirim ama paha bicilemez deneyimler kazandim."
1,bilkent ieee,0,yok,0,Null,0,0,Null
1,munazara kulubu,0,yok,0,Null,0,1,"girisimci olmak istedigim icin kollari sivayip basarisiz olmak icin birkac yol ogrendim. sirket ici girisimcilik adina bir sirketin yeni bir projesinde satis denemesi yaptim, olmadi. baska bir proje icin siyasi partilere gittik, olmadi. odtude hackathona katildik, az kalsin oluyordu, yine olmadi. :"
0,Null,0,yok,0,Null,1,1,kendim tasarladigim bazi oyuncak ve objeleri pazarliyodum
1,siyaset kulubu,0,yok,0,Null,0,0,Null
1,girisimcilik ve kariyer,0,yok,0,Null,1,1,okul yil bololari duzenledim ve organizasyonun birinci derece sorumlu olarak gorev yaptim.. bir yillik dershane yurt parami ve okul hacligimi cikardim kendi paramla odedim
1,elt club,0,yok,0,Null,0,1,kulubumuzde conversation club adi altinda bir olusumun hayata gecmesini sagladim. bu olusum icerisinde ogrencilerin ingilizce konusmalarina imkan saglayacak oturumlar duzenliyoruz.
0,Null,0,yok,0,Null,1,0,Null
1,girisimcilik kulubu,0,yok,0,Null,1,1,dogal urunler adina ciftciyle tuketici arasinda kopru olacak bir e-ticaret sitesi
1,"spor kulubu, hukuk kulubu, isletme kulubu",1,bireysel,0,Null,0,0,Null
0,Null,0,yok,1,osev vakfi,1,1,"sogla akademi, kariyerist kariyer ve girisimcilik merkezi egitim programlarindan mezun oldum. suanda sinemia.com da calisiyorum yeditepe universitesinde girisimcilik uzerine yuksek lisans da yapiyorum, %100 egitim bursu kazanmam durumunda ozyegin universitesi girisimcilik yuksek lisansina baslayacagim. son olarak, bir fikrimi pivot etme asamasindayim, 4 ay icinde hayata gecirme hedefim var."
0,Null,1,bireysel,0,Null,0,0,Null
1,international forestry students association,0,yok,0,Null,1,1,"mega grup bilisim adindaki uluslar arasi network marketing sirketinde kisisel gelisim ve satis ekibi kurma ve yonetme egitimi alarak, vizyoner nsanlardan yapilan yapilmasi beklenen ve planlanan yatirimlar hakkinda bilgi alip bu yatirimlari gerceklestirmek."
1,make a wish,0,yok,0,Null,0,0,Null
1,basin yayin kulubu,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
0,Null,1,bireysel,0,Null,1,1,"bircok girisimcilik deneyislerim oldu.. butik dukyan,degisik pazarlama stratejisiyle gida sektoru .."
0,Null,0,yok,0,Null,0,0,Null
1,robotik kulubu-turk tarihi ve turk kulturu kulubu,0,yok,0,Null,1,1,lise de ingilizce kitaplarinin ucretlerinin pahali olmasindan dolayi disardan baska bir yer ile anlasip okuldaki ogrencilere satmistim.
1,tema /losev,0,yok,0,Null,0,0,Null
0,Null,0,yok,1,eysa eurodesk,0,0,Null
1,"politik dusunce kulubu, toplumsal duyarlilik projesi",0,yok,0,Null,0,0,Null
