index2,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
10448,2014,42.0,erkek,1992/05/25,adana,Null,1
10449,2014,32.0,erkek,1989/10/10,samsun,ankara,1
10450,2014,32.0,erkek,1993/06/07,konya,istanbul,2
10451,2014,44.0,erkek,1991/01/01,Null,antalya,1
10452,2014,14.0,erkek,1990/01/25,Null,Null,10
10453,2014,16.0,erkek,1993/01/23,mersin,izmir,3
10454,2014,50.0,erkek,1995/07/20,burdur,izmir,1
10455,2014,34.0,erkek,1992/02/20,manisa,manisa,3
10456,2014,14.0,erkek,1994/07/04,konya,konya,3
10457,2014,24.0,erkek,1992/06/01,tokat,istanbul,1
10458,2014,52.0,erkek,1994/06/05,samsun,samsun,Null
10459,2014,42.0,erkek,1991/02/13,Null,denizli,3
10460,2014,38.0,erkek,1991/09/02,ankara,istanbul,0
10461,2014,12.0,erkek,1991/10/18,kirikkale,bursa,1
10462,2014,28.0,erkek,1994/01/18,balikesir,balikesir,Null
10463,2014,26.0,erkek,1993/07/14,Null,istanbul,3
10464,2014,16.0,erkek,1993/06/15,sanliurfa,sanliurfa,Null
10465,2014,8.0,erkek,1994/01/25,bingol,diyarbakir,Null
10466,2014,52.0,erkek,1993/12/05,denizli,izmir,3
10467,2014,61.0,erkek,1991/06/11,aksaray,gaziantep,3
10468,2014,28.0,erkek,1992/01/01,balikesir,manisa,1
10469,2014,40.0,erkek,1991/09/03,kayseri,izmir,2
10470,2014,28.0,erkek,1995/10/05,aksaray,istanbul,Null
10471,2014,22.0,erkek,1992/01/02,konya,konya,1
10472,2014,38.0,erkek,1993/04/11,erzurum,bursa,3
10473,2014,24.0,erkek,1992/10/04,Null,adana,3
10474,2014,18.0,erkek,1994/09/12,Null,kirsehir,1
10475,2014,22.0,erkek,1991/10/18,kars,ankara,3
10476,2014,36.0,kadin,1993/06/06,sakarya,sakarya,2
10477,2014,34.0,erkek,1995/09/25,istanbul,istanbul,7
10478,2014,44.0,kadin,1980/01/06,Null,bursa,3
10479,2014,8.0,erkek,1994/06/01,konya,konya,2
10480,2014,60.0,erkek,1993/10/05,istanbul,istanbul,1
10481,2014,22.0,erkek,1993/10/18,Null,istanbul,1
10482,2014,10.0,erkek,1994/08/14,izmir,istanbul,2
10483,2014,22.0,erkek,1994/01/14,denizli,istanbul,2
10484,2014,12.0,erkek,1990/10/23,istanbul,istanbul,1
10485,2014,30.0,erkek,1993/05/24,sanliurfa,sanliurfa,Null
10486,2014,12.0,erkek,1992/07/10,erzurum,erzurum,5
10487,2014,36.0,erkek,1991/09/28,istanbul,istanbul,2
10488,2014,12.0,erkek,1992/11/24,Null,ankara,3
10489,2014,29.0,erkek,1992/06/08,istanbul,istanbul,2
10490,2014,16.0,erkek,1993/06/01,kutahya,izmir,3
10491,2014,38.0,erkek,1995/07/14,Null,istanbul,2
10492,2014,29.0,erkek,1994/09/05,nigde,adana,3
10493,2014,14.0,erkek,1990/11/25,sivas,eskisehir,2
10494,2014,20.0,erkek,1993/08/10,istanbul,izmir,1
10495,2014,20.0,erkek,1994/08/26,Null,istanbul,2
10496,2014,21.0,erkek,1992/07/27,antalya,kirikkale,1
10497,2014,28.0,erkek,1993/04/14,konya,istanbul,2
10498,2014,28.0,erkek,1995/09/02,Null,istanbul,Null
10499,2014,62.0,erkek,1991/01/11,mugla,ankara,1
10500,2014,18.0,erkek,1991/01/01,Null,erzurum,2
10501,2014,22.0,erkek,1993/06/05,denizli,denizli,2
10502,2014,22.0,erkek,1994/12/13,adiyaman,adiyaman,2
10503,2014,16.0,erkek,1992/10/25,konya,konya,3
10504,2014,24.0,erkek,1994/06/16,konya,izmir,1
10505,2014,46.0,erkek,1993/03/11,Null,istanbul,2
10506,2014,38.0,erkek,1994/06/08,Null,rize,0
10507,2014,38.0,erkek,1992/06/06,Null,ankara,3
10508,2014,12.0,erkek,1995/03/02,istanbul,istanbul,2
10509,2014,34.0,erkek,1992/10/25,balikesir,istanbul,3
10510,2014,12.0,erkek,1992/04/17,istanbul,istanbul,2
10511,2014,16.0,erkek,1992/01/10,Null,afyonkarahisar,2
10512,2014,32.0,erkek,1992/09/23,istanbul,istanbul,2
10513,2014,20.0,erkek,1991/11/13,bursa,Null,1
10514,2014,12.0,erkek,1990/12/17,bursa,istanbul,1
10515,2014,40.0,erkek,1995/01/11,giresun,istanbul,1
10516,2014,24.0,erkek,1990/09/02,Null,elazig,6
10517,2014,32.0,erkek,1994/04/16,corum,duzce,1
10518,2014,24.0,erkek,1993/07/26,ankara,istanbul,1
10519,2014,16.0,erkek,1992/03/16,yozgat,istanbul,2
10520,2014,32.0,kadin,1994/03/30,istanbul,istanbul,Null
10521,2014,38.0,erkek,1994/02/17,igdir,kocaeli,4
10522,2014,36.0,erkek,1992/11/24,kirikkale,Null,2
10523,2014,12.0,erkek,1990/08/31,aydin,eskisehir,2
10524,2014,45.0,erkek,1993/04/11,ankara,istanbul,2
10525,2014,26.0,erkek,1992/04/09,kahramanmaras,kahramanmaras,3
10526,2014,16.0,erkek,1991/11/20,nevsehir,nevsehir,4
10527,2014,22.0,erkek,1992/01/01,Null,ankara,2
10528,2014,34.0,erkek,1994/10/20,Null,istanbul,3
10529,2014,50.0,erkek,1993/04/25,izmir,izmir,1
10530,2014,14.0,erkek,1991/01/02,Null,izmir,1
10531,2014,48.0,erkek,1992/04/07,kocaeli,izmir,1
10532,2014,34.0,erkek,1992/07/07,kayseri,istanbul,1
10533,2014,34.0,erkek,1990/07/15,Null,istanbul,1
10534,2014,32.0,erkek,1992/10/14,Null,istanbul,3
10535,2014,16.0,erkek,1991/01/01,erzurum,sakarya,5
10536,2014,28.0,erkek,1988/01/27,sinop,Null,3
10537,2014,42.0,erkek,1970/03/09,kirikkale,kirikkale,1
10538,2014,44.0,erkek,1991/02/16,gaziantep,istanbul,Null
10539,2014,32.0,erkek,1991/10/24,istanbul,istanbul,Null
10540,2014,45.0,erkek,1992/08/14,kayseri,istanbul,1
10541,2014,18.0,erkek,1993/10/03,manisa,ankara,1
10542,2014,34.0,erkek,1995/08/22,istanbul,istanbul,Null
10543,2014,49.0,erkek,1994/06/06,malatya,izmir,2
10544,2014,26.0,erkek,1991/01/20,usak,usak,3
10545,2014,26.0,erkek,1991/01/09,gumushane,istanbul,2
10546,2014,18.0,erkek,1991/05/22,sivas,istanbul,2
10547,2014,44.0,erkek,1994/02/26,bursa,istanbul,0
10548,2014,16.0,erkek,1992/01/29,samsun,istanbul,2
10549,2014,14.0,erkek,1995/03/31,ankara,istanbul,Null
10550,2014,28.0,kadin,1989/08/26,mersin,mersin,11
10551,2014,32.0,erkek,1993/02/04,ankara,trabzon,1
10552,2014,32.0,erkek,1995/11/17,samsun,samsun,1
10553,2014,16.0,erkek,1989/09/29,istanbul,istanbul,1
10554,2014,32.0,erkek,1993/02/22,adana,adana,1
10555,2014,14.0,erkek,1991/06/13,bursa,ankara,1
10556,2014,22.0,erkek,1992/10/02,ankara,istanbul,2
10557,2014,26.0,erkek,1993/10/08,kahramanmaras,kayseri,3
10558,2014,12.0,erkek,1991/11/15,antalya,izmir,0
10559,2014,32.0,erkek,1993/03/05,Null,ankara,2
10560,2014,24.0,erkek,1995/01/04,ankara,ankara,0
10561,2014,26.0,erkek,1994/02/14,Null,istanbul,3
10562,2014,27.0,erkek,1992/06/04,adana,istanbul,1
10563,2014,24.0,erkek,1994/10/21,bartin,bartin,2
10564,2014,16.0,erkek,1992/09/05,ordu,trabzon,2
10565,2014,31.0,erkek,1992/09/15,konya,antalya,3
10566,2014,17.0,erkek,1993/06/02,Null,bursa,1
10567,2014,16.0,erkek,1992/04/07,ardahan,van,3
10568,2014,21.0,erkek,1992/02/02,izmir,istanbul,1
10569,2014,47.0,erkek,1993/09/04,Null,istanbul,3
10570,2014,10.0,erkek,1995/08/02,malatya,malatya,Null
10571,2014,54.0,erkek,1995/01/25,Null,istanbul,Null
10572,2014,22.0,erkek,1992/06/29,ankara,istanbul,2
10573,2014,12.0,erkek,1994/01/01,Null,istanbul,3
10574,2014,18.0,erkek,1992/06/26,istanbul,karabuk,Null
10575,2014,8.0,erkek,1994/07/25,Null,bursa,2
10576,2014,16.0,erkek,1994/10/20,Null,izmir,7
10577,2014,14.0,erkek,1990/05/26,Null,konya,4
10578,2014,12.0,erkek,1994/10/13,Null,istanbul,1
10579,2014,18.0,erkek,1987/03/14,hatay,mugla,1
10580,2014,12.0,erkek,1994/04/05,Null,istanbul,3
10581,2014,20.0,erkek,1993/06/13,Null,istanbul,6
10582,2014,34.0,erkek,1993/01/01,kirklareli,istanbul,1
10583,2014,12.0,erkek,1990/07/21,sivas,istanbul,6
10584,2014,50.0,kadin,1991/04/05,mus,istanbul,1
10585,2014,34.0,kadin,1995/09/25,antalya,antalya,1
10586,2014,27.0,kadin,1994/09/20,manisa,istanbul,2
10587,2014,46.0,kadin,1994/05/20,tokat,istanbul,2
10588,2014,39.0,erkek,1992/03/12,Null,istanbul,2
10589,2014,27.0,erkek,1992/04/01,gumushane,istanbul,3
10590,2014,28.0,kadin,1992/02/20,ankara,ankara,1
10591,2014,34.0,erkek,1992/06/07,Null,istanbul,0
10592,2014,24.0,erkek,1992/08/06,giresun,giresun,2
10593,2014,46.0,erkek,1970/01/01,manisa,manisa,2
10594,2014,44.0,kadin,1994/04/18,hatay,Null,2
10595,2014,18.0,kadin,1993/08/05,Null,istanbul,1
10596,2014,18.0,kadin,1993/07/25,karaman,ankara,3
10597,2014,22.0,kadin,1994/07/21,Null,mersin,4
10598,2014,28.0,kadin,1988/01/11,istanbul,istanbul,2
10599,2014,32.0,kadin,1995/05/11,mersin,istanbul,0
10600,2014,24.0,kadin,1992/06/03,Null,istanbul,3
10601,2014,24.0,kadin,1992/09/09,Null,ankara,3
10602,2014,46.0,kadin,1993/03/04,ankara,kocaeli,Null
10603,2014,26.0,kadin,1995/01/01,istanbul,istanbul,3
10604,2014,16.0,erkek,1994/12/05,Null,bursa,4
10605,2014,38.0,erkek,1988/01/15,manisa,istanbul,1
10606,2014,14.0,erkek,1987/11/13,manisa,aydin,2
10607,2014,22.0,erkek,1995/06/18,istanbul,istanbul,2
10608,2014,34.0,kadin,1986/09/22,mersin,mersin,1
10609,2014,46.0,kadin,1991/03/07,aydin,izmir,Null
10610,2014,48.0,kadin,1993/03/24,bursa,bursa,1
10611,2014,66.0,kadin,1991/11/17,antalya,antalya,Null
10612,2014,28.0,kadin,1994/10/12,izmir,zonguldak,2
10613,2014,24.0,kadin,1995/01/02,samsun,kirsehir,2
10614,2014,36.0,kadin,1992/08/27,diyarbakir,izmir,Null
10615,2014,24.0,kadin,1993/04/13,ankara,ankara,2
10616,2014,41.0,kadin,1994/01/01,tokat,istanbul,1
10617,2014,22.0,kadin,1994/11/20,bursa,bursa,2
10618,2014,22.0,kadin,1994/07/18,Null,istanbul,Null
10619,2014,26.0,kadin,1992/04/27,eskisehir,istanbul,2
10620,2014,22.0,kadin,1992/05/05,izmir,izmir,3
10621,2014,42.0,kadin,1993/07/22,manisa,manisa,1
10622,2014,24.0,kadin,1993/09/15,istanbul,istanbul,0
10623,2014,47.0,kadin,1993/09/12,istanbul,istanbul,5
10624,2014,22.0,kadin,1993/01/01,ankara,istanbul,1
10625,2014,42.0,kadin,1991/01/12,agri,izmir,6
10626,2014,23.0,kadin,1992/12/13,elazig,malatya,4
10627,2014,34.0,kadin,1991/02/21,Null,adana,3
10628,2014,24.0,erkek,1992/06/11,istanbul,adana,2
10629,2014,18.0,erkek,1994/08/03,tekirdag,istanbul,1
10630,2014,48.0,erkek,1992/03/19,Null,istanbul,1
10631,2014,34.0,erkek,1994/01/10,ordu,ankara,Null
10632,2014,14.0,erkek,1994/02/23,kirklareli,istanbul,1
10633,2014,34.0,erkek,1993/02/26,manisa,kocaeli,1
10634,2014,14.0,erkek,1989/07/05,Null,kocaeli,2
10635,2014,30.0,kadin,1992/11/14,malatya,istanbul,2
10636,2014,44.0,erkek,1992/07/20,diyarbakir,istanbul,1
10637,2014,24.0,erkek,1993/01/21,erzurum,erzurum,7
10638,2014,14.0,erkek,1993/01/11,Null,istanbul,2
10639,2014,12.0,erkek,1992/01/14,Null,istanbul,5
10640,2014,32.0,kadin,1992/04/11,Null,sivas,2
10641,2014,26.0,kadin,1991/08/28,Null,istanbul,Null
10642,2014,42.0,kadin,1993/09/07,istanbul,diyarbakir,1
10643,2014,28.0,kadin,1994/01/13,Null,istanbul,1
10644,2014,26.0,kadin,1995/02/26,konya,konya,1
10645,2014,62.0,kadin,1994/09/09,ankara,Null,1
10646,2014,29.0,kadin,1993/11/27,istanbul,istanbul,2
10647,2014,40.0,kadin,1995/10/16,ankara,izmir,0
10648,2014,38.0,kadin,1991/01/15,Null,mugla,2
10649,2014,70.0,kadin,1993/06/09,usak,istanbul,2
10650,2014,58.0,kadin,1993/07/01,ankara,istanbul,2
10651,2014,38.0,kadin,1992/07/08,istanbul,istanbul,2
10652,2014,34.0,kadin,1990/03/26,gaziantep,mersin,1
10653,2014,14.0,erkek,1992/03/15,diyarbakir,balikesir,2
10654,2014,22.0,kadin,1994/05/22,Null,bartin,2
10655,2014,48.0,erkek,1992/09/16,balikesir,izmir,2
10656,2014,8.0,erkek,1995/03/02,izmir,izmir,1
10657,2014,8.0,erkek,1994/09/27,bursa,ankara,2
10658,2014,47.0,erkek,1991/06/28,aydin,izmir,1
10659,2014,22.0,erkek,1992/11/30,corum,bursa,2
10660,2014,30.0,erkek,1993/09/29,hatay,hatay,5
10661,2014,47.0,erkek,1993/11/12,Null,kocaeli,6
10662,2014,18.0,erkek,1995/05/31,Null,istanbul,2
10663,2014,16.0,erkek,1992/03/30,Null,kocaeli,1
10664,2014,44.0,kadin,1995/07/28,erzincan,ankara,4
10665,2014,44.0,erkek,1992/01/14,sivas,ankara,3
10666,2014,12.0,erkek,1991/07/12,gaziantep,istanbul,4
10667,2014,14.0,erkek,1989/06/14,Null,mersin,Null
10668,2014,28.0,kadin,1970/01/01,zonguldak,istanbul,0
10669,2014,18.0,erkek,1993/01/02,karaman,istanbul,2
10670,2014,12.0,erkek,1994/05/17,nevsehir,izmir,1
10671,2014,14.0,erkek,1992/10/21,Null,istanbul,0
10672,2014,18.0,erkek,1990/06/23,sivas,ankara,2
10673,2014,38.0,kadin,1992/07/31,Null,isparta,5
10674,2014,14.0,erkek,1994/07/06,manisa,afyonkarahisar,2
10675,2014,14.0,erkek,1995/06/12,Null,Null,Null
10676,2014,16.0,erkek,1990/03/12,artvin,izmir,3
10677,2014,14.0,erkek,1993/04/15,manisa,manisa,2
10678,2014,34.0,kadin,1991/08/05,eskisehir,eskisehir,1
10679,2014,58.0,kadin,1994/03/11,Null,istanbul,2
10680,2014,18.0,kadin,1995/09/20,Null,izmir,Null
10681,2014,24.0,kadin,1991/04/12,ankara,mersin,3
10682,2014,22.0,kadin,1993/06/28,Null,ankara,2
10683,2014,48.0,kadin,1991/01/02,bursa,kocaeli,1
10684,2014,20.0,kadin,1995/03/17,adana,istanbul,1
10685,2014,28.0,kadin,1994/08/18,Null,istanbul,2
10686,2014,50.0,kadin,1993/01/05,tokat,izmir,0
10687,2014,22.0,kadin,1991/03/29,sivas,istanbul,5
10688,2014,44.0,kadin,1994/01/01,ankara,antalya,1
10689,2014,18.0,kadin,1991/02/06,rize,istanbul,4
10690,2014,22.0,kadin,1992/03/16,manisa,istanbul,Null
10691,2014,30.0,kadin,1992/01/04,diyarbakir,istanbul,3
10692,2014,28.0,kadin,1995/11/20,zonguldak,zonguldak,1
10693,2014,69.0,kadin,1991/09/30,ankara,manisa,2
10694,2014,35.0,kadin,1992/07/02,erzurum,istanbul,4
10695,2014,32.0,kadin,1993/03/03,isparta,eskisehir,3
10696,2014,30.0,kadin,1992/12/17,adana,izmir,2
10697,2014,24.0,kadin,1994/04/03,aydin,mersin,Null
10698,2014,24.0,kadin,1989/10/02,sanliurfa,istanbul,5
10699,2014,51.0,kadin,1994/05/25,Null,mugla,1
10700,2014,24.0,kadin,1992/06/01,Null,mersin,0
10701,2014,30.0,kadin,1992/11/27,ankara,ankara,2
10702,2014,22.0,kadin,1994/08/05,istanbul,istanbul,2
10703,2014,32.0,kadin,1993/02/05,Null,zonguldak,Null
10704,2014,44.0,kadin,1993/05/13,gaziantep,antalya,2
10705,2014,52.0,kadin,1994/02/18,denizli,istanbul,1
10706,2014,28.0,kadin,1993/07/21,elazig,elazig,3
10707,2014,62.0,kadin,1991/01/15,Null,izmir,1
10708,2014,28.0,kadin,1994/04/19,karabuk,eskisehir,4
10709,2014,24.0,kadin,1992/04/28,diyarbakir,istanbul,5
10710,2014,52.0,kadin,1995/05/13,Null,gaziantep,4
10711,2014,24.0,kadin,1995/02/13,bursa,mugla,1
10712,2014,46.0,kadin,1995/06/14,bursa,bursa,Null
10713,2014,18.0,kadin,1990/01/01,Null,mersin,6
10714,2014,49.0,kadin,1991/09/13,kayseri,izmir,3
10715,2014,18.0,kadin,1992/06/12,Null,denizli,1
10716,2014,34.0,kadin,1991/07/06,rize,izmir,4
10717,2014,38.0,kadin,1992/11/13,Null,antalya,5
10718,2014,22.0,kadin,1991/02/10,istanbul,istanbul,3
10719,2014,26.0,kadin,1995/07/03,mus,aydin,3
10720,2014,20.0,kadin,1970/01/01,antalya,antalya,2
10721,2014,24.0,kadin,1992/08/03,erzurum,erzurum,2
10722,2014,28.0,kadin,1991/04/29,adiyaman,izmir,Null
10723,2014,34.0,kadin,1994/02/02,Null,ankara,2
10724,2014,43.0,kadin,1992/09/28,kayseri,istanbul,1
10725,2014,20.0,kadin,1994/08/03,samsun,samsun,2
10726,2014,29.0,kadin,1992/05/14,usak,usak,Null
10727,2014,24.0,kadin,1988/09/27,Null,mersin,1
10728,2014,44.0,kadin,1991/07/12,istanbul,balikesir,1
10729,2014,60.0,kadin,1992/07/01,trabzon,tekirdag,1
10730,2014,42.0,kadin,1995/01/02,karaman,izmir,3
10731,2014,18.0,kadin,1995/09/07,manisa,antalya,2
10732,2014,18.0,kadin,1992/03/05,osmaniye,osmaniye,2
10733,2014,29.0,kadin,1992/05/28,ankara,ankara,2
10734,2014,18.0,kadin,1980/02/03,bursa,adana,1
10735,2014,46.0,kadin,1970/01/01,bolu,sivas,3
10736,2014,24.0,kadin,1994/08/23,istanbul,istanbul,Null
10737,2014,36.0,kadin,1991/06/02,yalova,istanbul,1
10738,2014,24.0,kadin,1994/09/04,istanbul,bursa,2
10739,2014,30.0,kadin,1991/09/24,Null,ankara,2
10740,2014,28.0,kadin,1993/10/18,manisa,eskisehir,1
10741,2014,40.0,kadin,1993/07/27,istanbul,istanbul,1
10742,2014,30.0,kadin,1992/03/16,erzurum,istanbul,Null
10743,2014,32.0,kadin,1995/01/01,denizli,istanbul,1
10744,2014,18.0,kadin,1993/05/25,eskisehir,eskisehir,1
10745,2014,66.0,kadin,1993/07/04,Null,istanbul,1
10746,2014,22.0,kadin,1994/09/05,Null,kastamonu,4
10747,2014,30.0,kadin,1994/12/21,Null,Null,Null
10748,2014,24.0,kadin,1993/02/04,Null,istanbul,3
10749,2014,22.0,kadin,1993/07/26,zonguldak,adana,2
10750,2014,46.0,kadin,1993/12/17,ordu,kocaeli,4
10751,2014,28.0,kadin,1991/02/10,istanbul,istanbul,3
10752,2014,22.0,kadin,1995/04/16,ankara,istanbul,1
10753,2014,38.0,kadin,1991/11/18,Null,istanbul,2
10754,2014,34.0,kadin,1992/09/24,Null,ankara,0
10755,2014,30.0,kadin,1994/09/25,istanbul,adana,2
10756,2014,34.0,kadin,1993/01/11,elazig,elazig,1
10757,2014,50.0,kadin,1995/03/14,bursa,bursa,2
10758,2014,24.0,kadin,1993/01/01,Null,kayseri,1
10759,2014,28.0,kadin,1991/02/08,mugla,istanbul,2
10760,2014,36.0,kadin,1993/04/17,malatya,bursa,4
10761,2014,36.0,erkek,1991/01/12,antalya,eskisehir,0
10762,2014,46.0,erkek,1993/04/14,antalya,antalya,Null
10763,2014,46.0,erkek,1990/08/22,adana,adana,4
10764,2014,34.0,erkek,1991/08/06,amasya,amasya,3
10765,2014,22.0,kadin,1995/08/23,istanbul,istanbul,2
10766,2014,39.0,erkek,1991/09/17,Null,istanbul,3
10767,2014,24.0,kadin,1992/08/04,samsun,Null,1
10768,2014,22.0,erkek,1995/02/05,siirt,istanbul,4
10769,2014,12.0,erkek,1992/11/18,Null,Null,Null
10770,2014,26.0,erkek,1991/10/01,istanbul,Null,1
10771,2014,30.0,erkek,1994/05/11,diyarbakir,Null,2
10772,2014,22.0,kadin,1991/07/20,corum,izmir,2
10773,2014,18.0,kadin,1991/09/29,mersin,ankara,0
10774,2014,8.0,erkek,1990/06/22,tokat,izmir,1
10775,2014,31.0,erkek,1993/01/01,burdur,istanbul,1
10776,2014,44.0,erkek,1992/01/24,sivas,eskisehir,1
10777,2014,28.0,erkek,1991/03/02,Null,Null,Null
10778,2014,8.0,erkek,1995/08/29,Null,istanbul,1
10779,2014,36.0,erkek,1992/10/01,sinop,istanbul,1
10780,2014,24.0,kadin,1993/05/14,istanbul,istanbul,3
10781,2014,40.0,kadin,1992/03/22,istanbul,istanbul,2
10782,2014,34.0,kadin,1992/06/22,ordu,kayseri,1
10783,2014,32.0,kadin,1992/03/28,adana,adana,3
10784,2014,42.0,kadin,1992/03/28,erzurum,ankara,2
10785,2014,26.0,kadin,1992/09/13,Null,istanbul,8
10786,2014,22.0,kadin,1995/03/26,izmir,sivas,0
10787,2014,58.0,kadin,1993/09/26,Null,diyarbakir,9
10788,2014,29.0,erkek,1992/11/24,konya,konya,3
10789,2014,21.0,erkek,1994/07/07,mardin,istanbul,8
10790,2014,8.0,erkek,1995/06/27,mus,Null,4
10791,2014,14.0,erkek,1995/09/04,Null,mugla,1
10792,2014,24.0,kadin,1970/01/01,adana,adana,2
10793,2014,24.0,erkek,1994/03/15,sivas,kahramanmaras,3
10794,2014,16.0,erkek,1991/08/17,diyarbakir,gaziantep,1
10795,2014,12.0,erkek,1993/12/11,istanbul,istanbul,1
10796,2014,36.0,erkek,1993/05/14,Null,izmir,2
10797,2014,32.0,kadin,1991/01/05,trabzon,trabzon,Null
10798,2014,46.0,kadin,1992/09/02,zonguldak,istanbul,1
10799,2014,24.0,kadin,1993/08/18,aydin,Null,2
10800,2014,40.0,kadin,1992/11/18,karabuk,Null,2
10801,2014,12.0,erkek,1994/05/19,bitlis,Null,4
10802,2014,14.0,erkek,1994/01/01,agri,antalya,8
10803,2014,14.0,erkek,1995/09/12,siirt,Null,5
10804,2014,22.0,erkek,1995/01/07,istanbul,ankara,1
10805,2014,16.0,erkek,1994/09/30,bursa,Null,1
10806,2014,23.0,erkek,1994/08/08,sanliurfa,sanliurfa,1
10807,2014,44.0,kadin,1991/09/20,Null,Null,3
10808,2014,24.0,erkek,1993/06/07,kayseri,ankara,1
10809,2014,30.0,erkek,1993/04/09,Null,istanbul,1
10810,2014,44.0,erkek,1991/01/10,Null,canakkale,3
10811,2014,12.0,erkek,1993/04/06,ankara,izmir,1
10812,2014,12.0,erkek,1992/01/01,Null,Null,3
10813,2014,22.0,erkek,1995/06/02,diyarbakir,diyarbakir,4
10814,2014,48.0,erkek,1991/01/21,tokat,eskisehir,0
10815,2014,16.0,erkek,1993/07/15,hatay,hatay,1
10816,2014,14.0,erkek,1991/02/01,Null,mus,6
10817,2014,24.0,erkek,1994/01/31,Null,Null,7
10818,2014,36.0,kadin,1991/06/19,izmir,izmir,0
10819,2014,12.0,erkek,1995/02/17,izmir,izmir,Null
10820,2014,14.0,erkek,1994/07/26,Null,izmir,1
10821,2014,14.0,erkek,1970/01/01,istanbul,istanbul,2
10822,2014,22.0,erkek,1993/04/25,Null,antalya,3
10823,2014,36.0,erkek,1994/12/05,istanbul,istanbul,2
10824,2014,40.0,erkek,1992/07/09,mersin,izmir,0
10825,2014,16.0,erkek,1992/06/25,eskisehir,eskisehir,Null
10826,2014,18.0,erkek,1993/02/08,balikesir,Null,1
10827,2014,56.0,erkek,1992/03/22,bursa,bursa,Null
10828,2014,36.0,erkek,1991/02/21,corum,Null,1
10829,2014,48.0,kadin,1994/04/05,mersin,Null,0
10830,2014,26.0,kadin,1991/07/28,izmir,istanbul,2
10831,2014,42.0,kadin,1995/05/25,afyonkarahisar,antalya,1
10832,2014,24.0,kadin,1994/09/12,Null,ankara,2
10833,2014,22.0,kadin,1990/02/07,Null,istanbul,Null
10834,2014,22.0,erkek,1992/06/15,kayseri,Null,6
10835,2014,43.0,erkek,1993/03/01,istanbul,istanbul,1
10836,2014,14.0,erkek,1993/07/14,bursa,Null,2
10837,2014,34.0,erkek,1991/08/12,istanbul,istanbul,Null
10838,2014,14.0,erkek,1995/07/13,istanbul,istanbul,2
10839,2014,27.0,erkek,1994/02/11,bursa,ankara,0
10840,2014,28.0,erkek,1992/07/01,izmir,izmir,0
10841,2014,26.0,erkek,1992/07/01,Null,zonguldak,1
10842,2014,22.0,erkek,1992/06/14,istanbul,istanbul,2
10843,2014,44.0,erkek,1994/04/21,balikesir,istanbul,1
10844,2014,38.0,erkek,1990/02/22,elazig,izmir,1
10845,2014,12.0,erkek,1992/07/03,zonguldak,adana,2
10846,2014,42.0,erkek,1995/12/05,trabzon,istanbul,4
10847,2014,16.0,erkek,1991/08/20,Null,Null,3
10848,2014,12.0,erkek,1995/11/05,adana,adana,3
10849,2014,17.0,erkek,1994/01/02,diyarbakir,diyarbakir,Null
10850,2014,39.0,erkek,1992/05/19,nevsehir,Null,3
10851,2014,12.0,erkek,1992/05/15,Null,Null,Null
10852,2014,22.0,erkek,1991/11/25,erzurum,Null,1
10853,2014,56.0,kadin,1991/03/07,Null,Null,1
10854,2014,18.0,kadin,1991/11/30,kutahya,kutahya,1
10855,2014,26.0,kadin,1995/06/06,istanbul,Null,4
10856,2014,52.0,erkek,1993/01/12,bolu,istanbul,1
10857,2014,40.0,erkek,1993/03/19,elazig,istanbul,2
10858,2014,22.0,kadin,1993/04/25,Null,edirne,2
10859,2014,40.0,kadin,1994/08/13,istanbul,Null,1
10860,2014,44.0,kadin,1991/10/05,istanbul,Null,0
10861,2014,32.0,kadin,1994/05/16,aydin,izmir,1
10862,2014,12.0,erkek,1990/07/12,istanbul,istanbul,3
10863,2014,20.0,erkek,1991/01/02,erzurum,istanbul,3
10864,2014,18.0,kadin,1970/10/05,agri,bursa,4
10865,2014,42.0,kadin,1993/02/22,denizli,istanbul,1
10866,2014,24.0,erkek,1993/11/30,kocaeli,Null,3
10867,2014,38.0,erkek,1987/01/23,sivas,istanbul,2
10868,2014,18.0,erkek,1993/08/11,Null,erzincan,2
10869,2014,20.0,erkek,1992/03/05,Null,istanbul,6
10870,2014,44.0,erkek,1993/06/04,diyarbakir,trabzon,3
10871,2014,42.0,kadin,1991/05/22,Null,Null,2
10872,2014,46.0,kadin,1992/07/25,ardahan,Null,Null
10873,2014,38.0,kadin,1993/04/19,giresun,isparta,1
10874,2014,60.0,kadin,1995/07/31,istanbul,istanbul,0
10875,2014,22.0,kadin,1993/04/17,edirne,istanbul,0
10876,2014,26.0,kadin,1992/01/19,istanbul,istanbul,2
10877,2014,46.0,kadin,1994/11/18,ankara,ankara,1
10878,2014,26.0,kadin,1994/08/20,adiyaman,adiyaman,4
10879,2014,24.0,erkek,1993/10/25,Null,hatay,2
10880,2014,18.0,erkek,1991/09/01,Null,sanliurfa,5
10881,2014,22.0,erkek,1993/02/07,bayburt,erzurum,1
10882,2014,34.0,kadin,1992/11/23,edirne,istanbul,1
10883,2014,49.0,kadin,1992/03/01,istanbul,istanbul,3
10884,2014,36.0,kadin,1993/02/05,diyarbakir,Null,5
10885,2014,32.0,kadin,1994/02/24,Null,istanbul,1
