index2,Universite Adi,Universite Turu
15120,istanbul universitesi,devlet
15121,anadolu universitesi,devlet
15122,kocaeli universitesi,devlet
15123,karadeniz teknik universitesi,devlet
15124,yalova universitesi,devlet
15125,namik kemal universitesi,devlet
15126,dokuz eylul universitesi,devlet
15127,ege universitesi,devlet
15128,hacettepe universitesi,devlet
15129,karadeniz teknik universitesi,devlet
15130,uludag universitesi,devlet
15131,gazi universitesi,devlet
15132,dokuz eylul universitesi,devlet
15133,gumushane universitesi,devlet
15134,gazi universitesi,devlet
15135,gaziantep universitesi,devlet
15136,ataturk universitesi,devlet
15137,sakarya universitesi,devlet
15138,bogazici universitesi,devlet
15139,hacettepe universitesi,devlet
15140,bogazici universitesi,devlet
15141,gumushane universitesi,devlet
15142,gumushane universitesi,devlet
15143,anadolu universitesi,devlet
15144,gaziantep universitesi,devlet
15145,bulent ecevit universitesi,devlet
15146,bogazici universitesi,devlet
15147,orta dogu teknik universitesi,devlet
15148,eskisehir osmangazi universitesi,devlet
15149,ege universitesi,devlet
15150,istanbul universitesi,devlet
15151,amasya universitesi,devlet
15152,kocaeli universitesi,devlet
15153,mehmet akif ersoy universitesi,devlet
15154,istanbul universitesi,devlet
15155,balikesir universitesi,devlet
15156,ataturk universitesi,devlet
15157,ataturk universitesi,devlet
15158,gaziosmanpasa universitesi,devlet
15159,adiyaman universitesi,devlet
15160,karabuk universitesi,devlet
15161,abdullah gul universitesi,devlet
15162,dokuz eylul universitesi,devlet
15163,istanbul universitesi,devlet
15164,gaziosmanpasa universitesi,devlet
15165,gazi universitesi,devlet
15166,erciyes universitesi,devlet
15167,yuzuncu yil universitesi,devlet
15168,uludag universitesi,devlet
15169,aksaray universitesi,devlet
15170,ataturk universitesi,devlet
15171,aksaray universitesi,devlet
15172,sakarya universitesi,devlet
15173,orta dogu teknik universitesi,devlet
15174,gazi universitesi,devlet
15175,selcuk universitesi,devlet
15176,suleyman demirel universitesi,devlet
15177,gazi universitesi,devlet
15178,gazi universitesi,devlet
15179,anadolu universitesi,devlet
15180,uludag universitesi,devlet
15181,anadolu universitesi,devlet
15182,cankiri karatekin universitesi,devlet
15183,marmara universitesi,devlet
15184,istanbul teknik universitesi,devlet
15185,ege universitesi,devlet
15186,selcuk universitesi,devlet
15187,istanbul universitesi,devlet
15188,adiyaman universitesi,devlet
15189,adiyaman universitesi,devlet
15190,erciyes universitesi,devlet
15191,kocaeli universitesi,devlet
15192,aksaray universitesi,devlet
15193,sakarya universitesi,devlet
15194,karabuk universitesi,devlet
15195,karabuk universitesi,devlet
15196,bitlis eren universitesi,devlet
15197,namik kemal universitesi,devlet
15198,bulent ecevit universitesi,devlet
15199,gazi universitesi,devlet
15200,mimar sinan guzel sanatlar,devlet
15201,dokuz eylul universitesi,devlet
15202,orta dogu teknik universitesi,devlet
15203,kocaeli universitesi,devlet
15204,yildiz teknik universitesi,devlet
15205,istanbul teknik universitesi,devlet
15206,yildiz teknik universitesi,devlet
15207,yildiz teknik universitesi,devlet
15208,celal bayar universitesi,devlet
15209,suleyman demirel universitesi,devlet
15210,karadeniz teknik universitesi,devlet
15211,yildiz teknik universitesi,devlet
15212,hacettepe universitesi,devlet
15213,gazi universitesi,devlet
15214,yildiz teknik universitesi,devlet
15215,istanbul universitesi,devlet
15216,balikesir universitesi,devlet
15217,istanbul universitesi,devlet
15218,gazi universitesi,devlet
15219,istanbul universitesi,devlet
15220,karabuk universitesi,devlet
15221,yildiz teknik universitesi,devlet
15222,firat universitesi,devlet
15223,dokuz eylul universitesi,devlet
15224,dumlupinar universitesi,devlet
15225,gebze yuksek teknoloji enstitusu,devlet
15226,bulent ecevit universitesi,devlet
15227,istanbul universitesi,devlet
15228,gaziantep universitesi,devlet
15229,karabuk universitesi,devlet
15230,akdeniz universitesi,devlet
15231,galatasaray universitesi,devlet
15232,cukurova universitesi,devlet
15233,erciyes universitesi,devlet
15234,hacettepe universitesi,devlet
15235,eskisehir osmangazi universitesi,devlet
15236,kocaeli universitesi,devlet
15237,duzce universitesi,devlet
15238,istanbul teknik universitesi,devlet
15239,istanbul teknik universitesi,devlet
15240,kirklareli universitesi,devlet
15241,ege universitesi,devlet
15242,ege universitesi,devlet
15243,ege universitesi,devlet
15244,celal bayar universitesi,devlet
15245,adnan menderes universitesi,devlet
15246,mef universitesi,devlet
15247,anadolu universitesi,devlet
15248,dicle universitesi,devlet
15249,gazi universitesi,devlet
15250,mehmet akif ersoy universitesi,devlet
15251,dokuz eylul universitesi,devlet
15252,selcuk universitesi,devlet
15253,istanbul universitesi,devlet
15254,dokuz eylul universitesi,devlet
15255,firat universitesi,devlet
15256,selcuk universitesi,devlet
15257,anadolu universitesi,devlet
15258,mersin universitesi,devlet
15259,uludag universitesi,devlet
15260,sakarya universitesi,devlet
15261,marmara universitesi,devlet
15262,eskisehir osmangazi universitesi,devlet
15263,karadeniz teknik universitesi,devlet
15264,trakya universitesi,devlet
15265,suleyman demirel universitesi,devlet
15266,sakarya universitesi,devlet
15267,firat universitesi,devlet
15268,firat universitesi,devlet
15269,dokuz eylul universitesi,devlet
15270,dumlupinar universitesi,devlet
15271,ataturk universitesi,devlet
15272,marmara universitesi,devlet
15273,gazi universitesi,devlet
15274,celal bayar universitesi,devlet
15275,istanbul universitesi,devlet
15276,istanbul teknik universitesi,devlet
15277,cumhuriyet universitesi,devlet
15278,nigde universitesi,devlet
15279,sakarya universitesi,devlet
15280,karabuk universitesi,devlet
15281,recep tayyip erdogan universitesi,devlet
15282,harran universitesi,devlet
15283,dumlupinar universitesi,devlet
15284,istanbul teknik universitesi,devlet
15285,orta dogu teknik universitesi,devlet
15286,ege universitesi,devlet
15287,orta dogu teknik universitesi,devlet
15288,gebze yuksek teknoloji enstitusu,devlet
15289,ataturk universitesi,devlet
15290,istanbul teknik universitesi,devlet
15291,karadeniz teknik universitesi,devlet
15292,amasya universitesi,devlet
15293,namik kemal universitesi,devlet
15294,suleyman demirel universitesi,devlet
15295,nigde universitesi,devlet
15296,mustafa kemal universitesi,devlet
15297,uludag universitesi,devlet
15298,eskisehir osmangazi universitesi,devlet
15299,istanbul universitesi,devlet
15300,yildiz teknik universitesi,devlet
15301,bulent ecevit universitesi,devlet
15302,sakarya universitesi,devlet
15303,karadeniz teknik universitesi,devlet
15304,dumlupinar universitesi,devlet
15305,bogazici universitesi,devlet
15306,ataturk universitesi,devlet
15307,sakarya universitesi,devlet
15308,ege universitesi,devlet
15309,bogazici universitesi,devlet
15310,istanbul universitesi,devlet
15311,ankara universitesi,devlet
15312,afyon kocatepe universitesi,devlet
15313,mimar sinan guzel sanatlar,devlet
15314,marmara universitesi,devlet
15315,dumlupinar universitesi,devlet
15316,trakya universitesi,devlet
15317,anadolu universitesi,devlet
15318,cumhuriyet universitesi,devlet
15319,kocaeli universitesi,devlet
15320,istanbul universitesi,devlet
15321,galatasaray universitesi,devlet
15322,bahcesehir universitesi,devlet
15323,bogazici universitesi,devlet
15324,ankara universitesi,devlet
15325,marmara universitesi,devlet
15326,orta dogu teknik universitesi,devlet
15327,eskisehir osmangazi universitesi,devlet
15328,firat universitesi,devlet
15329,cankiri karatekin universitesi,devlet
15330,suleyman demirel universitesi,devlet
15331,bayburt universitesi,devlet
15332,osmaniye korkut ata universitesi,devlet
15333,mehmet akif ersoy universitesi,devlet
15334,tunceli universitesi,devlet
15335,abant izzet baysal universitesi,devlet
15336,eskisehir osmangazi universitesi,devlet
15337,suleyman demirel universitesi,devlet
15338,bartin universitesi,devlet
15339,kocaeli universitesi,devlet
15340,firat universitesi,devlet
15341,cukurova universitesi,devlet
15342,ataturk universitesi,devlet
15343,selcuk universitesi,devlet
15344,karadeniz teknik universitesi,devlet
15345,dumlupinar universitesi,devlet
15346,karadeniz teknik universitesi,devlet
15347,erciyes universitesi,devlet
15348,istanbul teknik universitesi,devlet
15349,adnan menderes universitesi,devlet
15350,karabuk universitesi,devlet
15351,yildiz teknik universitesi,devlet
15352,erciyes universitesi,devlet
15353,amasya universitesi,devlet
15354,giresun universitesi,devlet
15355,dokuz eylul universitesi,devlet
15356,gebze yuksek teknoloji enstitusu,devlet
15357,mugla sitki kocman universitesi,devlet
15358,galatasaray universitesi,devlet
15359,karadeniz teknik universitesi,devlet
15360,ondokuz mayis universitesi,devlet
15361,celal bayar universitesi,devlet
15362,mehmet akif ersoy universitesi,devlet
15363,karabuk universitesi,devlet
15364,mersin universitesi,devlet
15365,sakarya universitesi,devlet
15366,erciyes universitesi,devlet
15367,istanbul universitesi,devlet
15368,ordu universitesi,devlet
15369,kocaeli universitesi,devlet
15370,karadeniz teknik universitesi,devlet
15371,ondokuz mayis universitesi,devlet
15372,yildiz teknik universitesi,devlet
15373,anadolu universitesi,devlet
15374,akdeniz universitesi,devlet
15375,hacettepe universitesi,devlet
15376,hacettepe universitesi,devlet
15377,bulent ecevit universitesi,devlet
15378,istanbul universitesi,devlet
15379,bogazici universitesi,devlet
15380,ataturk universitesi,devlet
15381,erciyes universitesi,devlet
15382,eskisehir osmangazi universitesi,devlet
15383,dokuz eylul universitesi,devlet
15384,akdeniz universitesi,devlet
15385,erciyes universitesi,devlet
15386,giresun universitesi,devlet
15387,ondokuz mayis universitesi,devlet
15388,gazi universitesi,devlet
15389,orta dogu teknik universitesi,devlet
15390,ankara universitesi,devlet
15391,canakkale onsekiz mart,devlet
15392,afyon kocatepe universitesi,devlet
15393,yildiz teknik universitesi,devlet
15394,kahramanmaras sutcu imam,devlet
15395,ege universitesi,devlet
15396,recep tayyip erdogan universitesi,devlet
15397,marmara universitesi,devlet
15398,gazi universitesi,devlet
15399,celal bayar universitesi,devlet
15400,gazi universitesi,devlet
15401,istanbul universitesi,devlet
15402,anadolu universitesi,devlet
15403,istanbul universitesi,devlet
15404,gebze yuksek teknoloji enstitusu,devlet
15405,istanbul teknik universitesi,devlet
15406,kastamonu universitesi,devlet
15407,eskisehir osmangazi universitesi,devlet
15408,istanbul universitesi,devlet
15409,mimar sinan guzel sanatlar,devlet
15410,uludag universitesi,devlet
15411,sakarya universitesi,devlet
15412,erciyes universitesi,devlet
15413,istanbul universitesi,devlet
15414,abant izzet baysal universitesi,devlet
15415,istanbul universitesi,devlet
15416,usak universitesi,devlet
15417,bingol universitesi,devlet
15418,recep tayyip erdogan universitesi,devlet
15419,gebze yuksek teknoloji enstitusu,devlet
15420,celal bayar universitesi,devlet
15421,ondokuz mayis universitesi,devlet
15422,canakkale onsekiz mart,devlet
15423,dokuz eylul universitesi,devlet
15424,hitit universitesi,devlet
15425,ankara universitesi,devlet
15426,mustafa kemal universitesi,devlet
15427,anadolu universitesi,devlet
15428,nevsehir haci bektas veli,devlet
15429,pamukkale universitesi,devlet
15430,hitit universitesi,devlet
15431,yildiz teknik universitesi,devlet
15432,gaziosmanpasa universitesi,devlet
15433,cukurova universitesi,devlet
15434,adnan menderes universitesi,devlet
15435,selcuk universitesi,devlet
15436,sakarya universitesi,devlet
15437,bogazici universitesi,devlet
15438,aksaray universitesi,devlet
15439,hacettepe universitesi,devlet
15440,istanbul teknik universitesi,devlet
15441,hacettepe universitesi,devlet
15442,ondokuz mayis universitesi,devlet
15443,dokuz eylul universitesi,devlet
15444,karadeniz teknik universitesi,devlet
15445,ahi evran universitesi,devlet
15446,yildiz teknik universitesi,devlet
15447,marmara universitesi,devlet
15448,kocaeli universitesi,devlet
15449,marmara universitesi,devlet
15450,akdeniz universitesi,devlet
15451,ahi evran universitesi,devlet
15452,karadeniz teknik universitesi,devlet
15453,uludag universitesi,devlet
15454,gaziosmanpasa universitesi,devlet
15455,inonu universitesi,devlet
15456,karadeniz teknik universitesi,devlet
15457,kocaeli universitesi,devlet
15458,uludag universitesi,devlet
15459,balikesir universitesi,devlet
15460,celal bayar universitesi,devlet
15461,dumlupinar universitesi,devlet
15462,anadolu universitesi,devlet
15463,cukurova universitesi,devlet
15464,kocaeli universitesi,devlet
15465,istanbul universitesi,devlet
15466,suleyman demirel universitesi,devlet
15467,uludag universitesi,devlet
15468,ataturk universitesi,devlet
15469,eskisehir osmangazi universitesi,devlet
15470,gazi universitesi,devlet
15471,karabuk universitesi,devlet
15472,hacettepe universitesi,devlet
15473,kilis 7 aralik universitesi,devlet
15474,bogazici universitesi,devlet
15475,istanbul teknik universitesi,devlet
15476,ege universitesi,devlet
15477,ege universitesi,devlet
15478,sakarya universitesi,devlet
15479,eskisehir osmangazi universitesi,devlet
15480,ankara universitesi,devlet
15481,hacettepe universitesi,devlet
15482,bulent ecevit universitesi,devlet
15483,orta dogu teknik universitesi,devlet
15484,firat universitesi,devlet
15485,gazi universitesi,devlet
15486,dokuz eylul universitesi,devlet
15487,sakarya universitesi,devlet
15488,mehmet akif ersoy universitesi,devlet
15489,necmettin erbakan universitesi,devlet
15490,izmir katip celebi universitesi,devlet
15491,osmaniye korkut ata universitesi,devlet
15492,istanbul teknik universitesi,devlet
15493,afyon kocatepe universitesi,devlet
15494,gazi universitesi,devlet
15495,marmara universitesi,devlet
15496,istanbul teknik universitesi,devlet
15497,orta dogu teknik universitesi,devlet
15498,gebze yuksek teknoloji enstitusu,devlet
15499,gazi universitesi,devlet
15500,eskisehir osmangazi universitesi,devlet
15501,ataturk universitesi,devlet
15502,erciyes universitesi,devlet
15503,ege universitesi,devlet
15504,anadolu universitesi,devlet
15505,yildiz teknik universitesi,devlet
15506,pamukkale universitesi,devlet
15507,dokuz eylul universitesi,devlet
15508,abant izzet baysal universitesi,devlet
15509,marmara universitesi,devlet
15510,sakarya universitesi,devlet
15511,karadeniz teknik universitesi,devlet
15512,yalova universitesi,devlet
15513,celal bayar universitesi,devlet
15514,uludag universitesi,devlet
15515,ataturk universitesi,devlet
15516,istanbul teknik universitesi,devlet
15517,izmir yuksek teknoloji enstitusu,devlet
15518,ataturk universitesi,devlet
15519,firat universitesi,devlet
15520,istanbul universitesi,devlet
15521,selcuk universitesi,devlet
15522,ankara universitesi,devlet
15523,hacettepe universitesi,devlet
15524,firat universitesi,devlet
15525,istanbul teknik universitesi,devlet
15526,marmara universitesi,devlet
15527,trakya universitesi,devlet
15528,mersin universitesi,devlet
15529,karabuk universitesi,devlet
15530,erciyes universitesi,devlet
15531,kocaeli universitesi,devlet
15532,selcuk universitesi,devlet
15533,yildiz teknik universitesi,devlet
15534,duzce universitesi,devlet
15535,harran universitesi,devlet
15536,firat universitesi,devlet
