index1,index,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
770,770,1,"akbank dusunce kulubu, istanbul bilgi universitesi ogrenci konseyi, bilgi enerji kulubu, istanbul bilgi universitesi muhendislik fakultesi temsilcisi, turkiye ruzgar enerjisi birligi ogrenci uyeligi",0,yok,0,Null,1,0,Null
771,771,1,"fotografcilik,futbol,bowling ve sosyal yardimlasma ve dayanisma klupleri",0,yok,1,thku sosyal yardimlasma ve dayanisma kulubu,1,0,Null
772,772,1,"toplum gonulluleri , bauefk",0,yok,1,toplum gonulluleri,1,1,alin- bagislayin diye bir sosyal girisim hayata gecirmistim. wheelys cafe diye isvec menseeli bir firmayi turkiye2de acmak istedik ama yasal engeller cikti.
773,773,1,programming club,0,yok,0,Null,1,0,Null
774,774,1,yonetisim ve liderlik toplulugu baskan,0,yok,0,Null,1,0,Null
775,775,1,fotografcilik kulubu,0,yok,0,Null,1,0,Null
776,776,0,Null,0,yok,1,turkiye egitim gonulluleri vakfi,1,0,Null
777,777,1,girisimci gencler birligi,1,bireysel,1,sosyalben,1,1,daha once birkac sunucu sirketi ve buyuk forumlarda yoneticilik yaptim.
778,778,1,genc tema kulubu-isletme ve girisim kulubunuh naci yazgan universitesi,0,yok,1,tema vakfi,1,0,Null
779,779,1,ufuk universitesi kariyer yonlendirme komitesi uyeligi,0,yok,0,Null,1,0,Null
780,780,1,toros universitesi endustri muhendisligi,1,bireysel,1,world merit turkey,0,1,"2015 yilinin mayis ayinda istanbulda dunya girisimcilik,yenilik ve teknoloji konferansina konusmaci olarak katildim ve girisimcilikle ilgili yazdigim uluslarasi dergilerde yayinlanan makalemi sunmaya gittim."
781,781,1,universite medya birligi,1,bireysel,0,Null,0,1,cocuklugumdan beri sahil sitelerinde limonata satmak gibi kucuk girisimlerim olmustu. universite yillarimdaki girisimlerimin basinda ise sosyal medya etkilesimi oldu sosyal medya egitimleri aldim ve kendi web sayfami actim. bunun haricinde kar amaci gutmeyen bir medya kurulusunda gonullu gorev almaya basladim. okulumuzun girisimcilik kulubunde seneye baskan yardimciligi yapmaya basliyorum. uluslarararasi bir sosyal medya projesine secildim. yazimi avrupada gecirecegim.
782,782,1,sancaktepe genc gelecek bilim klubu,0,yok,0,Null,1,1,"tubitak arastirma projeleri yarismasi, gau yaratici fikirler yarismasi, proje park biyo-med yarismasi gibi yarismalara basvuru yaptim ve tecrube kazandim. girisimci gencler birligi gigeb uyeyim. sancaktepe genclik merkezinde grafik tasarim ile ilgileniyorum. turkiye genclik vakfinda okul temsilcisiyim."
783,783,1,makina muh klup,0,yok,0,Null,1,0,Null
784,784,1,genclik spor,1,bireysel,0,Null,0,0,Null
785,785,1,fotografcilik klubu,1,kaptan,0,Null,0,1,kendime ait instagram sayfam var en buyuk hayalim ajans sahibi olmak. reklamcilik alaninda cok buyuk projelerim var.
786,786,1,"hukuk fakultesi klubu, hukuk fakultesi ogrenci dergisi",0,yok,0,Null,1,1,yganin kamplarinda bircok deneyim elde ettik. birlikte projeler urettik.
787,787,1,endustri muhendisligi operational research kulubu,0,yok,0,Null,1,0,Null
788,788,1,atilim ieee ogrenci kolu,0,yok,1,turkiye bilisim dernegi,1,1,web uzerine neyapneyapma.com girisimini yaptik fakat ekipsel aksakliklar nedeniyle 7 aylik surec sona erdi.
789,789,1,"pazarlama kulubu, globalaid, tiyatro kulubu, google team, kuwib women in business",0,yok,1,"carma, turkishwin",1,1,global aid i kurup onun icin urettigimiz her proje benim icin bir girisimdi.
790,790,1,endustri muhendisligi kulubu - edebiyat kulubu,0,yok,1,kadikoy aktiffelsefe gea,1,1,"yazlari sahilde hediyelik esya, taki vs. satmak"
791,791,1,nebula uzay sistemleri kulubu,0,yok,0,Null,1,1,arkadaslarimizla birlikte yurutmeye basladigimiz bir projemiz devam etmektedir.
792,792,1,istanbul ticaret universitesi halkla iliskiler ve reklamcilik kulubu,1,bireysel,0,Null,0,0,Null
793,793,0,Null,0,bireysel,1,gunkoy-tdp,1,1,"ucret karsiligi odev yaptim, karaborsa olarak bilet sattim, lisedeyken websitesi yapmistim fakat pek ilgi gormemisti."
794,794,1,izmir universitesi bilisim kulubu,0,yok,0,Null,1,0,Null
795,795,1,marka kulubu/dart ve bowling kulubu,1,kaptan,0,Null,0,1,seri girisimci 6 marka/sirket
796,796,1,bilkent universitesi genc girisimciler kulubu,0,yok,1,system and generation,1,1,"bilkent universitesi genc girisimciler kulubunde aktif olarak gorev aldigim surece gerek yerelde gerceklestirdigimiz ankara startup zirvesi sayesinde, gerekse yurtdisinda dublin, paris, amsterdam ziyaret ettigim startup, kulucka merkezleri ve exit yapan sirket calisanlari sayesinde farkli irisimcilik ekosistemlerinde yer alma firsati yakaladim ancak kendi sahsi bir girisimim henuz bulunmamakta."
797,797,1,aiu gastronomy society,0,yok,0,Null,1,0,Null
798,798,1,istanbul kultur universitesi kariyer kulubu,0,yok,1,losev,1,1,"makedonyadan mimarlik/muhendislik okuyanlar ve bu meslekleri icra edenler icin urun ithal edip turkiye ve azerbaycan pazarinda satmayi amaclayan bir e-ticaret sitesi kurma planimiz vardi ve bunun icin de lojistik,odeme sistemi gibi islemleri halletmemize ragmen gumruk konusunda problem yasadigimiz icin bir sureligine askiya almak zorunda kaldik."
799,799,1,"sinema, bisiklet,el club del espanol,",1,bireysel,0,Null,1,0,Null
800,800,1,"bilgi universitesi girisimcilik kulubu, avrupa genc hukukcular kulubu",0,yok,1,greenpeace,1,1,lisede yer aldigim muzik grubunun 2 albumunun cikmasi icin toplamda 20 bin tl gibi bir rakamin toplanmasi icin sponsorluk calismalarinin liderligini ustlendim. basarili album satislari sonucunda 10 bin tl kar elde ettim. lisenin geleneksel yillik yemek ve cay organizasyonlari yonetiminde bulundum.
801,801,1,"muzikus, radyosu",1,bireysel,0,Null,1,1,"gaziantep tekstil sektorunde ileri gelen bircok isimle tanisip pazarlama ve finans departmanlariyla spesifik bazi urunler hakkinda pamuk, pamuk ipligi cesitli alim-satim stratejileri belirledim. istanbulda islerinde ileri gelen bazi firmalarin british american tobacco, yucel boru, hadimkoy tekstil marka mudurleriyle cesitli gorusmelere katilip pazarlama stratejileri hakkinda bilgiler aldim ve bu konularda bazi projeler hazirladim."
802,802,1,hayvanseverler kulubu,0,yok,0,Null,1,0,Null
803,803,1,"yeditepe universitesi munazara klubu, 2013 e kadar aktif uyelik, tangopera dans studyosu asistanligi 2013,2014 tangoist dans studyosu aktif",0,yok,0,Null,1,0,Null
804,804,1,endustri ve verimlilik toplulugu,0,yok,0,Null,1,1,"thegardrobe adinda bir sosyal ag kurduk. herkes evden cikmadan once aynaya bakar mottosu ile yola ciktigimiz girisimimizde web sitesi app ve android uygulamalarini cikarttik. ayrica mudo, mavi gibi bir cok marka ile gorusmeye gittim. suan hala start up duzeyinde olan girisimimiz gelisme evresinde. yatirimcilarla gorusmelerimizde devam etmektedir."
805,805,1,girisimcilik kulubu,0,yok,1,losev,1,1,2 yil ag pazarlama ve liderlik deneyimi
806,806,1,"isik universitesi muzik klubu,endustri muhendisligi klubu,dans klubu, isik universitesi otizm orkestrasi klubu, isik universitesi basin-yayin klubu,",0,bireysel,0,Null,1,0,Null
807,807,1,ieee,0,kaptan,0,Null,0,1,ieee kulubu olarak girisimcilik gunlerinin duzenlenmesinde yer aldim. girisimcilere fikir alisverisi yapilabilecek ortami sagladigimiz bu etkinlikte basarili bulunan dusuncelerin desteklenmesini amacladik.
808,808,1,erasmus student network,0,yok,1,erasmus student network,0,1,"okulum icerisinde biyomedikal toplulugunun kurucu baskanligini yaptim. kurulus dilekcesinden butcelendirilmesine , recruitment kismindan senelik faaliyetlerine kadar tum asamalarda yer aldim ve onderlik etmeye calistim . kurulusunun ilk senesinde ulusal bazda biyomedikal muhendisligi ogrenci bulusmasina biomeb ev sahipligi yaptik."
809,809,1,arel endustri muhendisligi klubu,0,yok,0,Null,1,0,Null
810,810,0,Null,1,bireysel,0,Null,1,0,Null
811,811,1,ku gonulleri,1,bireysel,0,Null,0,1,"emirganda iki yaz boyunca bir misir tezgahi alip haslanmis misir sattim. ayrica universitede bir arkadasimla beraber evimize kucuk bir sinif kurup bazi matematik, ekonomi derslerinde ozel dersler verdim."
812,812,0,bilgi uni. - yapi klubu,1,bireysel,0,Null,1,0,Null
813,813,1,gazetebilkent kultur-sanat yazarligi/ bahtiyar ebru atolyesi ebruzen,0,yok,0,Null,1,0,Null
814,814,1,koc universitesi girisimcilik kulubu,0,kaptan,0,Null,0,1,"insanlarin kendi yasam tarzini en iyi sekilde yansitabilecegi, kalabalik kullanici kitlesine sahip uygulamalarda yapilamayan kisisel disavurumun on planda oldugu yeni bir fotograf paylasim uygulamasi fikrimi gelistirmekteyim. is gelistirme, grafik tasarim, yazilim gibi konularda kendi alanlarinda oldukca tecrubeli bir ekip kurdum ve ekibim ile birlikte suan bu fikri hayata gecirmeye calisiyorum. aralik-ocak aylarinda cikmasini planladigimiz uygulama icin odak gruplari ile yaptigim gorusmelerde olumlu geri donusler aldim ve bu geri donuslerin verdigi sevk ile calismalarimi devam ettirmekteyim."
815,815,1,bilkent universitesi iktisadi arastirmalar kulubu,0,yok,0,Null,1,0,Null
816,816,1,avrasya universitesi sosyallesme kulubu,0,bireysel,1,tema vakfi,1,1,universitemiz en buyuk kulubunun baskanligini yaptigim icin universitede yapilan tum projelerin ilkini gerceklestirdim.
817,817,1,"sabanci universitesi genc girisimciler kulubu, dans kulubu, erasmus student networkesn kulubu, ekonomi ve isletme kulubu",0,yok,0,Null,1,1,"genc girisimciler kulubunde aktif olarak calistigim icin yapilan konferanslara, seminerlere, case studylere katiliyorum."
818,818,1,"genc futuristler toplulugu, koc universitesi kufuture kulubu, koc universitesi cevre kulubu, koc universitesi endustri muhendisler kulubu, koc universitesi hayvanseverler kulubu",0,yok,1,tema ve deniz temiz dernegi,1,0,Null
819,819,1,bilgi universitesi munazara kulubu,0,yok,0,Null,1,0,Null
820,820,1,halic universitesi girisimcilik ve pazarlama kulubu - kulup baskani,0,bireysel,0,Null,1,1,"henuz aklimdaki firikleri tam olarak gerceklestiremesem de dekorasyon alaninda ufak projeler gerceklestiriyorum. ileriki zamanlarda da bu isi ilerletmek, ayrica egitim ve danismanlik uzerine hizmet vermek planlarim arasinda."
821,821,1,operational research klubu,1,bireysel,0,Null,0,1,3 ortak arkadas olarak internet sitemiz vardi ve blog yazarak para kazaniyorduk. suanda inaktif
822,822,0,Null,0,yok,1,toplum gonulluleri vakfi,1,0,Null
823,823,0,Null,1,bireysel,1,"tema vakfi, losev",0,0,Null
824,824,1,mn english class,0,yok,0,Null,0,0,Null
825,825,1,"yeditepe tiyatro ve sinema klubu , dafdevrimci anarsist faliyet",0,yok,0,Null,1,1,"tiyatrocu arkadaslarimla sokak tiyatrosu kurmaya calismak, sanat galerilerinde eglence amacli kutlamalarda organizatorluk yapmaya calismak"
826,826,0,Null,0,yok,1,tsm-toplum gonulluleri,0,1,gecen sene bu programa basvurduktan sonra daha da cok yaptigim atastirma ve katildigim seminerler.okulumuzdaki inovasyon haftasinda ve itu gibiuniversitelerin girisimcilik ve inovasyon haftasini takip ettim
827,827,1,halkla iliskiler ve tanitim kulubu,0,yok,0,Null,0,0,Null
828,828,0,Null,0,bireysel,0,Null,1,1,lise de babamin ortagi oldugu 2 isyerinin kontrolu ve buyumesi calismalarin da onder olarak yer aldim.
829,829,1,basketbol toplulugu,1,kaptan,0,Null,0,1,kuzenimin actigi lokantada epey kafa ve bunyemizi yormustuk.
830,830,1,koc universitesi liderlik enstitusu klubu / kule,0,yok,1,istanbul genclik platformu dernegi,1,1,"acikcasi ben girisimciligin daha cok sosyal girisimcilik kismindayim. kurucu baskani oldugum istanbul genclik platformu dernegi turkiyenin ilk 18 yas alti derneklerinden birisi ve kuruldugu gunden bu yana muhtesem bir ivmeyle calismalarina devam ediyor. su anda agirlikli olarak kurumsallasmasina ve bizlerden sonra devam etmesini istedigimiz kuleyi de cok onemli bir sosyal girisim olarak goruyorum. butun inancim sudur ki girisimcilik bir kisilik meselesidir. ben gorduklerime sessiz kalmayi degil cozum olmayi istiyorum. hayattaki en buyuk sansim hayrettin karaca gibi bir kahramanim ve hocamin olmasiydi. ama gitmek istedigim yolda daha cok gelismeye ve ogrenmeye ihtiyacim var. bu bursu da istememenin en onemli nedeni sadece projelerimin finansina destek olmak degil, gitmeyi tercih ettigim yolda hali hazirda basarilara imza atmis insanlarin tecrubelerinden faydanlanmaktir. umarim vakfiniz bana bu sansi sunar."
831,831,1,ar-ge teknoloji ve inovasyon kulubu,0,bireysel,0,Null,1,0,Null
832,832,0,Null,1,kaptan,0,Null,0,1,lise zamani 3 defa tubitak projesi yapip ikincilikler kazandim. ekip yonetme konusunda ilk tecrubelerimi o zaman kazandim. universitenin ilk yilinda da dayimla birlikte hong kong merkezli bir yat turizm sirketi kurduk. staj gordugum bir bilisim firmasinda ticari yazilimlara entegre olan ucuncu patti bir yazilim projesinde tasarim ve is gelistirme direktorlugu yaptim. son olarak da universite bunyesinde kurdugum bir ekip ile birlikte socirest adinda bir mobil uygulama girisimi yurutmekteyim
833,833,1,yeditepe lojistik kulubu,0,yok,0,Null,0,0,Null
834,834,1,ipek universitesi i-help klubu,1,bireysel,0,Null,1,0,Null
835,835,0,Null,0,yok,0,Null,1,0,Null
836,836,1,educon,0,yok,0,Null,0,0,Null
837,837,0,Null,0,yok,0,Null,1,0,Null
838,838,1,"amator film ve fotografcilik klubu , uluslararasi ticaret klubu",0,yok,0,Null,0,0,Null
839,839,1,koc universitesi dagcilik kulubu,0,yok,0,Null,1,1,"brandeval adli bir start-upda uzun donemli staj yapma imkani buldum. sucool adli onkulucka programi dahilindeki egitimlerde sirketi temsil ettim. egitimlerin sonunda brandevalin, amerikaya yatirim almak amacli gidecek 4 sirketten biri olarak secilmesine katkida bulundum. ayni zamanda brandevalde oldugum sure boyunca start-up ekosistemini yakindan tanima sansi buldum. bu da benim girisimcilige olan ilgimin cok daha artmasina sebep oldu."
840,840,1,"manecmanagers and economists club organizasyon direktoru,impr okul gonullusu",0,yok,0,Null,0,0,Null
841,841,1,erasmus student network,1,bireysel,0,Null,1,1,finans alaninda bir kariyer dusundugumden bit coin borsasindayim. kucuk bir sey olsada bahsettigim gibi erasmus klubunde yaptigimiz partilerden elde ettgimiz paralar ile daha buyuk etkinlikler duzenledik.
842,842,1,uluslararasi genc girisimciler platformu international platform for young entrepreneurs-ipfye,0,bireysel,0,Null,1,1,ozellikle hayatimin son donemlerinde edindigim deneyim ve bilgilerimden de yararlanarak hayatlari boyunca serbest meslekle ugrasan aileme fikir ve uygulama alaninda destek olmaya hatta olabildigince elimi tasin altina sokmaya calisiyorum. su anda manisada birinci elden topladigimiz zeytinyaglarinin basta ege ve marmara bolgesine olmak uzere toptan ve perakende olarak satisiyla ilgili bir is plani uzerinde somut adimlar atiyoruz.
843,843,1,"ieu fotograf klubu, ieu bisiklet klubu, ieu logistics management klubu",0,yok,0,Null,1,1,kendi web adresim var. gunluk yaklasik 4bin kisi giriyor. www.surprizim.net
844,844,1,1. istanbul kultur universitesi- wib woman in business club 2.istanbul kultur universitesi- kariyer klubu 3.istanbul kultur universitesi- dans klubu 4.elaetik lider akademisi,0,yok,0,Null,0,0,Null
845,845,1,"isik universitesi halk oyunlari kulubu, besik turizm folklor egitim arastirma genclik ve spor kulubu, pendik halk danslari toplulugu",0,yok,0,Null,1,0,Null
846,846,1,istanbul ticaret universitesi dagcilik klubu,0,yok,1,turkiye dil ve edebiyat dernegi,0,1,itu cekirdekte halen yurutmekte oldugumuz bir projemiz bulunmaktadir.
847,847,1,genc girisimciler kulubu,1,bireysel,0,Null,0,1,business talks etkinligini duzenlenirken bir cok sirket calisaniyla aktif olarak iletisimdi bulundum. bunlart arasinda baincompany micrasoft pg alcatel lucent bnp paribas christian dior gibi sirketler bulunmaktaydi.
848,848,0,Null,0,yok,0,Null,1,0,Null
849,849,1,"koc model united nations, koc mizah kulubu, kufuture",0,yok,1,turkiye futuristler dernegi,0,0,Null
850,850,1,turkmsic,0,yok,0,Null,1,0,Null
851,851,0,Null,1,bireysel,0,Null,1,0,Null
852,852,0,Null,0,yok,0,Null,1,0,Null
853,853,1,istanbul sehir universitesi-isletme ve ekonomi kulubu,0,yok,1,munbit-mutesebbis universiteliler bilgi iletisim toplulugu,1,1,iki yil once mekanium adinda bir uygulama yaparak bunu istanbulda bulunan birkac isletmeye sattim. uygulama mekanda check-in yapan musterilere twitter uzerinden promosyon mesajlar atiyordu. yardimkulubu.com adindan sosyal sorumluluk projesi kurmak icin katildigim bir yarismada yari finale kadar geldim. daha sonrasinda maddi kaynak bulamadigim icin devam ettiremedim. bu site ise unlulerin esyalarini acik arttirma ile satarak geliri losev gibi kuruluslara bagisliyordu. bunlarin yani sira kendim cogu zaman cinden bir takim urunler getirerek turkiyede satiyorum. 2015 yilinda ise gunes enerjisi sistemlerinin farkli alanlara entegrasyonu ile gelistirdigim bir urun uzerinde calisiyorum.
854,854,1,ozyegin university entrepreneurship club,0,yok,0,Null,1,1,www.visabook.net
855,855,1,fatih universitesi hukuk kulubu,0,yok,0,Null,1,1,ulkemizde azinlik sorunlari ve cozum onerileri konulu bir program olusturmayi dusunuyorum. okul ozellikle kurt ve ermeni konularinda hassas oldugundan daha cabalamam gerekiyor anlasilan.
856,856,0,Null,1,bireysel,0,Null,1,0,Null
857,857,0,Null,1,bireysel,0,Null,0,0,Null
858,858,1,operational research,1,bireysel,0,Null,1,0,Null
859,859,1,felsefe ve dusunce kulubu,0,yok,0,Null,1,0,Null
860,860,0,Null,0,yok,0,Null,1,1,2014-2015 egitim yili icerisinde ilk donem okulumuzda duzenlenen girisimcilik dersini aldim. her hafta carsamba gunu saat 13.00-16.00 arasi duzenlenen bu ders kapsaminda okulumuza kendini girisimci olarak nitelendiren ya da bu ruhu tasidigi baskalari tarafindan ispatlanmis olan kisiler geliyordu ve bizimle deneyimlerini paylasiyordu. dersin sonunda da bu dersten neler anladigimizi paragraflar halinde aciklamamiz isteniyordu. gercekten kisiligimi bulmamda bana cok yarari olan bu ders en sevdiklerim icinde yer almisti.
861,861,1,dusler otesi tiyatro grubu ve politik platform adli okul gruplari,0,yok,0,Null,1,1,e-ticaret girisiminde bulundum ve universite de girisimcilik dersi aliyorum.
862,862,0,Null,1,kaptan,0,Null,0,0,Null
863,863,1,educon,0,yok,0,Null,0,0,Null
864,864,1,robotik kulubu,0,yok,0,Null,0,0,Null
865,865,1,"sehir universitesi munazara ve hitabet kulubu, sosyoloji kulubu, meridyen dernegi munazara kulubu",0,yok,0,Null,1,1,16 yasimdayken genc bir girisimci olarak yaz tatili boyunca bir is yerinin isletmesini yaptim ve yanimda 2 kisi calisti.
866,866,1,ieee ekonomi ogrenci kolu,0,yok,0,Null,1,0,Null
867,867,1,girisimci inovatif liderler takimi,0,yok,0,Null,1,1,masaj uzerine booking yapan mutlumasaj.com adresli girisimimi hayata gecirme asamasindayim.
868,868,1,biyoteknoloji kulubu tiyatro kulubu,0,yok,0,Null,0,0,Null
869,869,1,"sosyal latin ve tango dans klupleri, ataturkcu dusunce klubu",0,bireysel,0,Null,0,1,sinirli sermaye ile giristigim ticaret faaliyetleri sayesinde kisa sureli esya alim satimi ile uzun sure harcligimi cikardim.
870,870,1,turk psikoloji ogrencileri calisma grubutpocg,0,yok,0,Null,1,1,universitemde dersini alma sansina sahip oldum. benim icin eglenceli bir aniydi.
871,871,1,inovatif internet toplulugu,0,yok,0,Null,1,1,2 girisimim basarisizlikla sonuclandi.
872,872,1,economics society,1,bireysel,1,tema,0,0,Null
873,873,1,tobb ekonomi ve teknoloji universitesi endustri ve verimlilik toplulugu,0,yok,0,Null,0,1,"liderlik kampi15 organizasyon takim uyeligi,vaka analizi yarismasi juri gorevlisi,tecktalks sponsorluk takimi koordinatoru"
874,874,1,sehir muhendislik kulubu,0,yok,0,Null,1,1,"sozlukus.com, kisitli bir kitle icin yapilan eksisozluk benzeri bir web sitesi. programlama kismi ve genel olarak idare edilmesi benim sorumlulugumda."
875,875,1,hayatin ritimleri kulubu,0,yok,0,Null,1,1,"lisedeyken ve halen yaptigim organizatorluk. uygun bir turizm sirketiyle cok cazip fiyatlara otobus kiraliyorum. etkinliklerdir, gezilerdir bu tur faliyetlerde onculuk ediyorum. okulda bolum temsilcisi olmam ve okulun kurumsal iletisimiyle bazi fuar ve etkinliklerde calismam bana ek avantaj sagliyor."
876,876,1,etu ieee ogrenci kolu - uluslararasi girisimcilik toplulugu,0,yok,0,Null,1,1,"-2012de okulumuz garajda bulunan viveka sayesinde girisimcilik ekosistemiyle tanismis oldum. daha sonra bir cok organizasyonda bulunma firsatim oldu. bu organizasyonlarda girisimcilik hakkinda bircok sey ogrendim. daha sonra edindigim bu deneyimlerden ilk girisimcilik deneyimimi gerceklestirip, uzerinde calistigim bir proje uzerinde turkiye ihracatcilar meclisinin duzenledigi yarismada finalistlere kaldim2013. bu yarismada sektorden bircok profesyonel kisiyle tanisma imkanim oldu. daha sonra tim tarafinda turkiye inovasyon haftasina davet edildim.halen benzer bir konu uzerinde calismalar yapmaktayim. -7. bilisim teknolojileri zirvesinin duzenledigi dijifikir yarismasinda parttimer adli proje ile ucunculuk odulu almistik. bu girisimizde takimimizla beraber katilip fikir asamasindan uygulama asamasina gecirmek icin onemli bir olcude firsat yakalamis olduk."
877,877,0,Null,0,kaptan,1,young guru academy,0,1,kucuklugumden beri maket ucak cizimleri yapmaktaydim. universiteye gecmeden bir tanidigin destegiyle bunlarin uretimini yapip satmayi planladik. satis yapacak kisilere de cizimleri gosterdik ve satis konusunda anlastik. maalesef yillardir yanimda olan bu defteri kaybettim ve projemiz iptal oldu.
878,878,1,isik univ. itmis klubu/ isik univ. inavasyon ve grisimcilik klubu,0,yok,1,panda org. / losev,0,1,cocukken bilezik yapip satip extra dondurma parami cikariyordum.
879,879,1,ozyegin hukuk kulubu,0,yok,0,wwf,1,0,Null
880,880,1,istanbul gezginleri,0,yok,0,Null,0,0,Null
881,881,1,bilkent universitesi ataturkcu dusunce topluluguadt yonetim kurulu baskanligi ve bilkent universitesi uluslarasi ogrenci toplulugubih kurucu yonetim kurulu baskan yardimciligi,0,yok,0,Null,1,1,"www.bilkentburada.com adiyla bir web site acip, kucuk bir bilkent dunyasi kurmayi amacladim. bu sitedeki her sey sosyal medya,dersler,tavsiyeler,haberler vb sadece bilkent iceriklerinden olusacakti. sitenin acilisini bilkent mezunu bir unlu ya da basarili isimle canli yayin yapip, sorular alarak yapmayi planliyorduk. siteyi tasarladik ancak yeterince vaktimiz olmadigindan acilisi erteledik.bu fikri daha sonra her universiteye yaymayi amacliyorduk. boylece bir universiteli kimligi olusturup, okullar arasindaki ogrenci profilindeki farki gorebilecek, herhangi bir universitedeki ogrencilerin en cok hangi haberi okudugu,sosyal medyada neyi paylastigi,nelerden hoslandigi gibi veriler elde edebilecektik."
882,882,1,mec,1,bireysel,0,Null,0,0,Null
883,883,0,Null,0,yok,0,Null,1,0,Null
884,884,1,sirnak badminton kulubu,1,bireysel,0,Null,1,1,daha once bir cok websitesi ve blog acmiis olsamda yeterli bilgi ve tecrube sahibi olmadigim icin kapattim.
885,885,1,bilkent university investment club,0,yok,0,Null,0,0,Null
886,886,1,sinema kulubu ve elini uzat yardimlasma kulubu,0,yok,0,Null,1,1,bir melek yatirimciyla yakamoz yapim ve reklamcilik ltd. sirketinde kurucu ortagim. yaptigim bu girisimin diger bi amaci henuz fikir asamisinda olan buyuk capli bir internet girisimi icin maddi kaynak olusturmak.
887,887,1,sehir tea and talk,0,yok,0,Null,1,0,Null
888,888,1,yeditepe women in business,0,yok,0,Null,0,0,Null
889,889,1,"ieee, bilkent toplumsal duyarlilik projeleri",0,yok,0,Null,0,0,Null
890,890,1,"ataturkcu dusunce dernegi,cumhuriyet halk partisi,ataturkcu dusunce kulubu,beykent hukuk kulubu",0,bireysel,0,ataturkcu dusunce dernegi,0,1,makul bir fiyatla borsada hisse senedi alip satiyorum
891,891,1,fotografcilik,0,yok,0,Null,1,1,lisede sinif temsilciligi ve tubitak projesibiyoloji
892,892,1,brand club,0,yok,0,Null,1,1,global cleantech innovation program gcip http://turkey.cleantechopen.org/ girisimci hizlandirma programinda yari final asamasina gecmis bulunuyoruz. takim olarak yenilikci bir cop takip ve toplama sistemi uzerine calisiyoruz. eylul ayindaki final asamasina hazirlaniyoruz.
893,893,1,isletme muh. kulubu,0,yok,0,Null,1,1,tubitak vb yarismalarda alinmis derecelerim mevcut.
894,894,0,Null,0,yok,1,"tog,greenpeace,unicef",1,0,Null
895,895,1,sabanci universitesi genc girisimciler kulubu,0,yok,0,Null,1,1,bir internet girisimi denemem oldu. http://mysabancinotebook.wix.com/mysabancinotebook bu internet sitesi uzerinden universitede ders notlarinin satisini gerceklestirmeye calistim.
896,896,1,young ceo kulubu,0,yok,0,Null,1,1,"uluslararasi antalya universitesinin 2014 yilinda duzenlemis oldugu start-up an idea can change the world yarismasina 2 takim arkadasimla birlikte 3 farkli inovatif proje ile katildik. projelerimizin birinci olmamasi uzerine kendi imkanlarimiz dahilinde projelerimizin birisini hayata gecirmeye calistik. bu asamada ilerleme kat edebildik fakat bu calismalar projemizin hayata gecmesi icin yeterli olmadi. daha sonra alternatif bir cozum yoluna adim attik. bir sure boyunca universitemizin proje ve is gelistirme biriminde kismi zamanli olarak calistik. bu calisma sureci icinde antalyada melek yatirimci olmaya yonelik egitim ve tesvik temali bir projeyi de bati akdeniz kalkinma ajansina baka teknik destek programi talebi olarak gonderdik. bakadan yapmis oldugumuz bu projenin cevabini beklerken; bir yandan start-upin ikinci yarismasina, bir yandan da kendi imkanlarimizla kurmus oldugumuz baglantilari daha da kuvvetlendirmeye calisiyoruz."
897,897,1,girisimci inovatif liderler takimi,1,bireysel,0,Null,0,1,"arama ve kurtarma calismalarinda kullanilmak uzere tasarlanacak ihalar uretecek bir muhendislik sirketi icin girisim calismalarim oldu kosgeb egitimleri, tubitak basvurulari."
898,898,0,Null,1,kaptan,0,Null,1,0,Null
899,899,1,"kariyer ve gelisim toplulugu, makine toplulugu",0,yok,0,Null,1,1,"ilk katildigim kapsamli etkinlik bogazici enterprize girisimcilik yarismasi idi. daha sonra turkiye inovasyon haftasi nin istanbul etkinligine katildim. ayrica odtu tekno jummp girisimcilik programi kapsaminda amerikaya giden girisimcilerin tecrubelerini paylastigi seminere katildim. bunlarin disinda istanbul, ankara ve bursa basta olmak uzere girisimcilikle alakali kucuk buyuk tum etkinliklere katilmaya calisiyorum."
900,900,1,toros universitesi uluslararasi ogrenci ofisinde aktiif olarak gorev aliyorum,1,bireysel,0,Null,1,1,okumus oldugum lisede kurmus oldugumuz bir sirket yapilanmasinda hisse sahibiydim ve bizler bu yapilanma ile ticari bircok faaliyet te etkin rol oynadik.daha sonra universite sinavlari nedeni ile ticari faaliyetleri durdurarak olusuma son verdik.o olusumda cesitli deterjan ve gida maddesini hatta bazen taki malzemesini yurtdisindan internet yolu ile getirip burada piyasaya surduk.
901,901,1,kultur ve sanat klubu,0,yok,0,Null,1,0,Null
902,902,1,hukuk klubu,0,yok,0,Null,1,1,7 bolge 7 proje adli projeye guneydogu anadoluyu temsilen katildim ve sosyal girisimcilik uzerine seminer aldik sosyal bir sorumluluk projesi olusturduk
