Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
yiyecek icecek isletmeciligi,4,2.50 - 3.00,hayir,
elektronik ve haberlesme muhendisligi,,,hayir,
elektrik elektronik muhendisligi,4,3.00 - 4.00,hayir,
iktisat,4,0.00 - 2.50,hayir,
eczacilik fakultesi,3,3.00 - 3.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
ekonometri,4,2.50 - 3.00,hayir,
turk dili ve edebiyati,1,2.50 - 3.00,hayir,
elehktrik-elektronik muhendisligi,3,0.00 - 2.50,hayir,
ingilizce isletme,4,2.50 - 3.00,hayir,
bilgisayar muhendisligi,1,,hayir,
insaat teknolojisi,1,,hayir,
malzeme ve metalurji muh,4,0.00 - 2.50,hayir,
muhendislik fakultesi elektrik elektronik muhendisligi %100 ingilizce,3,3.00 - 3.50,hayir,
uluslararasi iliskiler,3,0.00 - 2.50,hayir,
kimya teknolojisi,2,0.00 - 2.50,hayir,
najine muh.,4,2.50 - 3.00,hayir,
kamu yonetimi,3,2.50 - 3.00,hayir,
konaklama isletmeciligi,2,2.50 - 3.00,hayir,
sosyal hizmet,3,3.00 - 3.50,hayir,
metalurji ve malzeme muhendisligi,3,2.50 - 3.00,hayir,
sosyoloji,1,,hayir,
elektrik elektronik muh.,2,0.00 - 2.50,hayir,
maliye,3,2.50 - 3.00,hayir,
fen bilgisi ogretmenligi,4,2.50 - 3.00,hayir,
ic mimarlik,2,0.00 - 2.50,hayir,
almanca ogretmenligi,2,,hayir,
istatistik,1,,hayir,
elektrik ve elektronik muhendisligi,hazirlik,,hayir,
veteriner,4,0.00 - 2.50,hayir,
iktisat,3,0.00 - 2.50,hayir,
kamu yonetimi,2,0.00 - 2.50,hayir,
radyo televizyon ve sinema,1,,hayir,
isletme,4,0.00 - 2.50,hayir,
insaat muhendisligi,4,0.00 - 2.50,hayir,
isletme enformatigi,2,0.00 - 2.50,hayir,
isletme,3,2.50 - 3.00,hayir,
maden muhendisligi,1,,hayir,
isletme,4,0.00 - 2.50,hayir,
iktisat,4,2.50 - 3.00,hayir,
elektronik ve haberlesme muhendisligi,3,2.50 - 3.00,hayir,
sivil havacilik,4,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
elektronik muhendisligi,4,2.50 - 3.00,hayir,
gemi insaati ve gemi makineleri muhendisligi,2,0.00 - 2.50,hayir,
makine muhendisligi,hazirlik,,hayir,
turizm isletmeciligi,4,2.50 - 3.00,hayir,
makine muhendisligi,4,0.00 - 2.50,evet,
yonetim bilisim sistemleri,1,,evet,
isletme,2,0.00 - 2.50,hayir,
yazilim muhendisligi,3,0.00 - 2.50,hayir,
ingilizce ogretmenligi,3,2.50 - 3.00,hayir,
siyaset bilimi ve uluslararasi iliskiler,3,,hayir,
tip,3,2.50 - 3.00,hayir,
isletme,4,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,hayir,
uluslararasi iliskiler,2,3.00 - 3.50,hayir,
cevre muhendisligi,3,2.50 - 3.00,hayir,
ingilizce iktisat,2,0.00 - 2.50,hayir,
denizcilik isletmeleri yonetimi,3,0.00 - 2.50,hayir,
mekatronik muhendisligi,2,0.00 - 2.50,hayir,
elektronik ve haberlesme muhendisligi,2,3.00 - 4.00,hayir,
tekstil muhendisligi,4,0.00 - 2.50,hayir,
hemsirelik,2,2.50 - 3.00,hayir,
isletme,2,2.50 - 3.00,hayir,
iktisat,4,2.50 - 3.00,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
bilgisayar muhendisligi,4,3.00 - 4.00,hayir,
yonetim bilisim sistemleri,3,0.00 - 2.50,hayir,
insaat muhendisligi,1,,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
ekonometri,3,2.50 - 3.00,hayir,
calisma ekonomisi ve endustri iliskileri,3,0.00 - 2.50,hayir,
insaat muhendisligi,3,2.50 - 3.00,hayir,
saglik yonetimi,3,0.00 - 2.50,hayir,
insaat muhendisligi bolumu,3,3.00 - 4.00,hayir,
elektirik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
bilgisayar muhendisligi,4,3.00 - 3.50,hayir,
isletme ingilizce,hazirlik,,hayir,
mekatronik muhendisligi,hazirlik,,hayir,
mutercim tercumanlik,1,,hayir,
beden egitimi spor yuksek okulu,3,0.00 - 2.50,hayir,
maliye,2,,hayir,
elektrik elektronik muhendisligi,2,0.00 - 2.50,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
yazilim muhendisligi,4,0.00 - 2.50,hayir,
fizyoterapi ve rehabilitasyon,2,2.50 - 3.00,hayir,
elektrik elektronik muhendisligi,2,0.00 - 2.50,evet,
elektrik muhendisligi,mezun,2.50 - 3.00,evet,
konaklama isletmeciligi,3,,evet,
isletme siyasal bilgiler fakultesi,4,0.00 - 2.50,hayir,
elektrik-elektronik muh,4,0.00 - 2.50,hayir,
hukuk,2,0.00 - 2.50,hayir,
elektrik elektronik muhendisligi,2,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri iliskileri,2,0.00 - 2.50,hayir,
hemsirelik,3,2.50 - 3.00,hayir,
isletme,3,3.00 - 3.50,hayir,
elektrik-elektronik muhendisligi,2,3.00 - 3.50,hayir,
elektrik eloktronik muhendisligi,1,,hayir,
mekatronik muhendisligi,3,3.00 - 3.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
optisyenlik,2,,hayir,
sosyal hizmet,2,3.00 - 3.50,hayir,
ingilizce ogretmenligi,3,3.00 - 3.50,hayir,
ozel egitim bolumu,3,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri ilisiler,3,0.00 - 2.50,hayir,
iktisat,2,0.00 - 2.50,hayir,
isletme,3,2.50 - 3.00,hayir,
italyan dili ve edebiyati,1,,hayir,
calisma ekonomisi ve endustri iliskileri,3,2.50 - 3.00,hayir,
bankacilik ve sigortacilik,2,,hayir,
iktisat %30 ingilizce,1,,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
lojistik,mezun,3.00 - 3.50,evet,
elektronik ve haberlesme muhendisligiing,4,0.00 - 2.50,hayir,
iktisat,mezun,2.50 - 3.00,evet,
petrol ve dogalgaz muhendisligi,1,0.00 - 2.50,hayir,
jeoloji muhendisligi,4,,hayir,
muhasebe ve vergi uygulamalari,2,2.50 - 3.00,hayir,
turk dili ve edebiyati,2,3.00 - 3.50,hayir,
halkla iliskiler ve tanitim,4,3.00 - 3.50,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
matematik,4,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri iliskiler,3,0.00 - 2.50,hayir,
iktisat,2,3.00 - 4.00,hayir,
okul oncesi ogretmenligi,3,2.50 - 3.00,hayir,
uluslararasi iliskiler,4,2.50 - 3.00,hayir,
ingilice ogretmenligi,2,0.00 - 2.50,hayir,
hukuk fakultesi,4,2.50 - 3.00,hayir,
matematik,3,0.00 - 2.50,hayir,
makina muhendisligi,3,2.50 - 3.00,hayir,
elektronik teknolojisi,2,,hayir,
halkla iliskiler ve tanitim,4,3.00 - 3.50,hayir,
halkla iliskiler ve tanitim,3,2.50 - 3.00,hayir,
amerikan kulturu ve edebiyati,3,2.50 - 3.00,hayir,
endustri muhendisligi,2,0.00 - 2.50,hayir,
halkla iliskiler ve reklamcilik,2,3.00 - 3.50,hayir,
uluslararasi iliskiler,2,3.00 - 3.50,hayir,
uluslararasi iliskiler,1,,hayir,
siyaset bilimi ve uluslararasi iliskiler,4,2.50 - 3.00,hayir,
istatistik,3,2.50 - 3.00,hayir,
calisma ekonomisi ve endustri iliskileri,mezun,0.00 - 2.50,hayir,
uluslararasi ticaret ve isletmeceilik,2,,hayir,
uluslararasi isletmecilik ve ticaret,2,2.50 - 3.00,hayir,
biyomedikal muhendisligi,2,,hayir,
muhasebe ve finansal yonetim,4,2.50 - 3.00,hayir,
turk dili ve edebiyati,2,0.00 - 2.50,hayir,
ekonometri,3,3.00 - 3.50,hayir,
uluslararasi iliskiler,2,2.50 - 3.00,hayir,
enerji sistemleri muhendisligi,3,2.50 - 3.00,hayir,
elektronik ve haberlesme muhendisligi,1,,hayir,
elektrik-elektronik muhendisligi,3,2.50 - 3.00,hayir,
ingilizce isletme,4,2.50 - 3.00,hayir,
kimya,mezun,2.50 - 3.00,evet,
sinif ogretmenligi,4,3.00 - 3.50,hayir,
isletme,3,,evet,
halkla iliskiler ve tanitim,4,0.00 - 2.50,hayir,
sosyal bilgiler ogretmenligi,3,2.50 - 3.00,hayir,
turk dili ve edebiyati,4,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,hayir,
uluslararasi iliskiler,4,2.50 - 3.00,hayir,
kimya muhendisligi,3,0.00 - 2.50,hayir,
iktisat- calisma ekonomisi ve endustri iliskileri,2,,hayir,
iktisat,3,2.50 - 3.00,hayir,
elektronik haberlesme muh.,3,3.00 - 4.00,hayir,
maliye,4,0.00 - 2.50,hayir,
isletme,3,3.00 - 3.50,hayir,
rehberlik ve psikolojik danismanlik,2,3.00 - 3.50,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
istatistik,1,,hayir,
kimya,2,0.00 - 2.50,hayir,
turizm isletmeciligi,4,,hayir,
calisma ekonomisi ve endustri iliskileri,4,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri iliskileri,3,2.50 - 3.00,hayir,
siyaset bilimi ve uluslararasi iliskiler-isletms,4,3.00 - 3.50,hayir,
bilgisayar muhendisligi,2,2.50 - 3.00,hayir,
ingilizce ogretmenligi,1,2.50 - 3.00,hayir,
istatistik,3,0.00 - 2.50,hayir,
halkla iliskiler ve reklamcilik,3,3.00 - 3.50,hayir,
siyaset bilimi ve kamu yonetimi,4,3.00 - 3.50,hayir,
iktisat,3,3.00 - 3.50,hayir,
ingilizce isletme,4,2.50 - 3.00,hayir,
sosyoloji,4,2.50 - 3.00,hayir,
sosyal hizmetler,2,2.50 - 3.00,hayir,
turk dili ve edebiyati bolumu,3,3.00 - 3.50,hayir,
istatistik,3,0.00 - 2.50,hayir,
uluslararasi iliskiler,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
fen bilgisi ogretmenligi,4,2.50 - 3.00,hayir,
malatya/merkez,,0.00 - 2.50,hayir,
isletme fakultesi isletme,2,0.00 - 2.50,hayir,
yonetim bilisim sistemleri,3,0.00 - 2.50,hayir,
tarih,2,3.00 - 4.00,evet,
iktisat,4,2.50 - 3.00,hayir,
isletme,3,3.00 - 3.50,hayir,
alman dili ve edebiyati,mezun,2.50 - 3.00,evet,
turizm fakultesi,3,0.00 - 2.50,hayir,
uluslararasi iliskiler,1,,hayir,
isletme,2,2.50 - 3.00,hayir,
iktisat,1,,hayir,
uluslararasi ticaret ve finansman,2,0.00 - 2.50,hayir,
isletme,1,0.00 - 2.50,hayir,
kamu yonetimi,4,0.00 - 2.50,evet,
isletme,5,0.00 - 2.50,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
uluslararasi iliskiler ing,4,0.00 - 2.50,hayir,
ceko,3,,hayir,
makine muhendisligi,2,0.00 - 2.50,hayir,
sehir ve bolge planlama,2,0.00 - 2.50,hayir,
isletme,1,3.00 - 3.50,hayir,
biyomuhendislik,3,3.00 - 3.50,hayir,
makina muhendisligi,4,2.50 - 3.00,hayir,
deniz ulastirma ve isletme muhendisligi,1,0.00 - 2.50,hayir,
hemsirelik,3,2.50 - 3.00,hayir,
isci sagligi ve is guvenligi,2,2.50 - 3.00,hayir,
mimari tasarim yuksek lisans programi,tez,3.00 - 4.00,evet,
peyzaj mimarligi,1,3.00 - 3.50,hayir,
metalurji ve malzeme muhendisligi,1,,hayir,
ingilizce ogretmenligi,3,2.50 - 3.00,hayir,
uluslararasi ticaret ve isletmecilik,2,0.00 - 2.50,hayir,
gida teknolojisi,2,2.50 - 3.00,hayir,
makina muhendisligi,1,,hayir,
sinif ogretmenligi,3,3.00 - 3.50,hayir,
isletme,2,2.50 - 3.00,hayir,
hukuk,1,3.00 - 3.50,hayir,
ilkogretim matematik ogretmenligi,3,3.00 - 3.50,hayir,
uluslararasi iliskiler,1,,hayir,
elektronik-haberlesme muhendisligi,2,2.50 - 3.00,hayir,
isletme,2,2.50 - 3.00,hayir,
psikolojik danismanlik ve rehberlik,1,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri iliskileri,4,2.50 - 3.00,hayir,
elektronik ve haberlesme muhendisligi,2,2.50 - 3.00,hayir,
endustri muhendisligi,4,2.50 - 3.00,hayir,
aktuerya bilimleri,4,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,hayir,
almanca ogretmenligi,hazirlik,,hayir,
kamu yonetimi,3,3.00 - 3.50,hayir,
isletme,1,2.50 - 3.00,hayir,
aktuerya,4,2.50 - 3.00,hayir,
endustri muhendisligi,4,2.50 - 3.00,hayir,
halkla iliskiler ve tanitim,1,,hayir,
makina ve imalat muhendisligi,4,3.00 - 3.50,hayir,
tip fakultesi,3,3.00 - 3.50,hayir,
hukuk fakultesi,4,0.00 - 2.50,hayir,
iktisat,2,2.50 - 3.00,hayir,
halkla iliskiler ve tanitim,2,2.50 - 3.00,hayir,
hemsirelik,3,,hayir,
mekatronik muhendisligi,1,3.00 - 4.00,hayir,
elektronik ve haberlesme muhendisligi,1,3.00 - 4.00,hayir,
halkla iliskiler ve tanitim,4,3.00 - 3.50,hayir,
sosyal hizmet,2,3.00 - 4.00,hayir,
makine muhendisligi,hazirlik,3.00 - 4.00,hayir,
insaat muh.,2,0.00 - 2.50,hayir,
elektrik elektronik muhendisligi,2,3.00 - 3.50,hayir,
isletme,3,3.00 - 4.00,hayir,
isletme,3,3.00 - 4.00,hayir,
ilkogretim matematik ogretmenligi,2,2.50 - 3.00,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
uluslararasi iliskiler,4,2.50 - 3.00,evet,
makina muhendisligi,2,0.00 - 2.50,hayir,
hukuk,4,0.00 - 2.50,hayir,
bilgisayar teknolojileri ve bilisim sistemleri,3,3.00 - 3.50,hayir,
cografya ogretmenligi,4,2.50 - 3.00,hayir,
insaat muhendisligi,2,0.00 - 2.50,hayir,
kamu yonetimi,1,,hayir,
ilahiyat,hazirlik,,hayir,
hukuk,3,2.50 - 3.00,hayir,
ekonometri,2,0.00 - 2.50,evet,
jeoloji muhendisligi,4,0.00 - 2.50,hayir,
tarih,3,0.00 - 2.50,hayir,
endustri muhendisligi,4,0.00 - 2.50,hayir,
iktisat,3,2.50 - 3.00,hayir,
ingilizce matematik,1,2.50 - 3.00,hayir,
kamu yonetimi,2,0.00 - 2.50,hayir,
ingilizce isletme,3,2.50 - 3.00,hayir,
sanat tarihi,2,0.00 - 2.50,hayir,
makine muhendisligi,3,0.00 - 2.50,hayir,
bilgisayar muhendisligi,2,3.00 - 4.00,hayir,
isletmeingilizce,3,0.00 - 2.50,hayir,
kamu yonetimi ve siyaset bilimi,2,,hayir,
tarih,1,,hayir,
ziraat fakultesi,3,2.50 - 3.00,hayir,
kamu yonetimi,hazirlik,,hayir,
isletme,1,3.00 - 4.00,hayir,
kamu yonetimi,2,2.50 - 3.00,hayir,
zihin engelliler ogretmenligi,4,2.50 - 3.00,hayir,
siyaset bilimi ve kamu yonetimi,3,2.50 - 3.00,hayir,
endustri muhendisligi,4,3.00 - 3.50,hayir,
insaat muhendisligi,3,2.50 - 3.00,hayir,
isletme,4,0.00 - 2.50,hayir,
bankacilik ve finans,3,3.00 - 3.50,evet,
uzay muhendisligi,4,2.50 - 3.00,hayir,
insaat muhendisligi,2,,hayir,
gemi makineleri isletme muhendisligi,hazirlik,,hayir,
dis hekimligi,mezun,3.00 - 4.00,evet,
bilgisayar muhendisligi,2,2.50 - 3.00,hayir,
metalurji ve malzeme muhendisligi,3,0.00 - 2.50,hayir,
mekatronik muhendisligi,2,2.50 - 3.00,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
halkla iliskiler ve reklamcilik,4,3.00 - 4.00,hayir,
ingilizce iktisat,3,2.50 - 3.00,hayir,
siyaset bilimi ve kamu yonetimi,4,2.50 - 3.00,hayir,
iktisat,2,0.00 - 2.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
elektronik ve haberlesme muhendisligi,1,3.00 - 3.50,hayir,
mekatronik muhendisligi,3,3.00 - 3.50,hayir,
isletme,hazirlik,,hayir,
isletme,3,0.00 - 2.50,hayir,
makine muhendisligi,4,2.50 - 3.00,hayir,
metalurji ve malzeme muhendisligi a.b.d. t-li yl,2,3.00 - 3.50,evet,
uluslararasi ticaret ve lojistik,3,,hayir,
turizm isletmeciligi,3,0.00 - 2.50,hayir,
bilgisayar programcligi,1,0.00 - 2.50,hayir,
mekatronik muhendisligi,2,0.00 - 2.50,hayir,
gazetecilik,2,3.00 - 3.50,hayir,
"fen bilimleri enstitusu, cevre muhendisligi anabilim dali, cevre teknolojisi bilim dali",2,3.00 - 4.00,evet,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
jeoloji muhendisligi,2,3.00 - 3.50,hayir,
mutercim tercumanlik ingilizce - fransizca - turkce,,,hayir,
elektrik elektronik muhendisligi bolumu,4,2.50 - 3.00,hayir,
uluslararasi iliskiler,hazirlik,,hayir,
isletme bilgi yonetimi,3,2.50 - 3.00,hayir,
rayli sistemler muhendisligi,3,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,2,,evet,
biyoloji,2,0.00 - 2.50,hayir,
lojistik,2,3.00 - 4.00,evet,
kamu yonetimi,4,2.50 - 3.00,hayir,
ingiliz dili ogretmenligi,2,3.00 - 3.50,hayir,
alternatif enerji kaynaklari teknolojisi,2,2.50 - 3.00,evet,
elektrik elektronik muhendisligi,3,3.00 - 3.50,hayir,
ekonomi,1,3.00 - 3.50,hayir,
tekstil muhendisligi,1,,hayir,
isletme yonetimi,,2.50 - 3.00,hayir,
kamu yonetimi,3,3.00 - 3.50,hayir,
uluslararasi iliskiler,3,0.00 - 2.50,hayir,
makine muhendisligi,3,0.00 - 2.50,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
tip fakultesi,4,2.50 - 3.00,hayir,
isletme,4,0.00 - 2.50,hayir,
endustri muhendisligi,3,3.00 - 3.50,hayir,
biyomedikal muhendisligi,1,,hayir,
uluslararasi ticaret,3,2.50 - 3.00,hayir,
ingilizce iksitsat%100,2,0.00 - 2.50,hayir,
uluslararasi iliskiler,2,2.50 - 3.00,hayir,
tip fakultesi,2,3.00 - 3.50,hayir,
maliye,3,,evet,
cevre muhendisligi,2,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi %100 ingilizce,3,2.50 - 3.00,hayir,
"radyo,sinema ve televizyon",2,2.50 - 3.00,hayir,
elektrik elektronik muhendisligi,3,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi ingilizce,4,0.00 - 2.50,hayir,
kamu yonetimi,3,2.50 - 3.00,evet,
iktisat,4,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,2,2.50 - 3.00,hayir,
psikoloji,2,2.50 - 3.00,hayir,
iktisat fakultesi,mezun,2.50 - 3.00,evet,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
isletme,1,,hayir,
isletme,4,0.00 - 2.50,hayir,
lpjistik,2,,hayir,
elektronik muhendisligi,1,,evet,
biyoloji,4,0.00 - 2.50,hayir,
saglik yonetimi,4,3.00 - 3.50,hayir,
maden muhendisligi,2,0.00 - 2.50,hayir,
iktisat,4,,hayir,
elektrik-elektronik muhendisligi,4,2.50 - 3.00,hayir,
halkla iliskiler ve tanitim,1,,hayir,
bilgisayar ve ogretim teknolojileri ogretmenligi,3,3.00 - 3.50,hayir,
ozel hukuk yuksek lisans,1,,evet,
iktisat,3,0.00 - 2.50,hayir,
halkla iliskiler ve tanitim,mezun,2.50 - 3.00,hayir,
mekatronik muhendisligi,4,0.00 - 2.50,hayir,
isletme,3,2.50 - 3.00,hayir,
iktisat,3,2.50 - 3.00,hayir,
tip muhendisligi,2,2.50 - 3.00,hayir,
bilgisayar muhendisligi,1,,hayir,
insaat muhendisligi,2,2.50 - 3.00,hayir,
grafik tasarim,3,,hayir,
enerji sistemleri muhendisligi,3,0.00 - 2.50,hayir,
uluslararasi iliskiler,2,3.00 - 3.50,hayir,
isletme,4,3.00 - 3.50,hayir,
iktisat,2,3.00 - 3.50,hayir,
mekatronik muhendisligi,2,2.50 - 3.00,hayir,
saglik kurumlari yoneticiligi,2,2.50 - 3.00,hayir,
makine muhendisligi,1,0.00 - 2.50,hayir,
maliye,4,2.50 - 3.00,hayir,
isletme i.o,3,2.50 - 3.00,hayir,
gumruk isletme,1,3.00 - 3.50,hayir,
harita muhendisligi,3,2.50 - 3.00,hayir,
spor yoeneticiligi,3,3.00 - 3.50,hayir,
yazilim muhendisligi,4,2.50 - 3.00,hayir,
makine muhendisligi,2,2.50 - 3.00,hayir,
hukuk,3,3.00 - 4.00,hayir,
isletme,1,,hayir,
sosyoloji,1,,hayir,
isletme,4,2.50 - 3.00,hayir,
elektrik elektronik muhendisligi,4,2.50 - 3.00,hayir,
bilgisayar ogretim teknolojileri ogretmenligi,2,2.50 - 3.00,hayir,
ilkogretim din kulturu ogretmenligi,2,3.00 - 3.50,hayir,
ilahiyat fakultesi,4,0.00 - 2.50,hayir,
sivil hava ulastirma isletmeciligi,1,,hayir,
isletme,3,0.00 - 2.50,hayir,
molekuler biyoloji ve genetik,3,3.00 - 3.50,hayir,
kamu,1,,hayir,
gemi insaati ve gemi makineleri muhendisligi,1,,hayir,
otomotiv teknolojisi,2,3.00 - 4.00,hayir,
bilgisyar muhendisligi,4,0.00 - 2.50,hayir,
elektrik elektronik muh.,3,0.00 - 2.50,hayir,
insaat muhendisligi,4,0.00 - 2.50,hayir,
iktisat,2,,evet,
makine muhendisligi,2,0.00 - 2.50,hayir,
pazarlama,mezun,2.50 - 3.00,hayir,
reklamcilik,2,2.50 - 3.00,hayir,
makine muhendisligi,4,3.00 - 3.50,hayir,
imalat muhendisligi,mezun,0.00 - 2.50,evet,
deniz ve liman isletmeciligi,1,2.50 - 3.00,hayir,
biyokimya,3,0.00 - 2.50,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
iktisat,3,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,evet,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
halkla iliskiler ve tanitim,3,2.50 - 3.00,hayir,
elektronik haberlesme muhendisligi,4,3.00 - 3.50,hayir,
elektrik elektronik muh.,mezun,3.00 - 4.00,evet,
yonetim bilisim sistemleri,2,,hayir,
siyaset bilimi,4,2.50 - 3.00,hayir,
japonca ogretmenligi,3,3.00 - 3.50,hayir,
uluslararasi iliskiler,3,2.50 - 3.00,hayir,
amerikan kulturu ve edebiyati,3,2.50 - 3.00,evet,
elektronik muhendisligi,4,0.00 - 2.50,hayir,
isletme,3,2.50 - 3.00,hayir,
isletme,,,hayir,
uluslararasi iliskiler,mezun,0.00 - 2.50,evet,
isletme,4,2.50 - 3.00,evet,
sosyal hizmet,2,0.00 - 2.50,hayir,
makine muhendisligi,3,2.50 - 3.00,hayir,
insaat muhendisligi %100 ingilizce,3,2.50 - 3.00,hayir,
elektrik ve enerji,2,2.50 - 3.00,hayir,
bilgisayar muhendisligi,4,3.00 - 3.50,hayir,
uluslararasi iliskiler,3,3.00 - 3.50,hayir,
otomotiv muhendisligi,3,2.50 - 3.00,hayir,
bitki koruma,2,3.00 - 3.50,hayir,
elektronik ve haberlesme muhendisligi,3,2.50 - 3.00,hayir,
kimya muhendisligi,3,3.00 - 3.50,hayir,
bankacilik ve sigortacilik,2,2.50 - 3.00,hayir,
turizm isletmeciligi ve otelcilik,hazirlik,,hayir,
makine muhendisligi,2,0.00 - 2.50,evet,
kimya,4,3.00 - 3.50,hayir,
fizik,2,3.00 - 3.50,hayir,
elektrik muhendisligi,4,0.00 - 2.50,hayir,
almanca isletme,3,0.00 - 2.50,hayir,
maliye,3,0.00 - 2.50,hayir,
gemi insaati ve gemi makinalari muhendisligi,1,2.50 - 3.00,hayir,
iktisat,2,0.00 - 2.50,hayir,
isletme ing,2,0.00 - 2.50,hayir,
hukuk fakultesi,4,0.00 - 2.50,hayir,
makine muhendisligiingilizce,2,0.00 - 2.50,hayir,
ingilizce isletme,3,,hayir,
isletme,4,3.00 - 4.00,hayir,
insaat muhendisligi,4,2.50 - 3.00,hayir,
makine muhendisligi,hazirlik,,hayir,
ekonometri,3,0.00 - 2.50,hayir,
hukuk,4,2.50 - 3.00,hayir,
biyoloji,4,0.00 - 2.50,hayir,
elektrik muhendisligi,4,0.00 - 2.50,hayir,
gazetecilik,2,,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
"radyo,tv ve sinema",2,3.00 - 3.50,hayir,
uluslararasi iliskiler,3,2.50 - 3.00,hayir,
is sagligi ve guvenligi,1,0.00 - 2.50,hayir,
makine muhendisligi,2,0.00 - 2.50,hayir,
sanat tarihi,4,,hayir,
elektronik ve haberlesme muhendisligi,2,3.00 - 4.00,hayir,
elektrik muhendisligi,3,2.50 - 3.00,hayir,
isletme,2,0.00 - 2.50,hayir,
isletmeingilizce,3,3.00 - 3.50,hayir,
iktisat,2,2.50 - 3.00,hayir,
istatistik bolumu,4,2.50 - 3.00,hayir,
kamu yonetimi,2,0.00 - 2.50,hayir,
elektrik elektronik muhendisligi,4,3.00 - 4.00,hayir,
optik ve akustik muhendisligi,hazirlik,,hayir,
metalurji ve malzeme muhendisligi,4,3.00 - 3.50,hayir,
arkeoloji,3,2.50 - 3.00,hayir,
ceko,3,0.00 - 2.50,hayir,
aile ve tuketici bilimleri,mezun,2.50 - 3.00,evet,
isletme,2,3.00 - 4.00,hayir,
psikoloji,4,3.00 - 3.50,hayir,
moda ve tekstil tasarim,4,2.50 - 3.00,hayir,
elektronik ve haberlesme muhendisligi,2,3.00 - 4.00,hayir,
sinif ogretmenligi,2,0.00 - 2.50,hayir,
hukuk,2,2.50 - 3.00,hayir,
iktisat ingilizce,hazirlik,,hayir,
calisma ekonomisi ve endustri iliskileri,4,0.00 - 2.50,hayir,
iktisat,3,2.50 - 3.00,hayir,
kimya,4,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri iliskileri,2,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi,2,3.00 - 3.50,hayir,
mekatronik muhendisligi,4,0.00 - 2.50,hayir,
isletme enformatigi,1,,hayir,
gaazetecilik,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi %100 ingilizce,2,3.00 - 4.00,hayir,
makine muhendisligi,3,2.50 - 3.00,hayir,
isletme bolumu,3,0.00 - 2.50,hayir,
mimarlik,3,3.00 - 3.50,hayir,
matematik,4,0.00 - 2.50,hayir,
isletme,3,,hayir,
elektrik muhendisligi,2,0.00 - 2.50,hayir,
makine muhendisligi,3,2.50 - 3.00,hayir,
international business and trade,1,,hayir,
cevre muhendisligi,1,0.00 - 2.50,hayir,
psikoloji,3,0.00 - 2.50,hayir,
ustun zekalilar ogretmenligi,3,0.00 - 2.50,hayir,
bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
bulgarca mutercim tercumanlik,4,,hayir,
maliye,1,3.00 - 3.50,hayir,
matematik muhendisligi %100 ing,4,2.50 - 3.00,hayir,
ekonometri,2,0.00 - 2.50,hayir,
ingilizce ogretmenligi,3,3.00 - 3.50,hayir,
uluslararasi iliskiler,3,2.50 - 3.00,hayir,
isletme,4,2.50 - 3.00,evet,
uluslararasi iliskiler,2,0.00 - 2.50,hayir,
bilgisayar muhendisligi,1,,hayir,
